	HMP_2012__SRS024561__bin.28	CM_periimplantitis__SP_261SPT_T016__bin.3	HMP_2012__SRS014578__bin.49	CM_periimplantitis__SP_201SPI_T016__bin.7	CM_periimplantitis__SP_304SPI_T016__bin.6	HMP_2012__SRS051941__bin.47	HMP_2012__SRS014107__bin.7	HMP_2012__SRS049268__bin.47	HMP_2012__SRS018157__bin.52	CM_periimplantitis__SP_326SPI_T016__bin.3	HMP_2012__SRS015650__bin.14	CM_periimplantitis__SP_125SPI_T016__bin.4	HMP_2012__SRS017691__bin.13	HMP_2012__SRS022602__bin.81	HMP_2012__SRS023964__bin.22	CM_periimplantitis__SP_325SPI_T016__bin.2	HMP_2012__SRS011126__bin.74	HMP_2012__SRS047634__bin.17	CM_periimplantitis__SP_189SPI_T016__bin.38	HMP_2012__SRS063603__bin.41	HMP_2012__SRS019128__bin.42	CM_periimplantitis__SP_281SPI_T016__bin.1	HMP_2012__SRS058808__bin.44	HMP_2012__SRS016043__bin.17	HMP_2012__SRS063999__bin.47	HMP_2012__SRS064449__bin.46	HMP_2012__SRS019029__bin.15	HMP_2012__SRS055378__bin.37	HMP_2012__SRS017511__bin.27	HMP_2012__SRS020226__bin.25	HMP_2012__SRS015215__bin.13	HMP_2012__SRS014476__bin.36	HMP_2012__SRS024087__bin.47	HMP_2012__SRS011255__bin.25	HMP_2012__SRS016331__bin.45
HMP_2012__SRS024561__bin.28	1.0	0.8847318335942781	0.8952690716416356	0.9151662543625314	0.8493161818706554	0.7141503460580626	0.5749114353196773	0.9207032807014897	0.9466743043919029	0.7190133123214775	0.8844549092744339	0.9018519861411302	0.9261658440862544	0.8635079449052009	0.6018533975304581	0.5310391280923419	0.6767572892175209	0.9199075491321659	0.8803910813821687	0.6147695566242098	0.8481403485547616	0.7196070692111258	0.928537951528997	0.9136380604006497	0.8941545607586071	0.8917289178586012	0.8704797214988176	0.5865193825123022	0.84939453831265	0.4738369786924013	0.43016129259901503	0.8901248008846004	0.5425813726783254	0.8285225235835857	0.7176866063532961
CM_periimplantitis__SP_261SPT_T016__bin.3	0.8821836626148668	1.0	0.8893299583432008	0.8740667984051619	0.9371561761154743	0.6664670530823313	0.589742158777239	0.8708857602074688	0.8812213439655875	0.7275818092172948	0.8720392808475781	0.8897065389139727	0.8706741762785298	0.8180989669269084	0.5758072218059562	0.550178390486876	0.7330097134493616	0.8621753933714055	0.9454026112174423	0.5813879905738389	0.7994363908828679	0.760693238243504	0.8676193119834149	0.8895454245460651	0.8904791114251439	0.8421307278098928	0.8849201804480921	0.5698324022346368	0.8298627422053645	0.45768030250678426	0.44155721889425076	0.9764942872339186	0.5239322776136439	0.8535067609800412	0.692201676365881
HMP_2012__SRS014578__bin.49	0.8877680044245524	0.8844259423167319	1.0	0.9008553748563034	0.8644232783192106	0.6709668670134368	0.58427787810667	0.8988400028184321	0.8968449003269189	0.7086995927751615	0.9140532625765296	0.936211255003441	0.8907519712133833	0.8299312669335168	0.5720283155910455	0.5247495987112429	0.6790259421236886	0.8724022404605241	0.8875725480846727	0.5880586311106649	0.8143039292998223	0.714099979054802	0.872751166222828	0.9126889290633443	0.9983649232604627	0.8564665161572415	0.8621217195910957	0.6021483788706388	0.8329620467222696	0.45812456504931776	0.42601615579366375	0.8938300466103044	0.5591055145713908	0.8299085843459258	0.6933048723163362
CM_periimplantitis__SP_201SPI_T016__bin.7	0.8873320919644804	0.8499305859003022	0.8808366121389264	1.0	0.8323189405643541	0.6736159413656126	0.5731353749541093	0.8883447544930412	0.8912850621423711	0.7070847682531713	0.8635010187970174	0.892574720432472	0.8779571774934102	0.816265455372538	0.5745099723192992	0.50976610610023	0.6398002799214408	0.8742514744007784	0.8459865815136709	0.5816632580930423	0.8025572324206787	0.6937677369304717	0.8725111671289555	0.8839840767547233	0.8810513192454013	0.8504690052596163	0.841016701853465	0.5706688385902756	0.8244007312310597	0.45672637254467086	0.40230685090266644	0.850702587716111	0.5212928104735542	0.8085039114444078	0.6874817734901372
CM_periimplantitis__SP_304SPI_T016__bin.6	0.8752638178352894	0.9685770889758251	0.8983594141839704	0.8846534256194202	1.0	0.6617278563546996	0.589938810311967	0.8681246865282375	0.879129300832581	0.7303591132510784	0.880491022168723	0.8889627846323603	0.8656339652924064	0.8153892065402748	0.5740400240746314	0.5472133614204032	0.7310642993279165	0.8579245661550807	0.9510041127495236	0.5784903199919751	0.791301534757749	0.7501594944327415	0.855155481994182	0.8838910622931087	0.8992271040224696	0.8342396428929681	0.8834045541177651	0.5710738288694954	0.8249814424716622	0.4564274250175544	0.44309609790350085	0.9695486006620524	0.5280464439763266	0.8414966395827064	0.6915071722339252
HMP_2012__SRS051941__bin.47	0.9679599193902153	0.9059391996411479	0.9171130878758794	0.9416594929235559	0.8703171948850387	1.0	0.5869368611658075	0.9411977347463134	0.9697799062630901	0.7459083278087266	0.9120805833984742	0.9292078538469404	0.9517040525876599	0.8938998446513561	0.6287675344422126	0.5751791786641336	0.7097223184218425	0.9488622608340013	0.8943114690836409	0.6619204522591519	0.8849193077585269	0.7476973109182721	0.953488418115433	0.9234998631216832	0.9195148900520798	0.9257980995352734	0.8913522588220549	0.6381709098944882	0.8887116617027663	0.5158386353066899	0.4706516397362701	0.912572685684507	0.59253798785576	0.8619653087677983	0.7500898779309275
HMP_2012__SRS014107__bin.7	0.9028119681178316	0.9287764159386385	0.9252730153319633	0.9282551857436663	0.8989463048829792	0.6800173947202897	1.0	0.9152786938368733	0.9103835627535934	0.7677155214250831	0.9082909993022241	0.9253593775196932	0.904400879518634	0.8608850366427884	0.6285050246743649	0.5714433108664267	0.6836728844894275	0.8925172896335568	0.9251568467254592	0.5811349825708877	0.8239319557672745	0.7638284587100852	0.8870650077993463	0.9192016771078297	0.9228816234257052	0.8733884471849366	0.9041746564428103	0.5851527349682026	0.8706225643761325	0.49463981235712984	0.4286338801155266	0.9336340979316639	0.5403376379406669	0.9114374871507586	0.7352311105642355
HMP_2012__SRS049268__bin.47	0.935424040411832	0.8873657644614409	0.9209272450550787	0.9308596118035303	0.8558573125301007	0.7055080702025042	0.5921692186129398	1.0	0.9452322958418258	0.74035763838412	0.8906267769922339	0.9191150220186335	0.9404517849778825	0.874070030429524	0.6038767233425205	0.529589918402989	0.6748154894881174	0.924495816311293	0.8834154643691733	0.6066734309807563	0.8568506975451671	0.7182623624268064	0.916415724459028	0.9180449945559139	0.9210508619061323	0.9422620301447109	0.880446682074271	0.588207051302971	0.8647359692401717	0.4786098345610959	0.42706111320435647	0.89242268260434	0.5438473915361025	0.8585590824267273	0.7254771363216965
HMP_2012__SRS018157__bin.52	0.9359429372093739	0.8737484795060512	0.8941702529793982	0.9088228104887137	0.8433968219751794	0.7073823830566932	0.5731612608936655	0.9198107851137869	1.0	0.7171034397807409	0.8732225618205894	0.8951946617189666	0.9210651926215625	0.8454312043851815	0.5919220390786192	0.5245492409078312	0.6721704377482832	0.962290787731346	0.8754494118190497	0.601557447725803	0.8453210166907893	0.7054341298925261	0.9203674976134019	0.8930087110830536	0.8939378483663352	0.885335028331229	0.8688958904320513	0.5783001455054969	0.8499849875281003	0.46708034367012596	0.4228296392387522	0.8846710151510485	0.5339450274073846	0.826591033319989	0.7128807008899701
CM_periimplantitis__SP_326SPI_T016__bin.3	0.8981106657807342	0.9114385603150451	0.8927075310142246	0.9109157547458283	0.8852374905089512	0.6874017839828179	0.6106563580756135	0.9102184780157219	0.9059953032606654	1.0	0.8831018905500462	0.8956060623561145	0.9018347435912244	0.8443382892464366	0.6191051392395367	0.5642099465583283	0.6913483581169516	0.8869262740802117	0.9116379559274905	0.5847288493231796	0.8195275175063876	0.7516910632467076	0.8843019117054344	0.8955744508565805	0.8986018598504169	0.8720445527611125	0.9059819291647087	0.5777287259167487	0.8489359386882809	0.49125850850866065	0.45689741642861786	0.9217171609712268	0.5400198544533612	0.8665879216107761	0.7341515443129393
