	CosteaPI_2017__SID713B014-11-0-0__bin.32	LeChatelierE_2013__MH0013__bin.12	ZeeviD_2015__PNP_Main_172__bin.54	FengQ_2015__SID31866__bin.74	CM_madagascar__A79_02_1FE__bin.27	BritoIL_2016__W3.22.ST__bin.39	ZeeviD_2015__PNP_Main_587__bin.15	Obregon-TitoAJ_2015__SM20__bin.34	XieH_2016__YSZC12003_37100__bin.77	BritoIL_2016__W2.9.ST__bin.25	LeChatelierE_2013__MH0437__bin.97	XieH_2016__YSZC12003_36244__bin.27	FengQ_2015__SID31223__bin.56	BritoIL_2016__M1.61.ST__bin.72	BritoIL_2016__M1.16.ST__bin.34	NielsenHB_2014__V1_UC21_4__bin.3	BritoIL_2016__W1.41.ST__bin.31	ZeeviD_2015__PNP_Main_113__bin.57	BritoIL_2016__W2.69.ST__bin.15	XieH_2016__YSZC12003_35980__bin.71	FengQ_2015__SID530295__bin.42	BritoIL_2016__W1.11.ST__bin.11	BritoIL_2016__W1.9.ST__bin.39	BritoIL_2016__M1.15.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.14	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.29	NielsenHB_2014__MH0013__bin.1	NielsenHB_2014__V1_UC40_0__bin.13	BritoIL_2016__M1.29.ST__bin.3	ZeeviD_2015__PNP_Main_134__bin.48	BritoIL_2016__W2.39.ST__bin.73	ZeeviD_2015__PNP_Main_238__bin.8	Obregon-TitoAJ_2015__HCO07__bin.22
CosteaPI_2017__SID713B014-11-0-0__bin.32	1.0	0.9835528497102886	0.9849812645134051	0.9835845381722808	0.9845140794718432	0.9849850638032719	0.9897625298454504	0.9851051960331982	0.9841985535956324	0.9828597480017702	0.9838758344138168	0.9841223537648361	0.990258649092544	0.9838571233377438	0.9837022378445553	0.9823112599138286	0.9836350833416037	0.9854822692931278	0.9829111720221779	0.984439639965934	0.9646212329782503	0.9830858532732718	0.9833581673747847	0.984151353654371	0.9846920693812561	0.9825835478250745	0.9835823447870004	0.9845661475666462	0.9826872050481715	0.9852278936559079	0.9832128270767788	0.9839087248254391	0.9847216991645595
LeChatelierE_2013__MH0013__bin.12	0.9835528497102886	1.0	0.9844523059253151	0.9850276928374875	0.9846100643086003	0.9843560643838752	0.9849697867886908	0.9849690209402758	0.9837546401353449	0.9837903034656368	0.9842933852314757	0.9848897004282765	0.9853426686975867	0.9848324828118894	0.9842577238610578	0.9840115220113824	0.9852227713648131	0.9851306079228963	0.9847754705340828	0.9840858800501946	0.965664436351317	0.9850251805425034	0.9851154424989905	0.9846967266031255	0.9849561456937508	0.9838382831578181	0.9980892607756875	0.983182174688057	0.9849680888397563	0.9873428636942375	0.9846390513048027	0.9841213695087249	0.9836295176568204
ZeeviD_2015__PNP_Main_172__bin.54	0.9849812645134051	0.9844523059253151	1.0	0.9847115827736248	0.9860192905255002	0.9857317097387457	0.9869240851632516	0.9859805469451607	0.9851046394718337	0.9841285157417357	0.9861738817110207	0.9862572655654083	0.9871328314772558	0.984423736365926	0.9850753268181849	0.9847692517449609	0.9844968503309146	0.9865885088951374	0.9847148683722655	0.985915595290425	0.9670996478461714	0.9840652532386578	0.9843758689367654	0.98509891052326	0.9865381175258118	0.9841375445312218	0.9842320439698009	0.9851808062083037	0.9843938938315998	0.9852723092137952	0.9832567072583307	0.9842222590688848	0.985063606775737
FengQ_2015__SID31866__bin.74	0.9835845381722808	0.9850276928374875	0.9847115827736248	1.0	0.9848853904768309	0.9847506253079306	0.9857140826714504	0.9854076403841361	0.9841525740471908	0.9836350855591561	0.9841736576363482	0.9847909972602813	0.9854843288972905	0.9843958446791173	0.9839246579639114	0.9838197922190145	0.984370635066425	0.9860540414966678	0.9837079194722123	0.9846427773764204	0.9671370368097291	0.9839166400531019	0.9840266427423667	0.9843349539549657	0.9856254070524049	0.9840099566169375	0.9842990618481264	0.9833326237511353	0.9836583630602072	0.9858169978928449	0.9835585657838246	0.9845316284429763	0.9845294397187699
CM_madagascar__A79_02_1FE__bin.27	0.9845140794718432	0.9846100643086003	0.9860192905255002	0.9848853904768309	1.0	0.9853950803826753	0.9861732788823562	0.9845717072700779	0.9844738282449372	0.9845252903550782	0.9847531392968129	0.9851903080066813	0.986079295674084	0.9848787407763594	0.985155288818223	0.983905400814572	0.9842771077379242	0.9863948137889516	0.9850030210112102	0.9851300591057927	0.9663524369467389	0.9842226185610423	0.9845745920378897	0.9850380437025927	0.9865168539325843	0.9836130625857357	0.98388852616562	0.9841005801082925	0.9841795480658752	0.9857903441789022	0.983889349899954	0.9840240372916282	0.9852519012783709
BritoIL_2016__W3.22.ST__bin.39	0.9849850638032719	0.9843560643838752	0.9857317097387457	0.9847506253079306	0.9853950803826753	1.0	0.9859115348770521	0.9843597443816626	0.9847774853028233	0.9851739093559811	0.9844824713806316	0.9856721791528676	0.986182510876851	0.9854138350510315	0.9851902506961738	0.983538667208692	0.9846836130925011	0.9862820103072191	0.9846678559817851	0.985172681720607	0.9654692657087703	0.9843024331156138	0.9845098617158295	0.9858025872842523	0.9858989721159334	0.983630722093165	0.9840035603817145	0.9841478403254025	0.9845076294156359	0.9857778010091289	0.9839436789158468	0.9834797609714656	0.985378571294518
ZeeviD_2015__PNP_Main_587__bin.15	0.9897625298454504	0.9849697867886908	0.9869240851632516	0.9857140826714504	0.9861732788823562	0.9859115348770521	1.0	0.9864780298812604	0.9850053894204353	0.9850124178752643	0.9852457751996201	0.9864089778811116	0.9901703646915039	0.9855563552845463	0.9852456020350708	0.9846195587930793	0.9850959596411414	0.9876986043366978	0.985072652999534	0.9862228839940687	0.9660713818551101	0.9850463316582271	0.9850840837967695	0.9855330281751492	0.9864392350946323	0.9845370972177087	0.9845973759000531	0.9854196823062442	0.9843238954152232	0.9870390255305932	0.9847812590224753	0.98487121315074	0.9862889111586026
Obregon-TitoAJ_2015__SM20__bin.34	0.9851051960331982	0.9849690209402758	0.9859805469451607	0.9854076403841361	0.9845717072700779	0.9843597443816626	0.9864780298812604	1.0	0.983826745129925	0.9846672815611166	0.9832482153728499	0.9858913297659602	0.9863804839210696	0.9846860840589612	0.9844873792047315	0.9861593685120842	0.9845831190768496	0.9872395497754825	0.9845189542828501	0.9856092412380637	0.9663697722587095	0.9843694244340252	0.9847468574237296	0.9849302936522942	0.9857642033632781	0.9842145552602121	0.9843957230509085	0.9849624962326836	0.9846767387084475	0.9862261984530427	0.9843701396995403	0.9849953995328756	0.9856329077866194
XieH_2016__YSZC12003_37100__bin.77	0.9841985535956324	0.9837546401353449	0.9851046394718337	0.9841525740471908	0.9844738282449372	0.9847774853028233	0.9850053894204353	0.983826745129925	1.0	0.9840902093962232	0.9845439721745733	0.9849202706661739	0.985254776565938	0.9839535146037075	0.9843698158448692	0.9825412982488124	0.9837085915751063	0.9851822170603519	0.9837778349326266	0.9845217547692994	0.9643270211650403	0.9834305686863551	0.9833102462597894	0.9843588195574234	0.985012425393273	0.9828936973581328	0.9832874497465478	0.9835389383601938	0.9834109728245012	0.9847393029408295	0.9830598620400468	0.9831836506419966	0.9842352920390985
BritoIL_2016__W2.9.ST__bin.25	0.9828597480017702	0.9837903034656368	0.9841285157417357	0.9836350855591561	0.9845252903550782	0.9851739093559811	0.9850124178752643	0.9846672815611166	0.9840902093962232	1.0	0.9839195777631308	0.9845356023581494	0.9850425442826444	0.9864296536655786	0.9958680956414525	0.9822621975084369	0.986263880957793	0.9849857295240292	0.9858509868934026	0.9846928217783841	0.9648932032407292	0.9859875513066428	0.9859097238750331	0.9959817088491861	0.98470716576349	0.9836716830478897	0.98341396719291	0.9836118299733558	0.9861365544919106	0.9839655376312295	0.9853101695740737	0.9829310955567577	0.9838077476977832
LeChatelierE_2013__MH0437__bin.97	0.9838758344138168	0.9842933852314757	0.9861738817110207	0.9841736576363482	0.9847531392968129	0.9844824713806316	0.9852457751996201	0.9832482153728499	0.9845439721745733	0.9839195777631308	1.0	0.985119247738405	0.9858164260362505	0.9835544530785467	0.9843059084707432	0.9835144924062744	0.9830560163950425	0.9860690929079814	0.983680799455615	0.9841185369774792	0.9663577128663419	0.9824987065371776	0.9827382971893014	0.9842034047910665	0.9859991420616164	0.9834579675238909	0.9839076812774286	0.9844705538419001	0.9827895381385584	0.9852217680408162	0.9818818728077315	0.9838397737857323	0.9844666531573294
XieH_2016__YSZC12003_36244__bin.27	0.9841223537648361	0.9848897004282765	0.9862572655654083	0.9847909972602813	0.9851903080066813	0.9856721791528676	0.9864089778811116	0.9858913297659602	0.9849202706661739	0.9845356023581494	0.985119247738405	1.0	0.9866308701895745	0.9852985116674549	0.9851188195526492	0.983808798830367	0.9848233691714725	0.9867570167898236	0.9849171146316776	0.9854953748894795	0.9655753070624797	0.9846096287839149	0.9849361237458744	0.9853680518003965	0.9862660550759086	0.983760853496645	0.9845390247112389	0.984654219716274	0.9848371910158344	0.9862190396941541	0.984439077975923	0.984272419690938	0.9859429386130248
FengQ_2015__SID31223__bin.56	0.990258649092544	0.9853426686975867	0.9871328314772558	0.9854843288972905	0.986079295674084	0.986182510876851	0.9901703646915039	0.9863804839210696	0.985254776565938	0.9850425442826444	0.9858164260362505	0.9866308701895745	1.0	0.9855037381983792	0.9857178308513044	0.9852219791885931	0.9844348899784019	0.9879728191401419	0.9847459128149573	0.9860898013622668	0.9660865350347917	0.9847442177585589	0.9847101406790487	0.9857613591311751	0.9872797247652925	0.9845876096850185	0.9850263000199747	0.9856433062710624	0.9842086557422004	0.98661987404083	0.9844405005340648	0.9845703224491875	0.9859112919853708
