	BritoIL_2016__WL.37.ST__bin.67	ZeeviD_2015__PNP_Main_172__bin.30	ZeeviD_2015__PNP_Main_309__bin.11	ZeeviD_2015__PNP_Main_666__bin.1	CM_madagascar__A43_02_1FE__bin.3	QinJ_2012__T2D-024__bin.67	BritoIL_2016__W1.3.ST__bin.39	ZeeviD_2015__PNP_Main_82__bin.22	ZeeviD_2015__PNP_Main_680__bin.1	LiuW_2016__SRR3992974__bin.25	ZeeviD_2015__PNP_Main_480__bin.32	ZeeviD_2015__PNP_Main_72__bin.48	ZeeviD_2015__PNP_Main_626__bin.26	LiJ_2017__H3M517925__bin.71	ZeeviD_2015__PNP_Main_670__bin.20	ZeeviD_2015__PNP_Validation_94__bin.6	ZeeviD_2015__PNP_Main_609__bin.36	ZeeviD_2015__PNP_Main_85__bin.7	ZeeviD_2015__PNP_Main_610__bin.35	LiJ_2014__MH0329__bin.66	LeChatelierE_2013__MH0157__bin.21	BritoIL_2016__W2.39.ST__bin.67	NielsenHB_2014__MH0157__bin.34	CosteaPI_2017__SID713A062-11-0-0__bin.40	ZeeviD_2015__PNP_Main_632__bin.19	ZeeviD_2015__PNP_Main_630__bin.15	CosteaPI_2017__SID713B040-11-90-0__bin.65	ZeeviD_2015__PNP_Main_287__bin.58	ZeeviD_2015__PNP_Main_372__bin.36	LiJ_2014__MH0262__bin.24	LiJ_2014__MH0374__bin.32	ZeeviD_2015__PNP_Main_16__bin.42	CosteaPI_2017__SID713B032-11-90-0__bin.23	ZeeviD_2015__PNP_Main_751__bin.17	CosteaPI_2017__SID713B049-11-0-0__bin.41	ZeeviD_2015__PNP_Validation_73__bin.3	BritoIL_2016__M1.15.ST__bin.85	LiJ_2014__MH0389__bin.39	ZeeviD_2015__PNP_Main_225__bin.2	BritoIL_2016__W2.46.ST__bin.69	CosteaPI_2017__SID713A013-11-0-0__bin.81	BritoIL_2016__M2.57.ST__bin.84	ZeeviD_2015__PNP_Main_73__bin.31
BritoIL_2016__WL.37.ST__bin.67	1.0	0.9833218159943523	0.9860478992874776	0.9829230223322472	0.9829350044426606	0.9850054521720565	0.9846986654839548	0.9852316784274708	0.9825263715613173	0.9967720930156173	0.983045078916345	0.9835251542523058	0.9860174883391143	0.9857213539974711	0.9858542504662816	0.9973758102567044	0.9834354888392158	0.9824530475930421	0.9832964937052288	0.9977008180208553	0.9862769535718526	0.9998411168792591	0.9859840872075674	0.9820688421212795	0.9980545279443869	0.9848519836236902	0.9823745457765444	0.9847969195528865	0.9849570307475506	0.9849083450645596	0.9832229425607025	0.9851435384532008	0.98741907735578	0.9826235927557514	0.9816641245356079	0.98270504624976	0.9806718573421085	0.9833192582653515	0.9853622486825564	0.9997698822792763	0.9833725500326865	0.9996651705911148	0.9861676896689431
ZeeviD_2015__PNP_Main_172__bin.30	0.9833218159943523	1.0	0.9827239788163322	0.9830008044531767	0.9940069687930644	0.9828770550983542	0.9836577124363649	0.9828098066855558	0.995772592836017	0.9826726169002667	0.9951330131359909	0.9948775802051182	0.98275433477935	0.9829909666976051	0.9825706916362865	0.9830214772481131	0.9817615241863268	0.9960403245423373	0.9822253019048666	0.9837671066140282	0.9824677172485708	0.9831597759878195	0.9824707287933094	0.9937100388944895	0.9819359126425535	0.9827162155719522	0.9929460946779322	0.982374559222668	0.9826978310389225	0.9818862084250543	0.9824562609832549	0.9827746926316103	0.9827129850412025	0.9942669095502686	0.9916956007439903	0.9962280565312227	0.9823914948516346	0.9828526626699019	0.9827685970676212	0.9831546788391877	0.9813060852660396	0.9829468106150744	0.9823236343762249
ZeeviD_2015__PNP_Main_309__bin.11	0.9860478992874776	0.9827239788163322	1.0	0.9849244457375245	0.9839471955823424	0.9853637912607354	0.98412599438158	0.9856744811177572	0.9845202221234572	0.986071851126842	0.9839147857942211	0.9840427002686049	0.9854180617659978	0.9855452163700424	0.9855765388892366	0.9864809314658588	0.9831255641455058	0.9835322296556241	0.9844527679817706	0.9856348518083967	0.9857026017855427	0.9858555256333533	0.9852041889916299	0.9831913044886152	0.9857602389870368	0.9850838550813334	0.9829411386555463	0.9990600999201332	0.9855375633327991	0.9849610245835932	0.9835536466838565	0.9994236046241711	0.9852321946687166	0.9833023989490602	0.9818318264928201	0.9833164036768001	0.9827006786893917	0.9846354000818814	0.9861056526655018	0.9860675529953872	0.9841095737317221	0.9856934402070118	0.9853663517545106
ZeeviD_2015__PNP_Main_666__bin.1	0.9829230223322472	0.9830008044531767	0.9849244457375245	1.0	0.9824718797195862	0.9832057606693632	0.9849039695600725	0.9835683746839883	0.9825000479309323	0.9829144413833438	0.9823455494721186	0.9826522354487146	0.9830579698466493	0.983232438325621	0.9829682257883655	0.9838065371957853	0.9840389089181749	0.982373953593596	0.9850397483768698	0.9827309242672171	0.9829435510832337	0.9832350014977106	0.9828103523076985	0.9818932910215726	0.9829055257760821	0.9827292369533215	0.9821535990612305	0.9833188535189953	0.9833927704456228	0.9822145947287045	0.9835091679518831	0.98390196344568	0.9829860798886878	0.9826258208687872	0.9806029053656898	0.9823541276549855	0.9813873871997055	0.9844431686580141	0.9834064016166879	0.983023749188056	0.9847820831663758	0.9830774908942003	0.9829117494460322
CM_madagascar__A43_02_1FE__bin.3	0.9829350044426606	0.9940069687930644	0.9839471955823424	0.9824718797195862	1.0	0.9831772263328792	0.983932049750012	0.9832374512121926	0.9921264807759427	0.9829424490479088	0.9916858032738598	0.9914055933800012	0.9829468730819069	0.9830385530477557	0.9828790197777819	0.983117038580975	0.982243852035222	0.9924856119459292	0.9824382144008871	0.9833511645560398	0.9829403820208075	0.9829425970925668	0.9828660036107373	0.993174081883056	0.9828060040427905	0.9828826756459185	0.9924000725478928	0.9831232060458526	0.9830557565959858	0.9816340831346533	0.9830757920463943	0.9834057211569829	0.9832203263336254	0.9931972401263057	0.9925249439370796	0.9924968341831081	0.9810821549642217	0.983350196899954	0.9833157593570812	0.982817805050417	0.9823267958733153	0.9828444959082193	0.9829515474733465
QinJ_2012__T2D-024__bin.67	0.9850054521720565	0.9828770550983542	0.9853637912607354	0.9832057606693632	0.9831772263328792	1.0	0.9837187401674938	0.9855349253446818	0.9832778265162162	0.9852086687730557	0.982793396916279	0.9832389987891194	0.9850492625423432	0.9851451874051275	0.9852776527494461	0.9856864253180121	0.9827312392980292	0.9828832313690361	0.9833012888305376	0.9849619352010789	0.9855343355368648	0.9854747737283918	0.9852051171320181	0.9824271251187012	0.984774253117082	0.9846662718991309	0.982149644368821	0.9849212793392689	0.9851384031252041	0.9839757097863276	0.9829718132479996	0.9849767714784403	0.985211844558482	0.9830476563763627	0.9816767369168753	0.9828074674937374	0.9812707857002795	0.9828749602676071	0.9857808105924427	0.9854497988585791	0.9825883799940311	0.9851016498189462	0.9850920178461728
BritoIL_2016__W1.3.ST__bin.39	0.9846986654839548	0.9836577124363649	0.98412599438158	0.9849039695600725	0.983932049750012	0.9837187401674938	1.0	0.984916119778045	0.9843206172043212	0.9840079250998416	0.9842704865812358	0.984084937993967	0.9829946192186769	0.9834729211544821	0.9836058902590524	0.9839862289708575	0.9843800415318811	0.9844089768121549	0.984615350737633	0.9836223841576206	0.9833952300075967	0.984597614745847	0.9832178479148723	0.9838257465548708	0.9829324152820528	0.9834708587739999	0.9838424264267872	0.9842302777355703	0.9846025149523805	0.9817276131635183	0.9851034851231925	0.9843374876303297	0.9833621461654026	0.983360168904149	0.9827649451537787	0.9840677496629612	0.9856445447264844	0.984552585922449	0.9841872385011292	0.9844522822732287	0.9837663340808966	0.9844046674373523	0.9820248111488732
ZeeviD_2015__PNP_Main_82__bin.22	0.9852316784274708	0.9828098066855558	0.9856744811177572	0.9835683746839883	0.9832374512121926	0.9855349253446818	0.984916119778045	1.0	0.9829310616388136	0.9852426041172676	0.9828397796185574	0.9833214183949688	0.9847506566590962	0.9846094128025242	0.9848021644754791	0.9859778780048838	0.9832426842082734	0.9826927650653546	0.9836024882976102	0.9851282968409008	0.9848534742121826	0.9855518106443117	0.9846941822246852	0.9825711145208929	0.9854198452453768	0.9849838914814226	0.9829273138062352	0.9849003714730545	0.9995317564297908	0.9837973117830133	0.9834807262852983	0.9853158400955667	0.9854003228129542	0.9829339316202852	0.9818498386503051	0.9827489572433076	0.9813107833115492	0.9835546698671507	0.9857711095231899	0.9852443789534667	0.9833051228711477	0.9853217268514693	0.9846596373307039
ZeeviD_2015__PNP_Main_680__bin.1	0.9825263715613173	0.995772592836017	0.9845202221234572	0.9825000479309323	0.9921264807759427	0.9832778265162162	0.9843206172043212	0.9829310616388136	1.0	0.9834557462141094	0.9961767141827879	0.996351729560613	0.9828834750676194	0.9828882187202778	0.9827773278771939	0.9836447929485161	0.9824671137092392	0.9990907564718128	0.9830772067257688	0.9839402836731364	0.9829592593307186	0.983445206618102	0.9828757848598606	0.9919646187456705	0.983171935528453	0.9828061613668998	0.9914922016951306	0.9827189158069146	0.9831762343124599	0.9822859141297894	0.9836718018075132	0.9829336937509938	0.9836777422886513	0.9926788900209556	0.9925159916572854	0.9994370838559623	0.9821412370228386	0.9831931033054714	0.9833539983910169	0.9831560208296127	0.9823284082688472	0.9832130248500428	0.9827979778152663
LiuW_2016__SRR3992974__bin.25	0.9967720930156173	0.9826726169002667	0.986071851126842	0.9829144413833438	0.9829424490479088	0.9852086687730557	0.9840079250998416	0.9852426041172676	0.9834557462141094	1.0	0.9831730629684026	0.9833963929497742	0.9854556803559172	0.9857180727916668	0.9855839386678883	0.9968447851810773	0.9824201981883516	0.9826311662783122	0.9831002233093467	0.995575035539355	0.9857114649722392	0.9968427695033683	0.9854378278467582	0.9819234293129242	0.9954503411390871	0.9846215942927693	0.9818766300328278	0.984664140176667	0.984885707453306	0.9848424168021269	0.9831835390754303	0.9854655953403408	0.9875191178682193	0.982571371155748	0.981189633208499	0.9826171989841774	0.9809702320651854	0.9830442305257023	0.9850456983853296	0.996836550409091	0.9829612834860642	0.9966578396841617	0.9853782236172673
