	CosteaPI_2017__SID713B072-11-0-0__bin.18	LiuW_2016__SRR3993030__bin.73	CosteaPI_2017__SID713B064-11-90-0__bin.6	LiuW_2016__SRR3993012__bin.46	CosteaPI_2017__SID713A023-11-0-0__bin.73	NielsenHB_2014__MH0006__bin.37	SchirmerM_2016__G88960__bin.8	CosteaPI_2017__SID713A081-11-90-0__bin.19	CosteaPI_2017__SID713A040-11-0-0__bin.53	ChengpingW_2017__AS119raw__bin.13	BritoIL_2016__M1.4.ST__bin.14	FengQ_2015__SID530743__bin.84	QinN_2014__LD-17__bin.18	LiuW_2016__SRR3993058__bin.36	CosteaPI_2017__SID713B058-11-0-0__bin.63	CosteaPI_2017__SID713A057-11-90-0__bin.38	LeChatelierE_2013__MH0006__bin.11	RampelliS_2015__H10__bin.1	CosteaPI_2017__SID713A038-11-90-0__bin.47	CosteaPI_2017__SID713B065-11-0-0__bin.30	LeChatelierE_2013__MH0175__bin.3	WenC_2017__RA042__bin.45	RampelliS_2015__H14__bin.88	CosteaPI_2017__SID713A058-11-0-0__bin.5	CosteaPI_2017__SID713A014-11-0-0__bin.4	CosteaPI_2017__SID713B072-11-90-0__bin.33	CosteaPI_2017__SID713B002-11-90-0__bin.87	CM_madagascar__A89_02_1FE__bin.65	CosteaPI_2017__SID713A028-11-90-0__bin.22	CosteaPI_2017__SID713B016-11-90-0__bin.43	BritoIL_2016__M2.39.ST__bin.73	CosteaPI_2017__SID713A073-11-0-0__bin.29	SchirmerM_2016__G88808__bin.1	ZeeviD_2015__PNP_Main_60__bin.58	RampelliS_2015__H17__bin.31	NielsenHB_2014__MH0175__bin.17	LiJ_2014__V1.CD6-0-PT__bin.10	CosteaPI_2017__SID713A058-11-90-0__bin.72	LeChatelierE_2013__MH0189__bin.83	CM_madagascar__A43_02_1FE__bin.25	LiJ_2014__O2.CD2-0__bin.23	LiuW_2016__SRR3993041__bin.71	CosteaPI_2017__SID713B058-11-90-0__bin.39	CosteaPI_2017__SID713B056-11-90-0__bin.21	CosteaPI_2017__SID713A013-11-0-0__bin.83	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50	ZeeviD_2015__PNP_Main_763__bin.39	CosteaPI_2017__SID713B002-11-0-0__bin.27	YuJ_2015__SZAXPI015220-136__bin.55
CosteaPI_2017__SID713B072-11-0-0__bin.18	1.0	0.9810189706961913	0.9800979319423309	0.9748446532038464	0.9837383122713615	0.9771038464119145	0.9774966255688159	0.9842529167567864	0.9840246073669061	0.9758313189396668	0.97593713879552	0.9774766700596622	0.9744978200142228	0.9808868456894172	0.9837738407147081	0.9820694387396844	0.9768106657849691	0.9749325368121737	0.9841273559946132	0.9842919616745227	0.9767131479282761	0.9738089974269974	0.9757739971629807	0.9847952545229686	0.9840264813099123	0.9990888226040763	0.9957281708336813	0.9793166302348266	0.9838530648351077	0.9840518405112898	0.9805986193830176	0.9854785850008734	0.9771423703787836	0.9764438701640186	0.9750057275690078	0.9764110435407721	0.9765662949679562	0.9840913957651883	0.9825907728847482	0.9803089174717197	0.9797748552147361	0.9767592870820203	0.9848561857238138	0.9855174473641115	0.9853426687141408	0.9774072620267604	0.9827056513110652	0.9958181050991594	0.974264044708329
LiuW_2016__SRR3993030__bin.73	0.9810189706961913	1.0	0.9832366064057039	0.9754006883761528	0.9810815620836106	0.9764885322739616	0.977066191927449	0.9810077146771131	0.9808871106158473	0.9757219005367785	0.9758550071409489	0.9770620758502193	0.9740138339134616	0.9830564849878821	0.9814617059605698	0.9820919313480774	0.9763135287280039	0.9747610638172481	0.9810334302569443	0.9808537320185943	0.9758930066982683	0.9741367722648773	0.9758249583694276	0.9813701745671758	0.9813100340417975	0.980999185829332	0.9814718782853851	0.9792149373196297	0.9804985854801591	0.9810227430010499	0.9809563148973749	0.9811733689273087	0.976544215120176	0.9761534078417825	0.975159645279324	0.9760201835381173	0.9762474458401649	0.9811687793921409	0.9802612565357957	0.9804744495273056	0.979606098385356	0.9778116682857264	0.9820119196579183	0.9814240206319895	0.9812191237279165	0.9768162566261226	0.9809870461865394	0.981428243783245	0.9741592585949833
CosteaPI_2017__SID713B064-11-90-0__bin.6	0.9800979319423309	0.9832366064057039	1.0	0.9750253211240054	0.9805811933858293	0.9765600649642693	0.9763519218827519	0.980555915549964	0.9802353074095824	0.9751611070261341	0.976112519478483	0.9765213016768433	0.9741724179453737	0.9822935620068788	0.980410756977655	0.9814651409548916	0.9762342507748282	0.9748620484212723	0.9808679166026248	0.980771272491252	0.9762620493932315	0.9733757147417502	0.9752418650100919	0.9814461637685614	0.9808179346253496	0.9799127252318752	0.9808214061106717	0.9797852855486038	0.9804683909932383	0.9801927551449052	0.9804288356784359	0.9815096235228067	0.9763336918847855	0.9755999268545232	0.9748120817928042	0.9754882741526445	0.9757731224169873	0.9805123596696605	0.9804377951484655	0.9800707996971612	0.9785541627395172	0.9767876385238438	0.9820706899753494	0.981488779647898	0.9803280465474591	0.9763308309180897	0.9800404283491433	0.981191498208941	0.9743893562786939
LiuW_2016__SRR3993012__bin.46	0.9748446532038464	0.9754006883761528	0.9750253211240054	1.0	0.9748836337884162	0.9722043941218619	0.9726143412520754	0.974748658559493	0.9748111087714525	0.9716983774931706	0.9715022257515	0.9722849956605284	0.9700824334606324	0.9753348726092328	0.9750173816715679	0.9753828036756849	0.9718643069221244	0.9697923383003483	0.9748679790925664	0.9745213403283678	0.971802068821215	0.9701492847776454	0.9701094068354201	0.9751845021546227	0.9751869068192109	0.9744385847369418	0.975010829832304	0.9745870107426755	0.9746695110417453	0.9748287228425633	0.975279808449539	0.9749712507610093	0.9725733019368688	0.9721281925727222	0.9697850787808704	0.9714818554385514	0.9719095144763776	0.9748853505931739	0.9741419078559399	0.9752066150294776	0.9740484734419738	0.9751614898989399	0.9754178963709609	0.975441456603558	0.9746962505284172	0.9724009806507135	0.9748837096981032	0.9749775158852585	0.9703007360618242
CosteaPI_2017__SID713A023-11-0-0__bin.73	0.9837383122713615	0.9810815620836106	0.9805811933858293	0.9748836337884162	1.0	0.9771369559391477	0.9777125407563956	0.9868871179348518	0.984679028598088	0.9757086560919763	0.9758503052227613	0.9775192625368464	0.9741800059986205	0.9811133906183411	0.9846970806042227	0.9819728226844775	0.9768168684681094	0.9753013542599225	0.9966582883837645	0.9854668185810854	0.9770810735155184	0.9736869161448284	0.9761940961005316	0.9963230764781871	0.9851892095619191	0.9837357286860882	0.9849047272381978	0.979784614723654	0.9853539039086678	0.9852719353004721	0.980539953546342	0.9863764597470308	0.9773352368069004	0.9759630832601012	0.9753526251166774	0.9764873703355966	0.9766067507807505	0.9962671614623753	0.9835691141625221	0.9802160136088812	0.9794189756011107	0.9770968760341266	0.9855897169928634	0.9876886451666833	0.9846875523661142	0.9772460297619274	0.98326412598459	0.9848150578217777	0.9743237964252978
NielsenHB_2014__MH0006__bin.37	0.9771038464119145	0.9764885322739616	0.9765600649642693	0.9722043941218619	0.9771369559391477	1.0	0.9887548633622205	0.9767636068330638	0.9768856229917567	0.9850211391412685	0.9732813659893961	0.9880066092325768	0.9829164828922362	0.976218941226049	0.9770944700811746	0.9773995692985932	0.9996795540700916	0.9716000794485681	0.9770826145357066	0.9763949787105042	0.9903151834791611	0.9856313111742737	0.9722047297493679	0.9773080314213493	0.9770899446979725	0.9766082835359572	0.9773636050219185	0.976051645482332	0.9768172695885845	0.9768854315528352	0.977305884001199	0.9768216783179843	0.9884782822166214	0.9834441079867875	0.9720069699491712	0.9897479824116339	0.9883632599963917	0.9771375220808479	0.9770112611356457	0.976870874192714	0.9763779872625269	0.9740266825072585	0.9774150754574981	0.977159476247485	0.9771799532963827	0.9871947776674024	0.9767948929190416	0.9771813907048033	0.9858276139474832
SchirmerM_2016__G88960__bin.8	0.9774966255688159	0.977066191927449	0.9763519218827519	0.9726143412520754	0.9777125407563956	0.9887548633622205	1.0	0.9772210222261986	0.9770426020813111	0.9852039031362662	0.9738553741838923	0.9892370173036084	0.9825273827558038	0.9761753936901207	0.9775211303198678	0.9777634967924542	0.9887440935803553	0.9710188507472698	0.9778302729936976	0.9763882606543122	0.9886324643606197	0.9852257187354528	0.971911819537052	0.977819844227111	0.9776100956393002	0.9768766875088817	0.977667068861614	0.9760213976162394	0.9769355403198009	0.9774999325330603	0.9776848294870556	0.9771820816346579	0.9898994242062682	0.9837168740326608	0.9716573635327547	0.9879854753819126	0.9889998671436128	0.9777780745364524	0.9774073919026763	0.9771116782399486	0.9763329389449171	0.9740003666328351	0.9777535548727279	0.9774047102017674	0.977372319866611	0.9882672125000935	0.977420264760278	0.977549087057179	0.9852373403344992
CosteaPI_2017__SID713A081-11-90-0__bin.19	0.9842529167567864	0.9810077146771131	0.980555915549964	0.974748658559493	0.9868871179348518	0.9767636068330638	0.9772210222261986	1.0	0.984154633949603	0.9753397108423616	0.9756977887480974	0.9776328427996666	0.9741847093661231	0.9805726513477562	0.9845109955397616	0.9818739765829876	0.9765659482652533	0.975062290420559	0.987642470581438	0.9853324073368345	0.976602016194275	0.9732543482497231	0.9758139308743717	0.9876984094896945	0.9847127089577729	0.9839574059366555	0.9848963856694078	0.9794209156988439	0.9843093967005178	0.9844424835766736	0.9801355275017773	0.9852756318599364	0.9770609895501872	0.9755434720170216	0.9749697492645888	0.9762042464188696	0.9765059448855742	0.987489674936083	0.9834565778159932	0.9800479253679321	0.9792215648269774	0.9767539614349292	0.9851610658484926	0.995952111624311	0.9840840118975326	0.9769021006031944	0.9833669448606028	0.9850570695992287	0.9741475671593668
CosteaPI_2017__SID713A040-11-0-0__bin.53	0.9840246073669061	0.9808871106158473	0.9802353074095824	0.9748111087714525	0.984679028598088	0.9768856229917567	0.9770426020813111	0.984154633949603	1.0	0.9755005830063792	0.975668541214524	0.9774537403995955	0.9741434902484288	0.9801813198397639	0.9841583798313112	0.9816721995560054	0.9764863542315994	0.9750105212543735	0.9847297553783912	0.9842778034421581	0.9762622469789528	0.9736476900056596	0.9756081544887578	0.9851474594144263	0.98452620579121	0.9835011772926543	0.9839166852447531	0.9797005230726639	0.9963366022559442	0.99686471463226	0.980360028687727	0.9960272900848457	0.9767163520972606	0.9757324142790472	0.9751279971376685	0.975994684137513	0.9765084243412435	0.9843899534012885	0.9837762374200361	0.9799272783037523	0.9795542129871284	0.9765349591896941	0.9852453969434053	0.9847858705327757	0.9968680493712437	0.9769141793343235	0.9834011207716048	0.9840964464272012	0.973907240459128
ChengpingW_2017__AS119raw__bin.13	0.9758313189396668	0.9757219005367785	0.9751611070261341	0.9716983774931706	0.9757086560919763	0.9850211391412685	0.9852039031362662	0.9753397108423616	0.9755005830063792	1.0	0.9729366401734919	0.985172667267192	0.9846472099715052	0.975409312516836	0.9757291970828599	0.9768268340996638	0.9852596289785425	0.9705619050319995	0.9759408160787099	0.9753528113034705	0.9850040130106028	0.9831683421182397	0.970996133273262	0.9764488807190942	0.976027591116208	0.9756897772432279	0.9765122480477699	0.9755100764416174	0.9752603874205441	0.9755777704420833	0.976395960648607	0.9761189966728104	0.9850521682433159	0.9851420671944107	0.9711053832915446	0.9841191080166	0.9851039694142134	0.9757292730522322	0.9756422034285862	0.9764066586328907	0.9747506308208844	0.9732110289374207	0.9766237173926587	0.9761962645063041	0.9755492073239965	0.9843647777688234	0.9758504724694839	0.9765165530346115	0.9833219655556336
BritoIL_2016__M1.4.ST__bin.14	0.97593713879552	0.9758550071409489	0.976112519478483	0.9715022257515	0.9758503052227613	0.9732813659893961	0.9738553741838923	0.9756977887480974	0.975668541214524	0.9729366401734919	1.0	0.9733840734877407	0.9719242129122656	0.9754026087384429	0.9755134438652249	0.9765265100326692	0.9733287932734737	0.9710569172730833	0.9758717471904272	0.9753202477558967	0.9722131837900254	0.9720640737530145	0.9718311648709087	0.9761658775712098	0.97584542461852	0.9755346412908595	0.9761667995798646	0.9772798295974156	0.9753113909381563	0.9755147084181122	0.9780399272654144	0.9761609292719311	0.9738896150566224	0.9732155535604888	0.9711057258288447	0.9725502497653141	0.9728867907651951	0.9758491744414557	0.97512617024383	0.9790273224132828	0.9765460858694798	0.9736211462846552	0.9764899592344433	0.9764315426841605	0.975707007768557	0.9735038746018397	0.9754725856391859	0.9759588881701008	0.9721124475814106
FengQ_2015__SID530743__bin.84	0.9774766700596622	0.9770620758502193	0.9765213016768433	0.9722849956605284	0.9775192625368464	0.9880066092325768	0.9892370173036084	0.9776328427996666	0.9774537403995955	0.985172667267192	0.9733840734877407	1.0	0.9827171628363768	0.9765148677576575	0.9776859892779886	0.9777195608671311	0.9880968212638455	0.9717471640880496	0.9774578712912213	0.977398695361809	0.9886285649474521	0.9852824934417249	0.972261867739492	0.9775395815065745	0.9780576252543892	0.9771603934829453	0.9780182883691559	0.976645085635078	0.9773557354781957	0.9776945544561036	0.977765023214444	0.9776996654893174	0.988280796751112	0.9835070585386	0.9720537036324485	0.9878412177929895	0.9880611166134363	0.9774331053726796	0.9771495455513174	0.9776054275962656	0.9760750718216175	0.9739576192538234	0.9779944472901141	0.9778532842940061	0.9774589087205263	0.9870836771324538	0.9774906796805515	0.9779713977876539	0.9849048920528992
QinN_2014__LD-17__bin.18	0.9744978200142228	0.9740138339134616	0.9741724179453737	0.9700824334606324	0.9741800059986205	0.9829164828922362	0.9825273827558038	0.9741847093661231	0.9741434902484288	0.9846472099715052	0.9719242129122656	0.9827171628363768	1.0	0.9738368292018523	0.9741646244973048	0.9749710497481484	0.9830126703245717	0.969297608661777	0.974268209542101	0.9738890847707062	0.982885749065074	0.98309006968537	0.9701510898271196	0.9749303776239737	0.9743607066693939	0.9740951315615695	0.9748497231162178	0.9740171367306558	0.9741680813679201	0.9742019092329153	0.9750166688537149	0.9746967812423109	0.9829556623012851	0.9856598864145578	0.9696549308607441	0.9821195748555904	0.9828011692506775	0.9744620738000074	0.9736974858926079	0.9751382793034684	0.9737444690757904	0.972135115953771	0.9750575477954462	0.974786963399255	0.9741947622715993	0.982143283188957	0.9741113340033751	0.9749383360382067	0.9830811849857789
LiuW_2016__SRR3993058__bin.36	0.9808868456894172	0.9830564849878821	0.9822935620068788	0.9753348726092328	0.9811133906183411	0.976218941226049	0.9761753936901207	0.9805726513477562	0.9801813198397639	0.975409312516836	0.9754026087384429	0.9765148677576575	0.9738368292018523	1.0	0.9805470653603434	0.9814151175029049	0.9763062204437376	0.9744285807505313	0.9809749983613607	0.9805059500271535	0.9761199270416405	0.973649576314648	0.9750473278823736	0.9812964494351495	0.9808041366118171	0.9805408203720147	0.9810703903925622	0.9789522113753785	0.9804849469666507	0.9806012366410731	0.9804358652090398	0.9809809168744235	0.9764645426997361	0.9754264521766771	0.9748132288723881	0.9756378464914245	0.9758827409177516	0.9809368802862066	0.9800426230031493	0.9800168280198313	0.9790931938712154	0.9769800483735702	0.9815623544735068	0.9813217277712125	0.9806881033504798	0.9765224667863892	0.9803021064368883	0.9811297384200043	0.9741689319836949
CosteaPI_2017__SID713B058-11-0-0__bin.63	0.9837738407147081	0.9814617059605698	0.980410756977655	0.9750173816715679	0.9846970806042227	0.9770944700811746	0.9775211303198678	0.9845109955397616	0.9841583798313112	0.9757291970828599	0.9755134438652249	0.9776859892779886	0.9741646244973048	0.9805470653603434	1.0	0.9817374425056511	0.976750232095477	0.9755478280875589	0.9848059771957639	0.9907259536534595	0.9772583760982373	0.9736790336852069	0.9759452413879108	0.9851611243567264	0.9979915343923915	0.9835157137376731	0.9842865643242046	0.979852345468829	0.9840178404739992	0.9847432098839404	0.9802711471468525	0.9852738957248983	0.97738680436441	0.9754371782721005	0.9754599247878718	0.9762589651591328	0.976744635997247	0.9843545272276105	0.9836887156424119	0.9801324612114554	0.9797549295123998	0.9773616746328119	0.9993130227001195	0.9847573287910475	0.9847256340254466	0.9772267136718117	0.9834757483744814	0.9844882637949631	0.9744374307959232
CosteaPI_2017__SID713A057-11-90-0__bin.38	0.9820694387396844	0.9820919313480774	0.9814651409548916	0.9753828036756849	0.9819728226844775	0.9773995692985932	0.9777634967924542	0.9818739765829876	0.9816721995560054	0.9768268340996638	0.9765265100326692	0.9777195608671311	0.9749710497481484	0.9814151175029049	0.9817374425056511	1.0	0.9771271371678885	0.9753786703231182	0.9819801711531987	0.9818360606483774	0.9771199347356841	0.9750188778502156	0.976073531249428	0.9825703765910796	0.9821622054972232	0.9818083978024134	0.9826306867568918	0.9802138185773388	0.9813593351266152	0.9815576485380275	0.9810129310184672	0.9827808946727057	0.977797903903192	0.9771499563909057	0.975673374977974	0.976822103848152	0.9772591504892723	0.9819147225303382	0.9815665586735813	0.9806331817434486	0.9801605480022443	0.9770887236535387	0.9833989208877566	0.9828235642176167	0.9815729438957954	0.977704458728727	0.9815937597484506	0.9829235012580795	0.9750744499305246
LeChatelierE_2013__MH0006__bin.11	0.9768106657849691	0.9763135287280039	0.9762342507748282	0.9718643069221244	0.9768168684681094	0.9996795540700916	0.9887440935803553	0.9765659482652533	0.9764863542315994	0.9852596289785425	0.9733287932734737	0.9880968212638455	0.9830126703245717	0.9763062204437376	0.976750232095477	0.9771271371678885	1.0	0.9709464507973645	0.9766609927045529	0.9764057665889321	0.990425531291959	0.9854514670752635	0.9716035859937598	0.9771142035980098	0.9769555369361584	0.976365921879755	0.9772852489680484	0.975952935566014	0.9765287958538704	0.9764475507093857	0.9771553400819724	0.9765761435720856	0.9884748132697887	0.9833121897342941	0.9714322323376134	0.9899301480393223	0.9881936773582269	0.9768683017823518	0.9764775471935265	0.976703020470296	0.9756522336973054	0.9736416425142419	0.9771977423162931	0.9770857571602012	0.9767056590017433	0.9873152016495038	0.9763725552663985	0.977081419713324	0.9856961681550562
RampelliS_2015__H10__bin.1	0.9749325368121737	0.9747610638172481	0.9748620484212723	0.9697923383003483	0.9753013542599225	0.9716000794485681	0.9710188507472698	0.975062290420559	0.9750105212543735	0.9705619050319995	0.9710569172730833	0.9717471640880496	0.969297608661777	0.9744285807505313	0.9755478280875589	0.9753786703231182	0.9709464507973645	1.0	0.9749197781920651	0.9752554155242205	0.9717078977860456	0.9695739075810733	0.9790896828455488	0.9758514868392164	0.975437030929835	0.9745044093743109	0.9752532571939463	0.9759398741656325	0.9748674493281086	0.9749217556914057	0.9752338138596198	0.9764731029310804	0.9718114703940659	0.9704187830441938	0.9805819615392473	0.9704506103753278	0.9709030226887259	0.9750873757939492	0.9752286221057256	0.9754495394629273	0.9748991574082938	0.9713517489693857	0.9772456015697767	0.9755146555511284	0.9749221843267306	0.9717229214127058	0.9744778170224493	0.9756225584958329	0.969543473765633
CosteaPI_2017__SID713A038-11-90-0__bin.47	0.9841273559946132	0.9810334302569443	0.9808679166026248	0.9748679790925664	0.9966582883837645	0.9770826145357066	0.9778302729936976	0.987642470581438	0.9847297553783912	0.9759408160787099	0.9758717471904272	0.9774578712912213	0.974268209542101	0.9809749983613607	0.9848059771957639	0.9819801711531987	0.9766609927045529	0.9749197781920651	1.0	0.9856321458274914	0.9770999779606188	0.9739364889155183	0.9758447066877423	0.9954446903490782	0.9852219053272765	0.983637454464393	0.9846711649524174	0.9797326074477344	0.9854368656410123	0.9850009988679497	0.9806591866583423	0.9861632928509663	0.9769784812954796	0.9761522023466386	0.9751474419599702	0.9767397317692321	0.9766696056226065	0.9953067759990856	0.98347615968361	0.9801462060708199	0.9797217305196556	0.977142252668572	0.9853280907693021	0.9879456543346975	0.9848126781254423	0.9771278856288036	0.9833993043818886	0.984775994870886	0.9742303144179879
CosteaPI_2017__SID713B065-11-0-0__bin.30	0.9842919616745227	0.9808537320185943	0.980771272491252	0.9745213403283678	0.9854668185810854	0.9763949787105042	0.9763882606543122	0.9853324073368345	0.9842778034421581	0.9753528113034705	0.9753202477558967	0.977398695361809	0.9738890847707062	0.9805059500271535	0.9907259536534595	0.9818360606483774	0.9764057665889321	0.9752554155242205	0.9856321458274914	1.0	0.9765747310031953	0.9733098252423713	0.9761957570747878	0.9857020488751269	0.990563065758537	0.9833363579041262	0.984599612145437	0.9793474772306868	0.9840807813741245	0.9846304378261856	0.9805775587654356	0.9845713032958725	0.9766950719749087	0.9758446333417495	0.9755541021809176	0.9760115443736863	0.9760195834703579	0.9854381182988927	0.9831827515400411	0.9802647163008825	0.9801899396276831	0.977053129691414	0.9911973665094557	0.9851833419673003	0.984093739356686	0.9771779422823943	0.9834117959241246	0.9846288411128193	0.9732392392504611
LeChatelierE_2013__MH0175__bin.3	0.9767131479282761	0.9758930066982683	0.9762620493932315	0.971802068821215	0.9770810735155184	0.9903151834791611	0.9886324643606197	0.976602016194275	0.9762622469789528	0.9850040130106028	0.9722131837900254	0.9886285649474521	0.982885749065074	0.9761199270416405	0.9772583760982373	0.9771199347356841	0.990425531291959	0.9717078977860456	0.9770999779606188	0.9765747310031953	1.0	0.9857434247253184	0.9716006030448862	0.9772094862031022	0.9771458030572951	0.9764492963082111	0.9770945249690077	0.9757548361383571	0.9762394768232179	0.9764336479956793	0.9770683766240117	0.9764222587347778	0.9881638943897408	0.9834472984240582	0.9720639460696385	0.9994658500769585	0.9882560302043332	0.9770531099403231	0.9763011651092153	0.9769335550289683	0.9753927961268234	0.9729201784828954	0.9773729636608682	0.9766533808587508	0.9763187406328279	0.9872403754752852	0.9767335059126423	0.9768351939437924	0.9853536004592087
WenC_2017__RA042__bin.45	0.9738089974269974	0.9741367722648773	0.9733757147417502	0.9701492847776454	0.9736869161448284	0.9856313111742737	0.9852257187354528	0.9732543482497231	0.9736476900056596	0.9831683421182397	0.9720640737530145	0.9852824934417249	0.98309006968537	0.973649576314648	0.9736790336852069	0.9750188778502156	0.9854514670752635	0.9695739075810733	0.9739364889155183	0.9733098252423713	0.9857434247253184	1.0	0.9695691905124798	0.9744292276797641	0.9741056499055835	0.9735284544946686	0.9743548525824686	0.9746769607605112	0.9735977074645609	0.9737686158916702	0.9754272977327187	0.9741521388662262	0.9852943906659463	0.9838135754229587	0.9697887480600895	0.9846852756276776	0.9847295916196404	0.973848292319453	0.9728836518393126	0.9752480005665694	0.9733651172917388	0.9717499941193981	0.9745863278671503	0.974176631927367	0.9736859794470896	0.9843599303223765	0.9734330188149952	0.9742934585494508	0.9913939459423589
RampelliS_2015__H14__bin.88	0.9757739971629807	0.9758249583694276	0.9752418650100919	0.9701094068354201	0.9761940961005316	0.9722047297493679	0.971911819537052	0.9758139308743717	0.9756081544887578	0.970996133273262	0.9718311648709087	0.972261867739492	0.9701510898271196	0.9750473278823736	0.9759452413879108	0.976073531249428	0.9716035859937598	0.9790896828455488	0.9758447066877423	0.9761957570747878	0.9716006030448862	0.9695691905124798	1.0	0.9767548273776385	0.9759198319281079	0.975167257639702	0.9762726765878973	0.977077455824245	0.97584749598506	0.97574802698711	0.9761952855986912	0.9769970573458695	0.9722867934636769	0.9713395902856962	0.979388660327471	0.9708551706506455	0.9716099653887049	0.9759941804073715	0.9758367023405085	0.9764642145482028	0.9757459452717783	0.9720512953411593	0.977651043626784	0.9765308202886075	0.9756898229445121	0.9721726314763774	0.9755024358092972	0.976402417927027	0.9698933673536032
CosteaPI_2017__SID713A058-11-0-0__bin.5	0.9847952545229686	0.9813701745671758	0.9814461637685614	0.9751845021546227	0.9963230764781871	0.9773080314213493	0.977819844227111	0.9876984094896945	0.9851474594144263	0.9764488807190942	0.9761658775712098	0.9775395815065745	0.9749303776239737	0.9812964494351495	0.9851611243567264	0.9825703765910796	0.9771142035980098	0.9758514868392164	0.9954446903490782	0.9857020488751269	0.9772094862031022	0.9744292276797641	0.9767548273776385	1.0	0.9852737630836169	0.9843058300076355	0.985136931580583	0.9798924023549278	0.9855275283301709	0.9855980688509774	0.9812425458960897	0.9865621483600612	0.977737437914429	0.976973963296548	0.975827066372292	0.9770755775892999	0.9770551608574944	0.9996525913159461	0.9836334348297527	0.980886365065063	0.9807211492951846	0.9774701127663074	0.98561258052727	0.9883292848572073	0.9848645760974365	0.9778229814623808	0.9844420048002447	0.9852729298587792	0.9746744997359764
CosteaPI_2017__SID713A014-11-0-0__bin.4	0.9840264813099123	0.9813100340417975	0.9808179346253496	0.9751869068192109	0.9851892095619191	0.9770899446979725	0.9776100956393002	0.9847127089577729	0.98452620579121	0.976027591116208	0.97584542461852	0.9780576252543892	0.9743607066693939	0.9808041366118171	0.9979915343923915	0.9821622054972232	0.9769555369361584	0.975437030929835	0.9852219053272765	0.990563065758537	0.9771458030572951	0.9741056499055835	0.9759198319281079	0.9852737630836169	1.0	0.9837882315618928	0.9846459244688672	0.9798825069459005	0.9843015188009189	0.9848458517532771	0.9808732454692212	0.9848427757173004	0.9774884865888602	0.9759843698490517	0.9757374511257544	0.9766154227149769	0.9768785747803859	0.9848576178345473	0.9836017690296109	0.980321945533741	0.980321333419067	0.9770973559509286	0.9980337674248887	0.9848000087213422	0.9847801148144345	0.977415175324943	0.9836794303741345	0.9847111914591137	0.9745012039335106
CosteaPI_2017__SID713B072-11-90-0__bin.33	0.9990888226040763	0.980999185829332	0.9799127252318752	0.9744385847369418	0.9837357286860882	0.9766082835359572	0.9768766875088817	0.9839574059366555	0.9835011772926543	0.9756897772432279	0.9755346412908595	0.9771603934829453	0.9740951315615695	0.9805408203720147	0.9835157137376731	0.9818083978024134	0.976365921879755	0.9745044093743109	0.983637454464393	0.9833363579041262	0.9764492963082111	0.9735284544946686	0.975167257639702	0.9843058300076355	0.9837882315618928	1.0	0.994962431180153	0.9787684271801891	0.9832432290007401	0.9835453142797643	0.9802838821773162	0.984479247680169	0.9767395000314841	0.9759259769988141	0.9747767148124838	0.9760450826988597	0.9762691069108611	0.9838479064837758	0.982190435577216	0.9799470809255281	0.979272266762304	0.9763391760701781	0.9842275180346466	0.9847175704737808	0.985066965306236	0.9770356097766152	0.9822406681886938	0.9949397342164472	0.9736746465598491
