	CosteaPI_2017__SID713B072-11-0-0__bin.18	LiuW_2016__SRR3993030__bin.73	CosteaPI_2017__SID713B064-11-90-0__bin.6	LiuW_2016__SRR3993012__bin.46	CosteaPI_2017__SID713A023-11-0-0__bin.73	NielsenHB_2014__MH0006__bin.37	SchirmerM_2016__G88960__bin.8	CosteaPI_2017__SID713A081-11-90-0__bin.19	CosteaPI_2017__SID713A040-11-0-0__bin.53	ChengpingW_2017__AS119raw__bin.13	BritoIL_2016__M1.4.ST__bin.14	FengQ_2015__SID530743__bin.84	QinN_2014__LD-17__bin.18	LiuW_2016__SRR3993058__bin.36	CosteaPI_2017__SID713B058-11-0-0__bin.63	CosteaPI_2017__SID713A057-11-90-0__bin.38	LeChatelierE_2013__MH0006__bin.11	RampelliS_2015__H10__bin.1	CosteaPI_2017__SID713A038-11-90-0__bin.47	CosteaPI_2017__SID713B065-11-0-0__bin.30	LeChatelierE_2013__MH0175__bin.3	WenC_2017__RA042__bin.45	RampelliS_2015__H14__bin.88	CosteaPI_2017__SID713A058-11-0-0__bin.5	CosteaPI_2017__SID713A014-11-0-0__bin.4	CosteaPI_2017__SID713B072-11-90-0__bin.33	CosteaPI_2017__SID713B002-11-90-0__bin.87	CM_madagascar__A89_02_1FE__bin.65	CosteaPI_2017__SID713A028-11-90-0__bin.22	CosteaPI_2017__SID713B016-11-90-0__bin.43	BritoIL_2016__M2.39.ST__bin.73	CosteaPI_2017__SID713A073-11-0-0__bin.29	SchirmerM_2016__G88808__bin.1	ZeeviD_2015__PNP_Main_60__bin.58	RampelliS_2015__H17__bin.31	NielsenHB_2014__MH0175__bin.17	LiJ_2014__V1.CD6-0-PT__bin.10	CosteaPI_2017__SID713A058-11-90-0__bin.72	LeChatelierE_2013__MH0189__bin.83	CM_madagascar__A43_02_1FE__bin.25	LiJ_2014__O2.CD2-0__bin.23	LiuW_2016__SRR3993041__bin.71	CosteaPI_2017__SID713B058-11-90-0__bin.39	CosteaPI_2017__SID713B056-11-90-0__bin.21	CosteaPI_2017__SID713A013-11-0-0__bin.83	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50	ZeeviD_2015__PNP_Main_763__bin.39	CosteaPI_2017__SID713B002-11-0-0__bin.27	YuJ_2015__SZAXPI015220-136__bin.55
CosteaPI_2017__SID713B072-11-0-0__bin.18	1.0	0.7938317855539379	0.8499088418829287	0.8308592493224489	0.901745546157999	0.8311638973866795	0.5289188447367321	0.888391563647997	0.8742381526257718	0.877469676066041	0.854559632677322	0.7652384925373948	0.7417795009661124	0.8551045818996151	0.8673406732431386	0.8918135830138709	0.8248502662035143	0.704122019184103	0.8857369811121836	0.6432200355180381	0.5735963195023839	0.8278811145465815	0.8347524189165363	0.8360320862030418	0.8452282406574291	0.8028141774047839	0.8800951752544339	0.655883652068644	0.8458604399219839	0.9050061529456886	0.9046633329879686	0.6748103674862718	0.7256127952186977	0.5972479882503275	0.8029686826879556	0.7307903581432464	0.8616915965485338	0.898837211415941	0.825996513633728	0.8441965089076839	0.9025566080091905	0.8662075133192643	0.5684820128584749	0.8072919222820248	0.9022948578824052	0.8092768607434795	0.8631861170641087	0.8365141426865378	0.7858131431282411
LiuW_2016__SRR3993030__bin.73	0.8828218051149858	1.0	0.9148181599862216	0.9162485576755917	0.9338325844431921	0.8896240779029028	0.5706995687783563	0.924159004591989	0.9195839960411378	0.9279618086242712	0.9052630387339404	0.8230596441067048	0.8214578251001239	0.9427869224941154	0.9033074611128316	0.9331032352539259	0.8927416009619	0.7756935892470319	0.9219648925907986	0.7292024299780306	0.6524703671569694	0.8789923175757791	0.9085814966859893	0.9273877089298377	0.9070678141113705	0.7935480897439111	0.923580053350842	0.7292509454451658	0.9074312758193251	0.9399111681796753	0.9466903961207033	0.7661607042505209	0.7952036800599005	0.6157324339643848	0.8834213754296651	0.7815554705636446	0.9150065617169301	0.9402633096119652	0.8817471875179406	0.9079520084999099	0.9368227544009593	0.9225535469253726	0.6507767730583908	0.8831133022133565	0.9400017303849945	0.8799319004559645	0.9085329812188541	0.8996194770194362	0.8629967680612977
CosteaPI_2017__SID713B064-11-90-0__bin.6	0.7721461460185306	0.7473385255466208	1.0	0.7780158725702578	0.8316291463696177	0.7709416168302486	0.49073813826092677	0.8121552088868954	0.8252722576153361	0.8173488533853149	0.7894864781937941	0.6911180256950814	0.6973877206720922	0.8123593215927793	0.7912564458164988	0.8273038065698529	0.7656812558810386	0.6604010451363213	0.8051565871430794	0.5919037275009504	0.5428559066683093	0.777467608667722	0.7795698374265417	0.7719849696423635	0.7780743320345644	0.6850798566190811	0.7839777470911462	0.6107801894416923	0.7892608973230519	0.840804970309528	0.8378331157342163	0.6143548040303342	0.6745119047579728	0.5532933981429707	0.7535953396247167	0.6738305382333154	0.7960210572972108	0.8310098723833197	0.7701905613396662	0.7858378810062558	0.8301805406608694	0.8113423911374131	0.5222487803605265	0.7312420258153031	0.8363845100254679	0.7379830295808192	0.798402372199189	0.7481711600636647	0.7344140297429864
LiuW_2016__SRR3993012__bin.46	0.8479768387214547	0.8408630492566752	0.8740128703452227	1.0	0.9035340020807454	0.8593467320275988	0.549245544281141	0.8856610373747583	0.8880285902133729	0.900867768779024	0.8751719731610559	0.782686773612824	0.7871610440533277	0.9035584901684038	0.8699775303244152	0.9028924883904202	0.8666564261936458	0.7461349634979081	0.8845345853424696	0.6672235851450807	0.6151993849779681	0.865236488141087	0.8829525064670813	0.8624849175641922	0.8613603206900594	0.7506222200455033	0.8801957414473498	0.6896676595473118	0.8526841170263446	0.904932049267064	0.9097947898254222	0.700545935942131	0.7715973802198585	0.6099114421702678	0.8444828338505515	0.7632517657395328	0.8945494711315128	0.9057865351136914	0.8500976555253289	0.8644558375890662	0.9009749969204375	0.9140620246157225	0.5940101395524172	0.8236223224502335	0.8999720984213346	0.8317716611976604	0.8687427370558195	0.8402493629386892	0.8299639950905096
CosteaPI_2017__SID713A023-11-0-0__bin.73	0.8287030618091552	0.7716838196357367	0.8412352810486559	0.8135849510468016	1.0	0.8149463861831874	0.5148413134591645	0.8823619813809128	0.8701418064156169	0.865171816455157	0.8353532130704455	0.7208142551446379	0.7281312590518731	0.8268284575023428	0.8651648004704051	0.8709366172596567	0.8090479475738891	0.6817084925154476	0.8901106353976477	0.620705173286471	0.5597553091794137	0.8163158395878611	0.8130133153367757	0.8402847821620258	0.820910641411349	0.7257735540807139	0.8316704892647081	0.6400144997018206	0.8404401361101042	0.8980052887161248	0.8863002874883277	0.6458524672044476	0.7197829053861047	0.5895812626433892	0.7791989415885859	0.719269068026654	0.8528380493557823	0.9435690982622074	0.8114287050663762	0.8253006432989829	0.8862124206316726	0.8582276620233098	0.5428330880522791	0.7737224643479395	0.8971884276342935	0.7718371690167432	0.8570078829600105	0.7857973082005167	0.7649494765574233
NielsenHB_2014__MH0006__bin.37	0.850554277036584	0.8186105239348425	0.8683797580808972	0.8616427939520968	0.9074641202437792	1.0	0.571231983857179	0.8846293497856776	0.8932937649692747	0.9329785722204489	0.8843164784602415	0.7983843786062979	0.7917597654171903	0.8773101696945618	0.8831114960308869	0.9095835351557996	0.9551589542582867	0.7370318369825067	0.8870850734708181	0.6590197343309501	0.6256221154268257	0.875308686066921	0.858647636947239	0.8552466028721663	0.8603392254332766	0.7493580743495365	0.8743090603220379	0.6782276527656561	0.8546695952315584	0.9165243678771551	0.9108844995137659	0.6879389406124837	0.7864305362413625	0.6279126609092391	0.8303058103292924	0.7961087140430491	0.9293506041281159	0.9087591322340798	0.8602346869761451	0.8640508986959107	0.9117468487793553	0.8967167484001152	0.5802658178590374	0.8119617292520924	0.906505789049578	0.8514355994741083	0.8799779464777979	0.8308578924302996	0.8365524481716187
SchirmerM_2016__G88960__bin.8	0.8576886640346777	0.8321538115991839	0.8759176541538128	0.8726711937506668	0.9084459258307301	0.9051859065771625	1.0	0.9014719605920856	0.8853457713187868	0.9313191169769187	0.8853098108894075	0.8180543757063129	0.8033206214198003	0.892096310283091	0.8847680463877747	0.9139708626199589	0.8948334295225693	0.7595561893499357	0.8965312334014617	0.6731609630085086	0.6352356793485149	0.8808625079510868	0.8805217681448368	0.8672523697038689	0.8766527796527638	0.7780787580564626	0.8817792041426415	0.681497297956917	0.8705023671984291	0.9181829489792249	0.912354411843597	0.7036848828839557	0.8143386611755288	0.6377140013995092	0.8448619915357403	0.8172314124372387	0.93034641683797	0.9064392159683171	0.8671279819891304	0.8669405161441693	0.9194103197000075	0.8989482458679403	0.5753267830330441	0.8374164141085143	0.9060613367022164	0.856161819574146	0.8845015855012265	0.8443379124911793	0.8565833229676905
CosteaPI_2017__SID713A081-11-90-0__bin.19	0.866731123499623	0.8107409296396683	0.8721513141887555	0.8466247768188071	0.9367243633350807	0.8433851470743668	0.5423648800585077	1.0	0.8897085893813633	0.8896482941047535	0.86194935338636	0.765307729357912	0.7563386296231404	0.8724520812156096	0.882778888708397	0.9051470176182799	0.8443793097822347	0.72244736399691	0.9094187606270426	0.6556785027476913	0.5908497306929205	0.8396305247320585	0.854214178753505	0.8664761099473729	0.8640192547645682	0.7597531156697492	0.8732327277086589	0.6734695108066869	0.8697451779739226	0.9160409553892982	0.9202314771136864	0.6794327136634063	0.7454602976884209	0.6023388183118883	0.822756359555631	0.7429445659413972	0.8771239011185838	0.9349594851208992	0.8417582386401926	0.8606381084591437	0.9140348960686769	0.879389939484823	0.5744334549406305	0.8297236561069539	0.913306741934088	0.8091253709046207	0.8811597831923724	0.8298325422829494	0.8079868542109866
CosteaPI_2017__SID713A040-11-0-0__bin.53	0.8102956383911076	0.7664089769427057	0.8419452109168433	0.8064624714559464	0.877584296145841	0.8090822739278943	0.506041382433542	0.8452429609866765	1.0	0.8499232254671082	0.8263204057172682	0.7230068525945816	0.7334722474468298	0.8271068518869822	0.8570639140826092	0.8571983579650925	0.8102292588300821	0.6846199231007949	0.8426278758439386	0.6167025127527941	0.5668127129326591	0.8040000256083585	0.8059890537745205	0.8096345383975435	0.8088824613406447	0.7132884805179357	0.8223740228810684	0.6295872235855677	0.8487796100857846	0.9407436060814459	0.8672971489473112	0.6623211079254163	0.7105355819718504	0.5748513788584805	0.7769090778598555	0.7052558797296701	0.8415011080669362	0.8900417517330288	0.8087227460516797	0.8181873932072481	0.8618755898767464	0.8365159019482906	0.5510281924441189	0.7612034041595387	0.9369222324693096	0.7695123056586722	0.8397125663921967	0.7821560957496527	0.7631776064338979
ChengpingW_2017__AS119raw__bin.13	0.8149089364621483	0.7749300446201883	0.8355207894424097	0.8197501053382167	0.8743078738966497	0.8467072353849977	0.5333776969284457	0.8468672684449918	0.8516142406465066	1.0	0.8439907248349701	0.7506863865210298	0.7599669535107337	0.8300938455471645	0.8427624542183905	0.8692573790771291	0.8428093837444225	0.6932669297421105	0.8438816727708812	0.6240465540898238	0.5825784094469474	0.8448148613316911	0.8156908701476896	0.8081247501593578	0.8091821837962814	0.7104644064866734	0.8324514633909182	0.6424510312341317	0.8209381988785531	0.8770581466956212	0.8730684617379185	0.6488797010555429	0.7390927678561783	0.6154516983761709	0.7847126562516882	0.7513106505040028	0.8875014855389535	0.8670337973616827	0.8153627010879547	0.8228656856707613	0.8757998276774814	0.8602718941431952	0.5504039990708629	0.7700436343305351	0.8731386872157219	0.8041603868883631	0.8417519501074991	0.7884116482459836	0.7943656208472434
