	RaymondF_2016__P7C0__bin.13	CosteaPI_2017__SID713A073-11-90-0__bin.30	CosteaPI_2017__SID713A058-11-90-0__bin.32	XieH_2016__YSZC12003_37322__bin.16	LiuW_2016__SRR3992983__bin.32	BritoIL_2016__M2.37.ST__bin.52	RaymondF_2016__P7C7__bin.83	YuJ_2015__SZAXPI003412-1__bin.62	BritoIL_2016__M1.48.ST__bin.71	QinJ_2012__T2D-099__bin.10	RaymondF_2016__P7C90__bin.37	BritoIL_2016__M1.59.ST__bin.76	XieH_2016__YSZC12003_36666__bin.31	ZellerG_2014__CCIS07539127ST-4-0__bin.34	CosteaPI_2017__SID713B016-11-90-0__bin.11	LiJ_2014__MH0245__bin.25	BritoIL_2016__W2.59.ST__bin.17	NielsenHB_2014__V1_UC9_0__bin.13	ZellerG_2014__CCIS41222843ST-4-0__bin.49	LiSS_2016__FAT_008-22-42-0__bin.15	BritoIL_2016__M2.50.ST__bin.12	XieH_2016__YSZC12003_36474__bin.114	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	CM_madagascar__A73_01_1FE__bin.1	BritoIL_2016__M1.1.ST__bin.41	CosteaPI_2017__SID713A073-11-0-0__bin.1	YuJ_2015__SZAXPI015249-37__bin.28	LeChatelierE_2013__MH0200__bin.5	LiJ_2014__V1.FI14__bin.38	BritoIL_2016__W1.18.ST__bin.80	CosteaPI_2017__SID713A045-11-90-0__bin.3	BritoIL_2016__M2.40.ST__bin.87	KarlssonFH_2013__S144__bin.41	BritoIL_2016__M1.22.ST__bin.28
RaymondF_2016__P7C0__bin.13	1.0	0.9768567828025498	0.9768220574652317	0.9766339992736969	0.9714368397836823	0.976942514936262	0.9991765014362939	0.9770803575304804	0.9759498929663154	0.9771887195597462	0.9990926123875524	0.9766689186004494	0.9748647065811028	0.9771296696632621	0.9770793973901648	0.9769080248733074	0.9735541424416027	0.9778043538947685	0.976421066108594	0.9760673324096735	0.9714457037057816	0.9760265341375698	0.9752728862634149	0.9756331997084549	0.976409610146754	0.976252502656013	0.9784229445363813	0.9767008068481118	0.9771690582020633	0.9749556085376058	0.9736916873266351	0.9773878884711027	0.976183913385364	0.9739321485721059
CosteaPI_2017__SID713A073-11-90-0__bin.30	0.9768567828025498	1.0	0.9779998383614469	0.9768369815526805	0.9721746085333712	0.9792411058696666	0.9772755952527515	0.9747069335299765	0.9776565508490621	0.9749518381362108	0.9771538819772471	0.9789922703152648	0.9780127937510467	0.9789850542978685	0.9776518523276835	0.9775786647947013	0.974186828298061	0.9782620373852204	0.977394835128891	0.9764371475611086	0.972447329962106	0.978135800667361	0.976746872467574	0.9775736354344239	0.979834363466077	0.9987409617796453	0.9763139148506325	0.9777566863790125	0.9776262806232414	0.9764516459832294	0.9731202835090751	0.9778314902524633	0.9785751112750871	0.9748542768706236
CosteaPI_2017__SID713A058-11-90-0__bin.32	0.9768220574652317	0.9779998383614469	1.0	0.9792355555263382	0.973460640394409	0.9775180441498368	0.9773270373055012	0.9758412931667891	0.9774415120479745	0.9760083736395528	0.9773088936508944	0.9779254922036646	0.9757886324772336	0.9800430986111565	0.9793143042426026	0.9856179365271316	0.9740409293006491	0.980267405516575	0.9792617368304266	0.9785820508534866	0.9722717729997579	0.9793824085139071	0.9761079970966434	0.9759912329955845	0.9774323508301799	0.977389904072098	0.9768750584383374	0.9802692863903198	0.9795854686069594	0.9761554997055539	0.9754038908975717	0.9798587556656293	0.9777633906496128	0.975205752146656
XieH_2016__YSZC12003_37322__bin.16	0.9766339992736969	0.9768369815526805	0.9792355555263382	1.0	0.9722788650972836	0.976872414299676	0.9765576284744311	0.9748930993588084	0.9766631029005016	0.9761376254138969	0.9767670141206012	0.976835054700943	0.9755898373950838	0.9794697842209855	0.9791792604515858	0.9787783590048683	0.9734791077620644	0.9795640466273613	0.9791751435638191	0.978369464206119	0.9705358938078296	0.9811990574864222	0.9754452326067802	0.9749397308761178	0.9764885960886305	0.9765604923554649	0.9760144357810323	0.9784779056684998	0.9787131361929196	0.9757565704945027	0.9745094252389229	0.9790412851556096	0.9767558358480435	0.9740033872735294
LiuW_2016__SRR3992983__bin.32	0.9714368397836823	0.9721746085333712	0.973460640394409	0.9722788650972836	1.0	0.9724304396609434	0.971648156540417	0.9704479976392567	0.9716015282578853	0.970739304716766	0.9715470821235896	0.971564742661665	0.9714334888558803	0.9731020299358554	0.9734337331900432	0.9729785123966942	0.974016849487616	0.9727014137732648	0.972539958078027	0.9724407252440725	0.9716951414383816	0.9731537459816176	0.97064340584114	0.9710231677280712	0.9716504391327951	0.9724069943062252	0.9701886071161805	0.9726829532947869	0.9724837296094342	0.9727909238332441	0.9751865116954415	0.97442644583956	0.9715786671822464	0.9752151889224485
BritoIL_2016__M2.37.ST__bin.52	0.976942514936262	0.9792411058696666	0.9775180441498368	0.976872414299676	0.9724304396609434	1.0	0.9770496447862221	0.9757447884972186	0.9783411137734446	0.9758272235391982	0.9768884681966361	0.9793938682403615	0.978711415410986	0.978047265981313	0.977303521298826	0.9773573752473579	0.9761770442634263	0.9777484824057043	0.9775001212277951	0.9763536351470469	0.9731936240502547	0.9771485050500477	0.978333065264151	0.9795456475796016	0.979982305708089	0.9792674657554528	0.9766052450051013	0.9772259753662845	0.9771736600229977	0.9768204291387579	0.9741117669375259	0.9777303821744202	0.9792801527927256	0.975389724674617
RaymondF_2016__P7C7__bin.83	0.9991765014362939	0.9772755952527515	0.9773270373055012	0.9765576284744311	0.971648156540417	0.9770496447862221	1.0	0.9773014653182578	0.9760127921525065	0.9778284381993098	0.9996335097810971	0.9767073518721082	0.9750866237521066	0.9777121060762308	0.9771845248684979	0.9770283131423118	0.9742046935978175	0.9776441543098617	0.9770024628427676	0.9767731534540895	0.9716877680328522	0.976038746716794	0.9756385425493281	0.9759179409835873	0.9768554250595866	0.9757922320593849	0.978700457539088	0.9769931921722033	0.9773292561142779	0.975373064455128	0.9736687033156216	0.9776041298434271	0.9769731713621789	0.9743381493012899
YuJ_2015__SZAXPI003412-1__bin.62	0.9770803575304804	0.9747069335299765	0.9758412931667891	0.9748930993588084	0.9704479976392567	0.9757447884972186	0.9773014653182578	1.0	0.9749699128868485	0.9775373878987248	0.9770068623766373	0.9760358567963606	0.974089956213333	0.9757425779089065	0.9757379362298738	0.9753353729577278	0.9731502586595713	0.9760788120995442	0.9752730814324618	0.9744898004073678	0.9711121676338689	0.975212119360157	0.9741465154034744	0.9745662050424545	0.9758453861583303	0.9746157145647847	0.9780080304614721	0.9755420781691729	0.975329609747489	0.9741646097045562	0.9724475337405434	0.9764062680570548	0.9751312830415279	0.9730875323325324
BritoIL_2016__M1.48.ST__bin.71	0.9759498929663154	0.9776565508490621	0.9774415120479745	0.9766631029005016	0.9716015282578853	0.9783411137734446	0.9760127921525065	0.9749699128868485	1.0	0.9749330968630742	0.9757892745506068	0.9784992724618682	0.9771429517849853	0.9765456189423276	0.9761129881875794	0.9766951465575454	0.974140801680092	0.9772046434820085	0.9764660280192702	0.9757604486365754	0.9720294709449148	0.9770947603926097	0.9763987917847311	0.9766014924453468	0.9789443069403562	0.9776557088734108	0.9752449135367042	0.9763545732321504	0.9761662008660293	0.9754530056330288	0.9733837006485434	0.9766851349297017	0.9781258814562608	0.9746225538391089
QinJ_2012__T2D-099__bin.10	0.9771887195597462	0.9749518381362108	0.9760083736395528	0.9761376254138969	0.970739304716766	0.9758272235391982	0.9778284381993098	0.9775373878987248	0.9749330968630742	1.0	0.9772865272581913	0.975427703210448	0.9741419431652677	0.9761972019971611	0.9753638362999665	0.9761537371196449	0.973066033648026	0.9761021088910996	0.9762900384382865	0.9758295260510407	0.9717974106846461	0.9760027258135071	0.9747372160962645	0.9742701293676974	0.9750348721553858	0.9751347098514836	0.9790412336320236	0.9759852605277438	0.9754420370756055	0.9746849158452325	0.973241758310011	0.9767340872708199	0.9757554067356868	0.9737574762482658
RaymondF_2016__P7C90__bin.37	0.9990926123875524	0.9771538819772471	0.9773088936508944	0.9767670141206012	0.9715470821235896	0.9768884681966361	0.9996335097810971	0.9770068623766373	0.9757892745506068	0.9772865272581913	1.0	0.9765379627237529	0.9749348612370036	0.9773927693130826	0.9768306654412234	0.9771117262293059	0.9740312981523629	0.9778002515161565	0.9766583351148602	0.9760592058164508	0.9716872242761142	0.9760385214597896	0.9754684710652333	0.9755596848643358	0.976728533275783	0.9759849232136498	0.9784369619607705	0.9768986194668383	0.9769258080998854	0.9751420288455663	0.9736396538813545	0.9774227879279722	0.9767099015889938	0.9743182615285502
