	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
FengQ_2015__SID530052__bin.15	1.0	0.8924870515805132	0.8899451196358321	0.7420034580054048	0.8177846608503515	0.8754399864919277	0.7057937253170157	0.827302962072725	0.8443362745989409	0.5044088422863787	0.9282719828979247	0.8279661411914456	0.8064693581449933	0.6096701906334354	0.8145612130371235	0.4315783281009927	0.8841575829718828	0.6961119214086903	0.9102324412249866	0.8743023439714497	0.3881011302314174	0.8770077786020826	0.5360596005491857	0.8119742032491193	0.8667835125113936	0.887429164753405	0.7032670739971899	0.7355764271912607	0.6884173627627981	0.8058810540880638	0.8669195100726059	0.8452233148717917	0.771521805069653	0.6831677040937558
LiJ_2014__V1.FI23__bin.28	0.36982761541035725	1.0	0.7081090630369309	0.6116184598317533	0.6159260958336618	0.6482830717756762	0.6072943607200331	0.6283044548225356	0.6636662649034676	0.5094047097791189	0.6476220145970797	0.620244496176601	0.5718727135669005	0.30908317258056395	0.6039954067923625	0.39363612158259875	0.6947679287223328	0.3497885281884849	0.6896251064957416	0.6333788918237548	0.4372582970115973	0.669982083704149	0.4786684003587692	0.44540183759965324	0.6666172773372313	0.6930054261776744	0.5518985289894784	0.5662850707771253	0.3407350841850618	0.5756709429594403	0.7284685477036019	0.6863119056461184	0.6325918285354449	0.544941598700934
VincentC_2016__MM058.2__bin.3	0.44482251237981546	0.854134516571405	1.0	0.7394378702631238	0.7536310751984762	0.8090840941473174	0.7185681383438409	0.7601991463302397	0.7984248696906755	0.6229032027700541	0.7919320302591828	0.7543612427665866	0.7002933272536954	0.39408999620786406	0.7473532380373004	0.47283849205121714	0.8573893377968262	0.4401581469630261	0.854949081123068	0.7843737266461899	0.5174337054056459	0.8227881020875079	0.5730348964342084	0.5566825035124039	0.8107831085356665	0.8212196929859232	0.6686471316291253	0.691228862088073	0.4238279034758191	0.6998602676186341	0.8541650675156774	0.8162845698255198	0.7538586797333056	0.6565016037336309
GeversD_2014__SKBSTL021__bin.40	0.4069301852781435	0.809463272456668	0.8113199087897547	1.0	0.7222390757629975	0.7383437513355966	0.7774215255843733	0.7021286580680088	0.7435583392763015	0.6656860419999547	0.7543763570708472	0.7229727634676318	0.6432551431466194	0.30862147999601103	0.7073591684146395	0.4603594944049504	0.7979714854850509	0.3582713127688477	0.7960012972570722	0.736229423432921	0.552516284850166	0.7667422003256551	0.49415773405727204	0.46817949076793763	0.7642042526232163	0.7872950933011086	0.7228131203976914	0.6414756047790683	0.36068942341616056	0.6647868450758284	0.7904724513046736	0.7897421156854972	0.70595841570385	0.6316221495750812
ZellerG_2014__CCIS44743950ST-4-0__bin.36	0.48984301848246625	0.8903262004724731	0.9031361522458031	0.7888328120752479	1.0	0.8526198824949728	0.7439963791097699	0.8103627388794461	0.8599028510391754	0.6491031523528922	0.8544966861898184	0.820039192750165	0.7599965768125732	0.4160907199585556	0.8086465687122499	0.5386669156257523	0.8936514517884324	0.466126919707949	0.890123463570055	0.8420272225776602	0.551371608962161	0.8795358377518995	0.601562492849291	0.5822896730489892	0.8774132784891112	0.8697646512879514	0.7103928519453132	0.7537172245821468	0.4622451716124403	0.7515626301429044	0.900211340635523	0.8788727095992949	0.810617647354947	0.7094620012466261
LiJ_2014__V1.CD4-0-PT__bin.9	0.4777998182736329	0.8538603926173559	0.8834657778559875	0.7347916756146817	0.7768856404061363	1.0	0.7137567860703695	0.7772459239793321	0.8118127142571799	0.6240357514727216	0.8085734980574294	0.7716039833018572	0.733983956539126	0.4188805272149621	0.7585637195275782	0.47187598905972244	0.8437499348445505	0.47096819121383454	0.8564741165025306	0.7908057633695855	0.5168601453393942	0.8326495312352097	0.557604297715994	0.6174810090108422	0.8217797257925092	0.8243396573386302	0.6536849211733735	0.7109937780194495	0.44967684982054623	0.7184759170864068	0.8705898100630037	0.8243846927852797	0.7719050536026064	0.6643049466851201
HeQ_2017__SZAXPI029574-89__bin.31	0.4109457291095307	0.8533132970955017	0.8370494237579779	0.825371108581373	0.7232018655410073	0.7614428760364549	1.0	0.7334473050059009	0.7608134071969419	0.715679379268099	0.7698746445058047	0.7229127102437045	0.6745890769584599	0.27830574569369915	0.7254728467605932	0.4964832043033426	0.8200822357665529	0.3301165918644155	0.8303410208605528	0.7382259299345575	0.6324591501414414	0.786200352591521	0.555236001880844	0.4695775263164685	0.7907885798782611	0.8075199950888085	0.7897560730397384	0.6724012834936366	0.31797295908630485	0.6781728232278006	0.8489635117154605	0.8050688478762879	0.7532842481094805	0.6558460305872922
HeQ_2017__SZAXPI029550-158__bin.18	0.4241564957291072	0.7773816210982027	0.7797679623888796	0.6563934909133357	0.6936222952905405	0.730130339987042	0.6458382787632078	1.0	0.7390955719502268	0.5402552116017239	0.7211486559007106	0.6800908157197686	0.6187482911336375	0.39116489649655956	0.7539651575369135	0.4723898119052264	0.7736058588360828	0.45759151885217453	0.7759530284049824	0.8054869397562422	0.4572542503276715	0.8466203813602146	0.49286839633321344	0.5029284779200756	0.832404571809992	0.7508333783808134	0.586228711148507	0.6219717321186966	0.3823348069735066	0.6454336348772476	0.7749380890937309	0.7482198411038278	0.6706849018865885	0.6935016463874663
LiJ_2014__V1.FI24__bin.86	0.44437023353516375	0.842911231868032	0.8406980400545899	0.7135601426028969	0.7555460479809047	0.7828269343513586	0.6877031138289907	0.758697353257421	1.0	0.5925217921385046	0.787749516869556	0.7514707029537908	0.6963359290620554	0.3890512950630221	0.7488196176292952	0.49119950653543	0.8315629943391507	0.434289434341306	0.8285094008378282	0.792392233562507	0.5048980540478811	0.8287683571473952	0.5494638719758608	0.5458163678080313	0.8218296147904264	0.805691891852768	0.6574651394141958	0.7015621016636736	0.4142967205033081	0.7001346251124891	0.822230916649041	0.7954800060798438	0.7345364078899644	0.6700490488985108
LiJ_2014__V1.CD12-3__bin.28	0.31701490444569186	0.772613927366337	0.783238488897895	0.7628733854397506	0.6810715604506627	0.7185994171520932	0.7725183706572717	0.6622689772503004	0.7075739015900349	1.0	0.7070529014426182	0.6731317102778204	0.6030430250084873	0.19053671658504331	0.6686122140681564	0.4720770331130407	0.7535011449998631	0.24472025173190534	0.7507948253401027	0.6836751206343429	0.6587977237335495	0.7288503951678077	0.5811552566033767	0.4004215059257164	0.7348181277319495	0.7428885880799968	0.7101270424046101	0.6482965696101815	0.22125651790391798	0.5953365444869301	0.7815141464745097	0.7722475466175086	0.699472709436057	0.6115744624454931
