	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
XieH_2016__YSZC12003_37270__bin.2	1.0	0.9788087094265804	0.9786707785001227	0.979627581591839	0.979047059883176	0.9781420670643872	0.9800885366396912	0.9785405145991218	0.9792122749768264	0.9786101429895127	0.9792533383402849	0.9785518198548518	0.9793343911416154	0.979289428018709	0.9797722982336092	0.9785659171264844	0.978160885521487	0.9789606975375058	0.978552416052416	0.9771727814911026	0.977869984962301	0.9827155618643073	0.9782208468183285	0.9770367749588962	0.9787115443142629	0.9788864000616225	0.9780349675295664	0.9779521036698484	0.978833183767957	0.9784816795300687	0.9783921269624453	0.9753818250685634	0.978009111460077	0.9794654813241351	0.9830053957184315	0.9743185374187613	0.9780200495302472	0.9789408873255188	0.978196398953209	0.9793157584379912	0.9791790706615349	0.9792407046505407	0.9790399516956828	0.9780342718451862	0.9797039488333693	0.9796291344069571	0.9792710955607554	0.9783081971502813
XieH_2016__YSZC12003_36033__bin.55	0.9788087094265804	1.0	0.9769929195839812	0.9777942429429788	0.977231504330195	0.9755890567376981	0.9773972329602241	0.9771370857416117	0.976991509710159	0.9771365776926804	0.9772495930112981	0.9770391300873835	0.9773563243260787	0.9774195337924724	0.9773534210402849	0.9768792190083768	0.9775735191247656	0.9785148031426162	0.976728948551043	0.9769321000067028	0.9760326389236911	0.98184906666722	0.9762579501032519	0.9759412493196501	0.9782563350644012	0.9773468515789465	0.9774809388943174	0.9775717208386531	0.9770806943207527	0.977105398801588	0.9773362928616891	0.9741478122574746	0.9765236179055472	0.9778275195158354	0.9777076305791287	0.9720155860473817	0.9760267664105204	0.9769620358525151	0.9771214179255076	0.9771405404469432	0.9769805072156443	0.9768345964797976	0.9769604284557258	0.9777662263419533	0.9777631829504781	0.9777984647868063	0.9776592683712311	0.9765818265876989
LeChatelierE_2013__MH0305__bin.5	0.9786707785001227	0.9769929195839812	1.0	0.9790883689183713	0.9782322991293936	0.9771351262515767	0.9783728683563763	0.9780355558806466	0.978311185661111	0.9786096598784518	0.9799430568548085	0.9769142773940306	0.9788867646542955	0.9788714614917016	0.9785103040844275	0.9781057656666485	0.9767014589024204	0.9773166916048017	0.9779199196921685	0.9762756557049094	0.977133982072875	0.9824859601996345	0.978517721421079	0.9765448494222251	0.9773512988018028	0.9780074951092762	0.9770761380344222	0.9769868395381915	0.977990362393035	0.9781461319608703	0.978086751622645	0.9755262876508161	0.9772237892282916	0.9785960044031742	0.9786863517187334	0.9747560633670824	0.9862806713483099	0.9787186399083353	0.9776918180482789	0.9788725016206589	0.9783700167631858	0.9787559003383148	0.978080115107268	0.9772405091433333	0.9791315583840933	0.9792226651107294	0.978185126916531	0.9772392662123299
Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	0.979627581591839	0.9777942429429788	0.9790883689183713	1.0	0.9785862099991003	0.9775072797114192	0.9783721782235492	0.9780668640028353	0.9780860864747253	0.977811896981247	0.9793989961751368	0.9780006915426089	0.9794988359773649	0.979391640247387	0.9792853070541487	0.9776240562506742	0.9774166153998898	0.9781892835627095	0.9780121535100914	0.9767004428132604	0.9774874757338016	0.9823118058412176	0.9779301627869976	0.9766547786433716	0.9783888886653171	0.9780430047892632	0.9776817352585658	0.9772042884942237	0.9782823661285351	0.9779934274703362	0.9780359785651234	0.9750492392069805	0.9776950113077397	0.978877552817975	0.9789521200668275	0.9740902526917781	0.9779246579621416	0.9778798228994157	0.9783920382643093	0.9792528271752073	0.9777796297646704	0.9785126995328698	0.9784849733918217	0.9775697745638892	0.9798412516320053	0.9796311648084634	0.9785965842141459	0.9774722604183009
CosteaPI_2017__SID713A052-11-90-0__bin.22	0.979047059883176	0.977231504330195	0.9782322991293936	0.9785862099991003	1.0	0.9771534292288268	0.9785657098228324	0.9773043462130627	0.9776593394454877	0.9785579101045697	0.9784979348475186	0.9772170691464415	0.9788173578736515	0.9788360082468084	0.9783834235579616	0.9781321688527428	0.9769252166710741	0.9780296759240098	0.9780318345098229	0.9759082958934996	0.9770545846544254	0.9822262141789855	0.9770727021120291	0.97663071445243	0.9767645939305858	0.9773466915279958	0.9764882989843121	0.9762618995532847	0.9779405953511477	0.9777130694688366	0.9778933879276455	0.9748958940863974	0.9770641235317239	0.9779030171137979	0.9784586850253847	0.9740541666043903	0.9778417190684007	0.9779971454505487	0.9774910767214361	0.9787807300067778	0.9780985992315369	0.9784072700732377	0.9779606397332906	0.9763431002499624	0.9787283810969649	0.9791900115491731	0.9777420093939742	0.976980836335376
BackhedF_2015__SID532_M__bin.11	0.9781420670643872	0.9755890567376981	0.9771351262515767	0.9775072797114192	0.9771534292288268	1.0	0.9769418841577384	0.9776136293146951	0.9769460829110244	0.9764508910892453	0.9781024364819456	0.975627333207924	0.9765860419790814	0.9766593617508881	0.9778095052521567	0.9764690273489095	0.9756660595208694	0.9765822797351809	0.9757209997014284	0.9747989693732517	0.9753602880258568	0.9809618295602796	0.9770636012844384	0.975666414414108	0.9759419329950025	0.975097382393769	0.9756137417475393	0.9758686014035897	0.9764928693561687	0.9772699390684424	0.9761091736096865	0.9734592198007219	0.97540756940428	0.9766785465901372	0.9769332990189652	0.9729704923440782	0.9763346081903128	0.9769813880618711	0.9750892130530894	0.9767271652798146	0.9764218162974478	0.9763828331908048	0.9769178564503455	0.9759726348263255	0.9770942797333022	0.9777073661410371	0.9765935102864329	0.976211378450399
NielsenHB_2014__V1_UC35_4__bin.75	0.9800885366396912	0.9773972329602241	0.9783728683563763	0.9783721782235492	0.9785657098228324	0.9769418841577384	1.0	0.9775588739262815	0.9786813614984275	0.9775738673331337	0.978906585669703	0.9766534925340234	0.9786401763232387	0.9784707872521254	0.9790642286202101	0.9778073840429542	0.9767152429940348	0.9775726364634585	0.977076600933367	0.9766366301599315	0.9769171491401797	0.9825278714835838	0.9774891282535985	0.9756428711750061	0.9776486913823137	0.9775113769001651	0.9767460361033644	0.9766093967551505	0.9778142969410669	0.9776712231881076	0.9782890426896322	0.974355660663646	0.976846734850264	0.9783539261265212	0.9786750490695237	0.9733987354933434	0.9768649128952607	0.9776993550369826	0.9774388384547459	0.9785736919944316	0.9774415611360046	0.9775251138962546	0.9791759900338591	0.9768932288040021	0.9786465908503373	0.9789428010707727	0.9778221706183619	0.9774880603756937
NielsenHB_2014__O2_UC49_2__bin.47	0.9785405145991218	0.9771370857416117	0.9780355558806466	0.9780668640028353	0.9773043462130627	0.9776136293146951	0.9775588739262815	1.0	0.9776624742244976	0.9776973499293846	0.9777383457819228	0.9771491590345917	0.9781986353536067	0.9780731381328068	0.9771343521937987	0.9772112297514228	0.9772711400312588	0.9784826408524888	0.9767615824743415	0.9760406053708579	0.9769115818927617	0.981518074551222	0.9769645335579397	0.9762849610916883	0.9770586973212687	0.9773648524155213	0.976852008066583	0.9776008188624683	0.9772291648817027	0.9779238170709775	0.9765487974853784	0.9748653625994756	0.9765675116258361	0.9772248745985184	0.9773629713991748	0.9743672725216371	0.9762232950094222	0.9769350875590155	0.9763886247384911	0.9779952709894886	0.9777885717249932	0.977292635034062	0.9770019395954558	0.9777916556542544	0.9780561656060405	0.9778507105898537	0.9779685210097101	0.9763095445452047
XieH_2016__YSZC12003_37264__bin.57	0.9792122749768264	0.976991509710159	0.978311185661111	0.9780860864747253	0.9776593394454877	0.9769460829110244	0.9786813614984275	0.9776624742244976	1.0	0.9774150613344013	0.9783462246530077	0.9768700197028545	0.9784398126879587	0.9784181400998785	0.9786443487277066	0.9775945425927811	0.9767149779931534	0.9775135446779047	0.9771747713945462	0.9761553443155153	0.9767525962490237	0.981666525821489	0.97786324800085	0.9764053964790239	0.9766080460463393	0.9773971150744274	0.976567911769687	0.9763911023352451	0.9779620595442859	0.9779869265096248	0.9778044353900486	0.9746678404532029	0.9766853507577437	0.9778437944873147	0.9787597632833407	0.9739207310059624	0.9768972243256085	0.9773952386843641	0.9775127903845683	0.9781875241979593	0.9780934343852253	0.978247872759335	0.9779905075881967	0.9764587631962383	0.9787226752302808	0.9788283319315053	0.978111704275539	0.9775450693394303
CosteaPI_2017__SID713B026-11-0-0__bin.2	0.9786101429895127	0.9771365776926804	0.9786096598784518	0.977811896981247	0.9785579101045697	0.9764508910892453	0.9775738673331337	0.9776973499293846	0.9774150613344013	1.0	0.9787628506868213	0.975511023844037	0.97850034239152	0.9786176917486953	0.9776606699309065	0.9776524581316807	0.9767618450924667	0.9770286754727465	0.9771332867077608	0.9754411159608543	0.9765252601301789	0.9822165320387344	0.9768232547542244	0.9756778541390335	0.9774909106867369	0.9772512985666777	0.976427456189734	0.9762160820433782	0.9767921709585143	0.9775967154850922	0.9782366402648535	0.9745881175683748	0.9761932576769026	0.9779479167027538	0.9782318658260318	0.9736844017057796	0.9771619400427204	0.9778020168966858	0.9771551788776961	0.9788367613554333	0.9775306190630768	0.9777273354566594	0.9774498510560412	0.9767434027089033	0.9789191378835267	0.9789121257602633	0.977537325246335	0.977063576397939
