	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	ZeeviD_2015__PNP_Main_481__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	ZeeviD_2015__PNP_Main_415__bin.82	FengQ_2015__SID530623__bin.43	KarlssonFH_2013__S54__bin.3	ZeeviD_2015__PNP_Main_470__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	ZellerG_2014__CCMD42428553ST-21-0__bin.23	ZeeviD_2015__PNP_Main_97__bin.31	SchirmerM_2016__G88838__bin.26	XieH_2016__YSZC12003_35837__bin.7	ZeeviD_2015__PNP_Main_38__bin.43	QinN_2014__HD-35__bin.31	ZellerG_2014__CCIS81139242ST-4-0__bin.51	YuJ_2015__SZAXPI015235-21__bin.73	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	ZeeviD_2015__PNP_Main_39__bin.62	ZeeviD_2015__PNP_Main_133__bin.53	ZeeviD_2015__PNP_Main_231__bin.42	XieH_2016__YSZC12003_35520__bin.27	QinN_2014__HD-36__bin.36	HeQ_2017__SZAXPI029490-88__bin.96	KarlssonFH_2013__S77__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	FengQ_2015__SID31874__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	QinN_2014__HD-47__bin.27	ZellerG_2014__CCIS90443472ST-4-0__bin.5	YuJ_2015__SZAXPI017591-140__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	YuJ_2015__SZAXPI015222-123__bin.14
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	1.0	0.9226464056355272	0.7986951296005791	0.8910044396405737	0.960183845870743	0.7733529455158733	0.913114200206474	0.7859345763348776	0.8725114394208945	0.886649165687484	0.5258746719585323	0.8884065998336307	0.8446896103118019	0.8934555548898608	0.8709789829298205	0.8248373700927258	0.9220016327182722	0.48505100920003735	0.7710762694629106	0.6771375016965027	0.8509364083540072	0.6232476095105228	0.844016307619447	0.7941368866760652	0.8659675241494357	0.7832605212715965	0.8855079746834927	0.6654541512249259	0.9079397141398049	0.8336383981427932	0.7393931390781704	0.6496600677296861	0.9318541867648743	0.8714921113134008	0.9298273500281425	0.9235984849874286
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	0.8779144285274955	1.0	0.7548814411580269	0.8366609232244095	0.9219632567062735	0.7481262068112339	0.8790910391829964	0.7357822657550067	0.8651528178351527	0.8309880620943282	0.4912613196421459	0.8625626455978125	0.8357472466573825	0.8458636163209936	0.8261098203555195	0.7766072427870548	0.9261593434869326	0.4519643076670107	0.7288707446270117	0.6432244251031474	0.7956466956980027	0.5746137525386906	0.791203187164473	0.7380610278551132	0.8180220763804137	0.7531366912110596	0.8316310484050798	0.6417662655564488	0.83168068787901	0.7898214258706201	0.6461225172022107	0.6115381527833202	0.9295262959296019	0.8549480278586035	1.0048061093782539	0.9025499565072891
ZeeviD_2015__PNP_Main_481__bin.39	0.9108588565250655	0.9047569025797582	1.0	0.8840823968296613	0.9129528009586129	0.7681438774552137	0.8743754189050879	0.8387625601805673	0.8438930726461601	0.8792600497712697	0.6050044574754978	0.8635217681908227	0.8275537988009902	0.8937652049183756	0.8780143736154635	0.8224902181885452	0.897839216674212	0.45805185545322624	0.8006202351725029	0.6839701000538244	0.8743545027009791	0.6537173672355564	0.8704571166687273	0.8297249007874719	0.8832085643024539	0.7699412765949535	0.8782858194643407	0.6808879811772756	0.9128728545784641	0.8766557499574704	0.7860202599001042	0.6712321317516344	0.9018588462993657	0.8903967664478057	0.9113032096612411	0.8854865713321577
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	0.9304024377787614	0.9181709849851895	0.8094940587654489	1.0	0.9418899594838446	0.7682475911613497	0.9238002621633584	0.7941638861461986	0.8632047768206734	0.9761248340199516	0.5291495012086752	0.8779489121922985	0.8279221000306425	0.8849907221408873	0.8568681692826258	0.8287209322120459	0.916202631847741	0.493107146505056	0.7751370399373532	0.6767274692724116	0.8507554220149127	0.63414379830445	0.8799376936433897	0.8064195975622213	0.8807075857137994	0.7876842804126519	0.9786877362023765	0.6822197065132274	0.9181390657451227	0.8473877293929386	0.7061965884716217	0.6649194783970583	0.9318545504068639	0.8834666848251677	0.92698026965374	0.9060114568792346
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	0.8736174310759702	0.8815838315037522	0.7283584646573721	0.8206842360350666	1.0	0.7267320329543394	0.8613135086166394	0.7212757365388303	0.8315660505187635	0.813074196953982	0.48017002997366043	0.8481807957204006	0.8138911210401153	0.8052598341454985	0.7987322287491272	0.7621211991985763	0.8753595596990545	0.4453163328081237	0.6978434019937694	0.613098374643685	0.7728921374672238	0.5736282962033982	0.7714833791362112	0.7236801558645174	0.7955034688680725	0.7236189699933363	0.8125072078810369	0.6035337250959598	0.8916342597863093	0.7606557048779231	0.651464140815018	0.5934636431699325	0.8795958469255583	0.8308177287730453	0.8847640135113236	0.9038198895613566
ZeeviD_2015__PNP_Main_415__bin.82	0.9178666775021973	0.9331679947447676	0.7994188479218758	0.8731967185756307	0.9480020297270849	1.0	0.9142696683021546	0.776029580998736	0.8828326012094194	0.8681199822181201	0.5405348011607563	0.9153169416908168	0.8957346223745001	0.8720154522407055	0.862078690139135	0.822440964497674	0.9327452155569197	0.4729849419984685	0.7729066262656166	0.6932674107386881	0.8903618438396864	0.6409980684699118	0.851737530553536	0.7896765448975535	0.8569264920501549	0.8037757954561395	0.871692321236721	0.6781513617214563	0.8758794798751786	0.8366209978072562	0.6857918620327359	0.6597072568548034	0.9390114416431695	0.8959242441612695	0.9389238866855031	0.9291095080330465
FengQ_2015__SID530623__bin.43	0.883307686454387	0.8937249321964335	0.7416769865291789	0.8558034293878932	0.9157591693013364	0.7451768688413485	1.0	0.7334388384033724	0.8514779580747454	0.8511420450714821	0.4953470923614881	0.8595260709099733	0.8212536730628129	0.8356025202937583	0.8093709477044171	0.7747841305550331	0.888060145775204	0.4529987923690974	0.7199084834198152	0.6262179310518847	0.7895398583251425	0.5804773828434405	0.8072490183809861	0.7430576993665359	0.8115942028985508	0.7492606562683456	0.8540264811417573	0.6275836618538849	0.836246353550013	0.7784291020517109	0.645376405896456	0.6102021352554496	0.89472872856534	0.8382460610060595	0.8994031235966663	0.8850310147845091
KarlssonFH_2013__S54__bin.3	0.9549180469934223	0.9395331954368376	0.8936113844336084	0.9240572272108049	0.9631948079344792	0.7944308897394212	0.9212058696962299	1.0	0.8815002953863768	0.9203575933116404	0.6292259688450318	0.8979260558515472	0.8437933454128947	0.910020803322193	0.9014246388387774	0.8701884579939774	0.9238096275655656	0.48207205248716317	0.8377925204108767	0.7115890004352802	0.902606184345859	0.6943486371372727	0.9011918951722526	0.886862808502968	0.9334863169008052	0.8155669858556227	0.9178746640691813	0.7189120075428755	0.9634344843910707	0.9089472112604358	0.8211671946316436	0.7017434481419875	0.9289294930298224	0.8865736121173285	0.9453532726978309	0.9267114954077694
ZeeviD_2015__PNP_Main_470__bin.24	0.8955845655370623	0.9332788088848356	0.7595438353556884	0.848512674842545	0.9381349710190703	0.7635051550704599	0.903487124351302	0.7446946386848871	1.0	0.8445095205125577	0.5181091590614822	0.8699227942176195	0.8575631754983025	0.8738054648557856	0.8454173316627377	0.790182252501187	0.9428936584998525	0.44469526620411526	0.7379140842507316	0.6533019015924346	0.8101938406896018	0.5956517100944835	0.8071215065481632	0.7418113970042232	0.8248828107841271	0.7607449071585302	0.8417919439081479	0.6485381939578265	0.844467685897342	0.8011550537261046	0.676439372229764	0.6146496455562226	0.9553411299111224	0.8737778540097433	0.944726432992451	0.9190880890575289
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	0.9383774392092905	0.9242801801129523	0.8159678353706536	0.9893276303603942	0.9457776159749958	0.7741117178236164	0.9311955236608531	0.8016829406428698	0.8707526949437158	1.0	0.5359874357455798	0.8845480116446242	0.8366659865773665	0.8918200785654113	0.8595998055490973	0.8368760522153298	0.9242862189608609	0.4900249016206974	0.7791062763903045	0.6820486187645121	0.8569129495760514	0.6353355421138469	0.8846256539748776	0.8090033183469257	0.8882713927265528	0.7943927571783569	0.9815504569466809	0.6887254278200233	0.9218115853571741	0.8540712402887777	0.7105614705112273	0.667523464159222	0.93917197905555	0.8901481803872886	0.9329493776320211	0.9133666879032818
