	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	ZeeviD_2015__PNP_Main_481__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	ZeeviD_2015__PNP_Main_415__bin.82	FengQ_2015__SID530623__bin.43	KarlssonFH_2013__S54__bin.3	ZeeviD_2015__PNP_Main_470__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	ZellerG_2014__CCMD42428553ST-21-0__bin.23	ZeeviD_2015__PNP_Main_97__bin.31	SchirmerM_2016__G88838__bin.26	XieH_2016__YSZC12003_35837__bin.7	ZeeviD_2015__PNP_Main_38__bin.43	QinN_2014__HD-35__bin.31	ZellerG_2014__CCIS81139242ST-4-0__bin.51	YuJ_2015__SZAXPI015235-21__bin.73	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	ZeeviD_2015__PNP_Main_39__bin.62	ZeeviD_2015__PNP_Main_133__bin.53	ZeeviD_2015__PNP_Main_231__bin.42	XieH_2016__YSZC12003_35520__bin.27	QinN_2014__HD-36__bin.36	HeQ_2017__SZAXPI029490-88__bin.96	KarlssonFH_2013__S77__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	FengQ_2015__SID31874__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	QinN_2014__HD-47__bin.27	ZellerG_2014__CCIS90443472ST-4-0__bin.5	YuJ_2015__SZAXPI017591-140__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	YuJ_2015__SZAXPI015222-123__bin.14
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	1.0	0.9091289981932501	0.7801858266522714	0.8774699143332367	0.9506247409394529	0.7567555450674668	0.900226078089255	0.7748992593262816	0.8581230587016425	0.8732536211417045	0.516188813312156	0.8737129505208111	0.8266926206106431	0.8784415569594923	0.8502276472268855	0.8157286280397966	0.907592466020019	0.4799168723867236	0.760135100712144	0.661189357415724	0.8333465793003438	0.6169963282179447	0.8309659733523749	0.785416149564493	0.8568062057966798	0.7727179542357954	0.8721491112771272	0.6543976406691129	0.8986316712293928	0.8206606110181176	0.7393421930512065	0.6424668962905994	0.9168316299019758	0.8519484002336181	0.9162219078512719	0.9140650568537283
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	0.8650523754621222	1.0	0.7377589251192415	0.8246287801138061	0.9085016518698376	0.7334201248510331	0.8667862667741671	0.7262991871923953	0.8538361812042459	0.819093590962203	0.48349041512173496	0.8509563160995164	0.8183974749020105	0.8348335700903554	0.8074791174877153	0.7655721550473457	0.9148306847959333	0.44546114877376924	0.7201004578853661	0.6286761811577088	0.7802111461560627	0.566458142095321	0.7796007357500777	0.7265241160586412	0.8059507646224123	0.7423773352366969	0.8197202893205713	0.6335338690518434	0.8191649477059776	0.78044266776494	0.6358638218594405	0.6028892500677696	0.9180231234630669	0.8364930021915052	1.004777799365778	0.8896219760156023
ZeeviD_2015__PNP_Main_481__bin.39	0.8897502233385794	0.8842348527173868	1.0	0.8627078954487271	0.891200413490115	0.7513360806380093	0.8533183790220699	0.8185458868981826	0.8232111300234912	0.8580593852867054	0.5916060019280092	0.8439251441591268	0.8107882991965388	0.8718980107295479	0.8577535439021828	0.8031673640284052	0.8768704896529862	0.44739063381676103	0.7817942570610781	0.6683196665306339	0.8553082072396095	0.6387599572751671	0.8495813505546512	0.8098215057621818	0.8630365122555012	0.7512152314587146	0.8570210119538431	0.6646932615427235	0.8911153542600729	0.8575137047617366	0.7672765521915069	0.6556365451636622	0.8805164164313981	0.8697287679612093	0.8905733921713902	0.8644369683217117
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	0.9162694494569473	0.9049666337543835	0.7899228831159988	1.0	0.928684331483436	0.7515091416703551	0.9188510775935447	0.7828921385039664	0.851109087194852	0.9761056824759117	0.5192136801607027	0.8633843757447823	0.8098094208573082	0.8736896087977937	0.8359372340063328	0.8164294712471486	0.9037924313097954	0.4857721051377209	0.7645079329951313	0.6606295325320894	0.8328244697150251	0.6247335807429097	0.8712343808518606	0.7934242109563855	0.8678798815157809	0.7760333321984271	0.9786822035340983	0.6734814953525586	0.9049283306663035	0.8367539409621736	0.6945490449763373	0.655459466821014	0.919619267304484	0.8629847468591467	0.9136210037111436	0.8930479895134655
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	0.8649201376051702	0.8687118075010912	0.7110042974730977	0.8091779548418605	1.0	0.7110728998135128	0.8499525902204212	0.7115950192475918	0.8184388999744503	0.8016687797423594	0.47145122874208156	0.8340220143056275	0.7960719412348644	0.7918998064672353	0.779513932022868	0.7548308099414803	0.8618430445199523	0.44060798731487105	0.6891331297018097	0.5987463942053642	0.756233264273644	0.5683266331714195	0.7603794413989537	0.7164157242497406	0.7873820642332984	0.7142645773483971	0.8011410979563549	0.5937209946523548	0.8915619492112771	0.7494197539882991	0.644763360862031	0.5873817675745291	0.8655942946585475	0.8125350196406647	0.8720162153683334	0.8943894781067682
ZeeviD_2015__PNP_Main_415__bin.82	0.8981677794853412	0.9148245055200741	0.7819267218214526	0.8541716551224728	0.9275751194931681	1.0	0.8939854581373626	0.7584910169097163	0.8636479071704609	0.8491868272840597	0.5291265352955319	0.8960514649008621	0.8783658471812865	0.8524747336225066	0.8422501527374469	0.8049062702410373	0.913032773126723	0.4620918475692373	0.7563422924790291	0.6772651701057384	0.879461493474737	0.6271184308990636	0.8324091689873567	0.7716677961739935	0.8384103115553678	0.7859735990360248	0.852647908621648	0.6633357084429585	0.8566009424009311	0.8188807187052701	0.6702525500986082	0.645666053781963	0.9186411277078547	0.8766166829441492	0.9202485593339632	0.9092882265670765
FengQ_2015__SID530623__bin.43	0.8708402674529869	0.8812153269375813	0.7238156405352372	0.8512185323046195	0.9036801004269486	0.7286441928251032	1.0	0.7234998350004791	0.840360499311812	0.8465256068611414	0.4864146451761197	0.8461076869275038	0.8033292448147372	0.8254758471848164	0.7898154489228902	0.7639517247279676	0.8767558058343987	0.4463621449701167	0.7104015934577395	0.611256003163575	0.7731025942182749	0.5722557938093442	0.800159361544506	0.7310921785495892	0.8005145934880978	0.7389234461362316	0.8494356700971585	0.6201273394152512	0.8248296483440317	0.7690452224851964	0.6355131011985233	0.602115778803653	0.8838742439493277	0.8190820664642514	0.8868150597842351	0.8727966058593163
KarlssonFH_2013__S54__bin.3	0.9415100310044276	0.9274240871867678	0.8720726912942479	0.9109418740024829	0.9502671352572486	0.7764764490645438	0.9087223907825585	1.0	0.8676406576444657	0.9072679904664233	0.6182701797424864	0.8858011012241821	0.8245063234473399	0.8956986494429752	0.8794996902528438	0.8580659793630647	0.9097989540400586	0.47554978263227143	0.8286382663270919	0.6944372778102683	0.883575675612772	0.6852280566052404	0.8879705693157683	0.8744070607495633	0.9209260820971096	0.804722616593435	0.9047756524374452	0.7076823732326956	0.950428075026654	0.8968940605301902	0.8093735283296086	0.6927248786637938	0.9144132210287369	0.8656910580378521	0.9332416884513088	0.9138457226418487
ZeeviD_2015__PNP_Main_470__bin.24	0.8808156913274751	0.9210710498187515	0.7409291049693247	0.8366228588521001	0.9233255172327238	0.746913546675926	0.891690599552788	0.7329859665783259	1.0	0.8327422799446946	0.5087863150606706	0.8558450278513952	0.838937986458135	0.8636476019352692	0.8252396600519168	0.777515149360035	0.9324730741957818	0.43790927326998175	0.7267057541421499	0.6376034622327552	0.7928458624519685	0.5860025560949896	0.7954550874029699	0.7290430540942492	0.811724569260343	0.7481037414788118	0.8300452023017405	0.641517090486181	0.8306191732224995	0.7919543668017227	0.6643286694709803	0.6047837882499116	0.9449816241452665	0.8534198752073427	0.9323521721578085	0.9044095776168075
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	0.924200381051303	0.911050358384056	0.796293268884448	0.9893082197778309	0.9325106984660896	0.7572288244562988	0.9261448900778709	0.7902811644451614	0.858619786802788	1.0	0.5260224740038381	0.8700254451170091	0.8183290249029147	0.8803419540762871	0.8386126523353302	0.8244821795754949	0.911708592806093	0.482731267385951	0.7684589248348914	0.665860192906683	0.8388218552807354	0.6259641128522643	0.8758576781578754	0.7959309380099322	0.875368531477279	0.7827032730124318	0.9815112044352751	0.679943217575808	0.9085446678482679	0.8433863616070755	0.6989686079118397	0.6580476490980766	0.926810457386654	0.869573825562702	0.9195767802847145	0.9002761910225624
