	QinN_2014__LD-44__bin.36	BackhedF_2015__SID582_12M__bin.30	HeQ_2017__SZAXPI029475-44__bin.13	QinN_2014__LD-91__bin.21	XieH_2016__YSZC12003_36212__bin.18	VatanenT_2016__G80274__bin.12	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.33	LiJ_2017__nHM612709__bin.42	BackhedF_2015__SID504_12M__bin.16	QinN_2014__LD-21__bin.7	LomanNJ_2013__OBK2535b__bin.9	QinN_2014__LD-78__bin.30	VatanenT_2016__G78889__bin.6	VatanenT_2016__G80445__bin.7	VatanenT_2016__G80267__bin.3	QinN_2014__LD-63__bin.9	GeversD_2014__SKBSTL021__bin.6	QinN_2014__LD-36__bin.6	BackhedF_2015__SID180_12M__bin.10	BackhedF_2015__SID195_12M__bin.33	QinJ_2012__CON-060__bin.43	BackhedF_2015__SID526_12M__bin.22	BackhedF_2015__SID256_12M__bin.21	CosteaPI_2017__alien-11-600-0__bin.10	NielsenHB_2014__V1_UC14_1__bin.34	BackhedF_2015__SID275_12M__bin.27	VatanenT_2016__G78672__bin.6	QinJ_2012__T2D-016__bin.32	QinN_2014__LV-10__bin.11	QinJ_2012__T2D-101__bin.23	Obregon-TitoAJ_2015__NO01__bin.15	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	VatanenT_2016__G69175__bin.1
QinN_2014__LD-44__bin.36	1.0	0.9858604892713069	0.9869572298119558	0.9881968882335671	0.9853630324559839	0.9864952880546153	0.9883286345280489	0.987070284151941	0.9859299241220288	0.9889704946519754	0.9868785325978213	0.9880557457821575	0.9867059482109266	0.9859077450774184	0.9854029499105996	0.9869776411572848	0.9870028541447734	0.987436717421126	0.9859607968228526	0.9859215775037298	0.9869090693305558	0.9865401438911582	0.9866965336612307	0.9866098002274919	0.9854261295367103	0.9863299924873651	0.9873497931235735	0.9875642142922668	0.9878879011287023	0.986889681636212	0.9880417265127044	0.985998874507597	0.9865247834651654
BackhedF_2015__SID582_12M__bin.30	0.9858604892713069	1.0	0.9869619353453125	0.98674412831861	0.9863642787868745	0.9883115883912869	0.9874782233207761	0.98725141141515	0.9878032396466718	0.987836594505028	0.9887609636429213	0.9879842279545908	0.9874875651479238	0.9857534059809591	0.9875745649225264	0.9865983466848475	0.9849621841351658	0.9867216719537012	0.9870660820050629	0.9870411985767201	0.9868242212189993	0.9880456746339479	0.9873335712965274	0.9845931974682859	0.9852486948804147	0.9861838105326072	0.9885506462567905	0.9868643762325704	0.986333417231533	0.9864932519773151	0.9883835674973127	0.9861332028403462	0.9880591943546885
HeQ_2017__SZAXPI029475-44__bin.13	0.9869572298119558	0.9869619353453125	1.0	0.9883602534667031	0.9859884788067955	0.9879274685164101	0.9865324819272381	0.9874929010129568	0.9870803219114826	0.988937606379683	0.988729819196764	0.9888503805676335	0.9872029877793984	0.9866744352221494	0.9866911049679181	0.9878118689449018	0.9872393816372889	0.9878725396058274	0.987277999143128	0.9868140684247573	0.9879660743258311	0.9881916096574009	0.9868639542868035	0.9866372286179887	0.9861059534386539	0.9879849487188386	0.9877178053162906	0.9880988830877769	0.9869726199852944	0.9877457762552302	0.9892988288269716	0.986944076829777	0.9878011516134811
QinN_2014__LD-91__bin.21	0.9881968882335671	0.98674412831861	0.9883602534667031	1.0	0.9853367140905377	0.9881050577197842	0.9882865566269393	0.9886041338903054	0.9876095755367794	0.9893089006009381	0.9883841965642376	0.9899127245337395	0.9863847358085678	0.9853081092462527	0.9871198212162712	0.9876182440499881	0.9874994467071876	0.9891476805834367	0.9872639675274811	0.9865278871870522	0.9882256472830473	0.988318455355596	0.9872648698718259	0.9864317014682078	0.9857524993905536	0.9871879817137804	0.9881065318791098	0.9888652113677194	0.9879926279214173	0.9883926344864871	0.9899491375732125	0.9870606365480126	0.9877042400715663
XieH_2016__YSZC12003_36212__bin.18	0.9853630324559839	0.9863642787868745	0.9859884788067955	0.9853367140905377	1.0	0.9872363663845961	0.9870080435250602	0.9861586543216778	0.9869982107681925	0.9870815443176834	0.9879260612445872	0.98618152631254	0.9867078300003146	0.9980692710027779	0.9878152955469428	0.984620388415862	0.9860877143655884	0.9849882291171885	0.9854776735586894	0.9864832368592894	0.9860700169759439	0.9868581907090465	0.9864185075437952	0.9858402884869844	0.9863639557286178	0.9857197500956266	0.9875805790939443	0.9852500902899178	0.9854351566611282	0.9852371186528968	0.986882995149917	0.9871629857907048	0.9867248978010408
VatanenT_2016__G80274__bin.12	0.9864952880546153	0.9883115883912869	0.9879274685164101	0.9881050577197842	0.9872363663845961	1.0	0.9880844279219846	0.9883663093335525	0.9882096545919603	0.9879883057022045	0.9894566061949661	0.9881909937364735	0.9883097340274207	0.9876212009146088	0.988077200955872	0.9873370545698918	0.9883081752773009	0.9873667981680497	0.9889881131719231	0.9879268456349347	0.9880705586123133	0.9890291949689298	0.9882271845620897	0.9882260695117911	0.9875947076926703	0.9884139426567022	0.9888308067984138	0.9875141537387604	0.9872012293703177	0.9870545777541124	0.9890676805814527	0.9883366536760644	0.9889596165223953
VogtmannE_2016__MMRS81194191ST-27-0-0__bin.33	0.9883286345280489	0.9874782233207761	0.9865324819272381	0.9882865566269393	0.9870080435250602	0.9880844279219846	1.0	0.9885801765162966	0.9877659462833397	0.9888065512994767	0.9883483433388736	0.9890188766418058	0.9882243705600504	0.9881807168609585	0.9862961799427424	0.9874222663434484	0.9881308606857656	0.9872694762079669	0.9875394704348215	0.9876572876840907	0.987786842124762	0.9887775650915941	0.9879740004528159	0.9875408254645542	0.9869240404602738	0.9871045361108947	0.9890533873076086	0.9879839699240268	0.9866120413851671	0.9877474604779196	0.9891326209523068	0.9878951211779069	0.9883815788217689
LiJ_2017__nHM612709__bin.42	0.987070284151941	0.98725141141515	0.9874929010129568	0.9886041338903054	0.9861586543216778	0.9883663093335525	0.9885801765162966	1.0	0.9870543713700807	0.9887949392913171	0.988614649584688	0.988416022991066	0.9879536021652474	0.9865004344162165	0.9870671025592703	0.9875385452462443	0.9866468365624246	0.9888576383040344	0.9869201063449536	0.987244863860559	0.9881540548316824	0.9880956052089024	0.9869579267760858	0.9879047242654649	0.9866469599452206	0.9881594554606915	0.9882371824530498	0.9866902672007274	0.9879475427280577	0.9870554626335448	0.9888223651345428	0.9871786079528364	0.9881329097110797
BackhedF_2015__SID504_12M__bin.16	0.9859299241220288	0.9878032396466718	0.9870803219114826	0.9876095755367794	0.9869982107681925	0.9882096545919603	0.9877659462833397	0.9870543713700807	1.0	0.9876816782679944	0.9883276304787433	0.9872951713551443	0.9876535032776483	0.9876763470186771	0.9877264623824706	0.9867371263903236	0.9878594764651313	0.9862853000002233	0.9877714730631943	0.9873606756565537	0.9871523836034226	0.9879808523139667	0.9872011978738311	0.9874114630750621	0.9870768103610352	0.9879401082667905	0.988157938626996	0.9866447415094913	0.9858335724700626	0.9867227140719179	0.9884538951335399	0.9878180803544325	0.9878644505060972
QinN_2014__LD-21__bin.7	0.9889704946519754	0.987836594505028	0.988937606379683	0.9893089006009381	0.9870815443176834	0.9879883057022045	0.9888065512994767	0.9887949392913171	0.9876816782679944	1.0	0.9891200176700272	0.9898411776586409	0.9875618259046787	0.9876326981610496	0.9881455296152528	0.9893088562039047	0.9884049104447575	0.989131721825014	0.9876981761996377	0.9880843466968474	0.9891625432679902	0.9888147024690621	0.9877397717237542	0.9876897679599693	0.987069210411688	0.9883667449336913	0.9883494662853357	0.9887011506167721	0.988795137480435	0.9884452773870555	0.9898239801294257	0.987567220426541	0.9887910043539017
