	ZeeviD_2015__PNP_Main_268__bin.39	XieH_2016__YSZC12003_37296R1__bin.33	VatanenT_2016__G80495__bin.7	LiuW_2016__SRR3993004__bin.12	CosteaPI_2017__SID713B032-11-90-0__bin.76	ZeeviD_2015__PNP_Main_381__bin.1	NielsenHB_2014__MH0101__bin.14	LeChatelierE_2013__MH0101__bin.15	QinJ_2012__CON-094__bin.7	QinJ_2012__T2D-083__bin.12	HeQ_2017__SZAXPI029573-88__bin.21	HMP_2012__SRS019601__bin.18	XieH_2016__YSZC12003_36058__bin.40	CosteaPI_2017__SID713A089-11-0-0__bin.48	HeQ_2017__SZAXPI029578-96__bin.47	BritoIL_2016__M1.44.ST__bin.56	ZeeviD_2015__PNP_Main_391__bin.26	HeQ_2017__SZAXPI029557-42__bin.38	ZeeviD_2015__PNP_Main_154__bin.30	ZeeviD_2015__PNP_Main_178__bin.19	KarlssonFH_2013__S248__bin.9	SchirmerM_2016__G89058__bin.16	FengQ_2015__SID31873__bin.66	QinN_2014__LD-74__bin.66	XieH_2016__YSZC12003_37880__bin.50	ZeeviD_2015__PNP_Main_384__bin.41	XieH_2016__YSZC12003_36052__bin.58	ZeeviD_2015__PNP_Main_137__bin.19	BackhedF_2015__SID560_4M__bin.10	VatanenT_2016__G78589__bin.6	LiuW_2016__SRR3993060__bin.98
ZeeviD_2015__PNP_Main_268__bin.39	1.0	0.9966973316682078	0.9844816289609573	0.9941011127670063	0.9959646776231447	0.9957164114412207	0.9878313880643068	0.9878999977226822	0.9935102359118073	0.9932593915005885	0.99420500905055	0.9944571797861513	0.9950817902203252	0.9963118061409183	0.9947073969230379	0.9921527392973909	0.9962844887356977	0.9944165249936169	0.9986258113910192	0.9964078949114257	0.994553459347139	0.9950604580193111	0.9966055803902459	0.9958157820715509	0.9951641068597219	0.9959924434065911	0.9960826759834285	0.9987469904172508	0.9824903484445743	0.9819977661726085	0.9928284715000544
XieH_2016__YSZC12003_37296R1__bin.33	0.9966973316682078	1.0	0.9844776893808371	0.995020567598029	0.9965432836396226	0.9954631601688421	0.9885154773244866	0.9885399237507618	0.9936176129820246	0.9931930270545661	0.9943836841950223	0.9947335846157753	0.9954805058435647	0.9969795201436046	0.994607604944779	0.9925983690919167	0.9964868962447379	0.9951345838667637	0.9963730360290314	0.9962081058183075	0.9959011538976107	0.9951572211204441	0.9984632958903364	0.9964021395101648	0.9953618459745389	0.9963180011885602	0.9977826041557899	0.9966771839492073	0.983345639575002	0.9822383787935789	0.9936258446426683
VatanenT_2016__G80495__bin.7	0.9844816289609573	0.9844776893808371	1.0	0.9854186520213357	0.984345392811666	0.984170145862078	0.9883824837633021	0.9883905676670957	0.9856947041374365	0.9836475194678576	0.9855208929029204	0.9839767322264212	0.9843844253353012	0.9850094785524796	0.9845202329636518	0.9877513756688822	0.9847668832457204	0.9859650464093267	0.9836124628002386	0.9846529919289188	0.9840090781316116	0.9842493130801864	0.9853542141322534	0.9850390818489106	0.984393471242308	0.9851047226778393	0.9849532193245467	0.9847338087275804	0.9925264447867491	0.9889692158792627	0.9822214053651818
LiuW_2016__SRR3993004__bin.12	0.9941011127670063	0.995020567598029	0.9854186520213357	1.0	0.9934515745313761	0.9934480946288615	0.9881808898565548	0.9882225275272286	0.9925771819601404	0.9915308321963364	0.9931202317465281	0.9937067745062994	0.9937942631369246	0.9950244131151782	0.9922824037684176	0.9915446956530748	0.9935057542424501	0.9932425214566843	0.9936021128471378	0.9937205775419644	0.9948936919487609	0.9935550687518562	0.9953352086667275	0.996166017526777	0.9939623249074223	0.9947430414734207	0.9954288945415766	0.9937002948438903	0.9837832724291374	0.98266033327788	0.9951454019462138
CosteaPI_2017__SID713B032-11-90-0__bin.76	0.9959646776231447	0.9965432836396226	0.984345392811666	0.9934515745313761	1.0	0.99545270326954	0.9872363582080156	0.9871300393038155	0.9928857476704265	0.9918854585764473	0.9930887823190762	0.9953743942917156	0.9957098789076946	0.996161262584728	0.9931529213412694	0.9906077400738542	0.9960523850976849	0.9941760798171836	0.9950104037249673	0.995977006127866	0.9946597057918704	0.9953101869214219	0.996703793549767	0.9947336621212717	0.9954851568940601	0.9970681188821732	0.9960919339566251	0.9956112631427988	0.9831701303275802	0.9822106243650536	0.9921133817168357
ZeeviD_2015__PNP_Main_381__bin.1	0.9957164114412207	0.9954631601688421	0.984170145862078	0.9934480946288615	0.99545270326954	1.0	0.9876662465361284	0.9876918691342864	0.992699639239747	0.9926595822961329	0.993577119790506	0.9975273170565658	0.9938610436103009	0.9949343829627934	0.993633191442717	0.9917005359844221	0.995753545770248	0.9931940122082983	0.9954630513494441	0.9951820497940719	0.9950757780166957	0.9979171602509297	0.9957609130979	0.9948878506558702	0.998233135988643	0.9955124585786851	0.9954898868321297	0.9955567703504147	0.9824996726339023	0.9817040298306303	0.991511740330822
NielsenHB_2014__MH0101__bin.14	0.9878313880643068	0.9885154773244866	0.9883824837633021	0.9881808898565548	0.9872363582080156	0.9876662465361284	1.0	0.9996874099588562	0.9879894354747497	0.9872476276880072	0.988898410282414	0.9873326175136118	0.9880989448926407	0.9879652437273364	0.9881613569512565	0.9916154189179379	0.9868295869336968	0.9892774784393799	0.9871277069878558	0.9873875071633238	0.9879344194719277	0.9871047950263561	0.9889485733205408	0.9892572768190331	0.9867546320654959	0.9882344331801257	0.9880458411785716	0.9871374646141406	0.9867606397847826	0.9856072768282365	0.9861696256094196
LeChatelierE_2013__MH0101__bin.15	0.9878999977226822	0.9885399237507618	0.9883905676670957	0.9882225275272286	0.9871300393038155	0.9876918691342864	0.9996874099588562	1.0	0.9880830268095436	0.9873479981610179	0.9889769236854687	0.9874243037209399	0.9880590882400128	0.9879506311510483	0.9883502199872142	0.9915327197365735	0.987467401245073	0.9896633252768233	0.9872988165584633	0.9877740598726045	0.9880764080527973	0.9873884086077309	0.9887136255485258	0.9890143791517816	0.9868605904979799	0.9884816124102219	0.9881818641142626	0.9875136738865911	0.9869963647379582	0.9854230248387047	0.9861086077906049
QinJ_2012__CON-094__bin.7	0.9935102359118073	0.9936176129820246	0.9856947041374365	0.9925771819601404	0.9928857476704265	0.992699639239747	0.9879894354747497	0.9880830268095436	1.0	0.9949149209185444	0.9964702595789969	0.9920345639737516	0.9929967138156874	0.9935154700591734	0.9961129832380845	0.9917745122847607	0.9925104985217439	0.9964631933655069	0.9933671443848737	0.9932689393720902	0.992558255510175	0.9919888117190836	0.9940456792315022	0.9937200443125556	0.9930348158312482	0.9938077995429939	0.993364897067932	0.9930102974170635	0.9832887893881281	0.9830798374632417	0.9914132211309094
QinJ_2012__T2D-083__bin.12	0.9932593915005885	0.9931930270545661	0.9836475194678576	0.9915308321963364	0.9918854585764473	0.9926595822961329	0.9872476276880072	0.9873479981610179	0.9949149209185444	1.0	0.9972203266294852	0.9919156834314785	0.9928959175911183	0.9931933448527909	0.9970904582885554	0.990137955518692	0.9920938859078449	0.9958568166579076	0.992842492623415	0.993283449809512	0.9924119507448163	0.9925408625215167	0.9936492938673621	0.9937807875268078	0.9926576125380254	0.9928950560836572	0.9923599482815816	0.993088919618702	0.981911932080347	0.9811639456617361	0.9904515980390487
