	HMP_2012__SRS015921__bin.10	HMP_2012__SRS019128__bin.2	HMP_2012__SRS019587__bin.5	HMP_2012__SRS013949__bin.33	HMP_2012__SRS019129__bin.24	HMP_2012__SRS050029__bin.11	HMP_2012__SRS018359__bin.7	HMP_2012__SRS013945__bin.13	HMP_2012__SRS014575__bin.2	HMP_2012__SRS013950__bin.11	HMP_2012__SRS023987__bin.4	HMP_2012__SRS013836__bin.49	HMP_2012__SRS015745__bin.7	HMP_2012__SRS056892__bin.5	HMP_2012__SRS023964__bin.28	HMP_2012__SRS017080__bin.6	HMP_2012__SRS014578__bin.17	HMP_2012__SRS019391__bin.2	HMP_2012__SRS019591__bin.17	HMP_2012__SRS015895__bin.3	HMP_2012__SRS019120__bin.3	HMP_2012__SRS015803__bin.6	HMP_2012__SRS015799__bin.3	HMP_2012__SRS013881__bin.10	HMP_2012__SRS052874__bin.12	HMP_2012__SRS024470__bin.4	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	HMP_2012__SRS024557__bin.4
HMP_2012__SRS015921__bin.10	1.0	0.6714238962651463	0.5334487877983451	0.8491483945696138	0.6432920534461473	0.7100267006007285	0.5360827976124429	0.863086735517979	0.8200909496527704	0.7269206945808034	0.6165441660147187	0.6162815141295945	0.7971821806848332	0.8568776636810498	0.8197103151026706	0.8232123402376601	0.8333710222402005	0.8302149859521037	0.8232348131262269	0.9760130005660359	0.5277317785839926	0.7016382267580002	0.8402931401039464	0.8592855400539443	0.8191667521104617	0.8188741363739152	0.539130683124312	0.8566543393509175
HMP_2012__SRS019128__bin.2	0.8331933153924452	1.0	0.4918022691040245	0.9444204303024387	0.7272793294012112	0.6689662144261472	0.4973780042853624	0.9433293361406639	0.8284908041329113	0.7840214546992578	0.6342417650859165	0.6128591082542029	0.778530543664682	0.8236389791355838	0.8110251637222229	0.8002890992837588	0.8458727823714508	0.7827781418631566	0.7655268857685997	0.8207770356633248	0.6096386956137783	0.6527229713085229	0.7951543334681225	0.8132300105507295	0.8160071298762265	0.7966654814525612	0.5470559049225894	0.8489595679313598
HMP_2012__SRS019587__bin.5	0.9034974339780635	0.6712367654801855	1.0	0.8716576692020275	0.6954696549667907	0.8852260256158135	0.672775902865444	0.8823864321193629	0.8524989374322017	0.7696503676167398	0.5044191718949231	0.6810345921325577	0.8667746150967095	0.8400827534144902	0.8411001224331851	0.8797561803383723	0.8648025209817493	1.0087305010879426	0.9370523734909951	0.8982456529875601	0.5436842238814491	0.878720573215679	0.8789211923596618	0.8854726365003139	0.8468078560236493	0.873069139859297	0.5382889169420885	0.8755733108343853
HMP_2012__SRS013949__bin.33	0.8184295123452445	0.733523579516226	0.4960317245437431	1.0	0.6909239574816026	0.6524555114535784	0.4909105102893583	0.9237887148274698	0.8175802634927684	0.7820548573243877	0.609475487302782	0.6030569348704647	0.7624066142135919	0.7994829599706869	0.8032062077293378	0.7874391491988543	0.8359149234954035	0.7725772942805211	0.7618321754308066	0.8094456146810849	0.5739063100723982	0.649285945066866	0.7850154958584452	0.8012180087686523	0.8039449008066509	0.7923266169571802	0.5301645791931324	0.8373228174484991
HMP_2012__SRS019129__bin.24	0.8261826665504169	0.7526969457363875	0.5273657089084443	0.9206625037204953	1.0	0.690036889275052	0.5151877384499289	0.9255486039498884	0.8383161413878425	0.7866693524383901	0.5864300381519887	0.629670161176368	0.7843910563801609	0.8119512833078285	0.8142566375140176	0.805197569577021	0.8560452412233891	0.7906637363694579	0.770093530998115	0.8186815466437374	0.6103271931380537	0.6777476797638124	0.8012055908146607	0.8179810412576627	0.8267310450157388	0.8155488144021502	0.5471999326552762	0.855691080131202
HMP_2012__SRS050029__bin.11	0.8675543855072663	0.6586841762028652	0.6386192591168806	0.8271328020063201	0.6564874753729242	1.0	0.5971599632967903	0.8380488033701052	0.8196245472164826	0.7336648978648527	0.571701688027294	0.657985693985845	0.8250819758408673	0.8246855399879639	0.8172270542013047	0.8531940258890345	0.8367616739775616	0.848263462229331	0.8245717005439123	0.864475572000302	0.5294203455684993	0.7934895279152623	0.8390098599832044	0.8580999910759027	0.8173929508785659	0.8517930570524394	0.5328744288005784	0.8389274837020816
HMP_2012__SRS018359__bin.7	0.8583741146554879	0.6417743173626479	0.6360349459947344	0.8155477291400539	0.6423065735892961	0.7825523410278094	1.0	0.8196828352614502	0.789654588198605	0.7063242534919006	0.5367354251752697	0.6756805383134524	0.8788599821281853	0.7934291094678637	0.7921254565409043	0.8930517323066036	0.7987246840946847	0.8283811014555332	0.8050285469255081	0.8520447634983178	0.5041193633315941	0.8248517179131958	0.9014388909879274	0.9197627486611133	0.7949674049285427	0.8429986566152702	0.5358800669293464	0.8110400436600037
HMP_2012__SRS013945__bin.13	0.8779228807150354	0.7732435094189385	0.5299398231841708	0.9749377563324717	0.7330494349017912	0.6976686484313834	0.5207185214676362	1.0	0.8650355365146976	0.8139681076210632	0.6435895213476255	0.6363645888298571	0.8107535341259122	0.8472106074258077	0.8498937047697603	0.8389784418795587	0.8872208559623433	0.8199000672441151	0.8095548553870536	0.8634592049192976	0.6067809880122601	0.6895341106727649	0.8351228586178191	0.8531373284846453	0.8541231310231582	0.8448118212487594	0.5646405487729378	0.8936833392703728
HMP_2012__SRS014575__bin.2	0.8875367033256569	0.7225418588920219	0.544733341947056	0.9180302949693326	0.7064220369427365	0.7259675870682688	0.5337239909910594	0.9203570134703422	1.0	0.8009095077764181	0.6751739845307675	0.663258165935767	0.8353314636488237	0.8623876732561645	0.871942318459461	0.86451171592956	0.9830461670200826	0.8566620811260668	0.8416635631930564	0.8816292096402758	0.5924939007243127	0.7142331633389829	0.85791563111986	0.8768252858362532	0.8854795436753741	0.8737177587093603	0.5785376432348076	0.928274037986517
HMP_2012__SRS013950__bin.11	0.8295036126349263	0.7209584114236625	0.518549881288453	0.9259142712435969	0.6989652541666577	0.6851836022062611	0.5033738227682549	0.9131386221767274	0.8444819966619723	1.0	0.6493975736257349	0.6228146283398976	0.7810968690497306	0.8198944952461955	0.8149339339788563	0.8093493624196213	0.8526309940783133	0.7958294955988041	0.7791559192291336	0.8245072562566649	0.5810999677309746	0.6790888167525393	0.7998946448377039	0.8179439288286343	0.8203897499898491	0.8166157699368083	0.5406963698414972	0.847260124673837
HMP_2012__SRS023987__bin.4	0.8851606910120177	0.7337764689987639	0.42757796940441517	0.907854981848197	0.6555506338175383	0.6717464380321443	0.48125299533316174	0.9083745650255322	0.8956726720085821	0.8170287504932007	1.0	0.6483833434942203	0.8230002601276709	0.924425181702875	0.9661208914783653	0.860869337265944	0.8962722427643168	0.8372777067897355	0.8597656431169345	0.8778226708995107	0.568198148724467	0.6636105586292146	0.8540992961765266	0.8807801948067224	0.8731323068484826	0.868985723897667	0.5937632542442148	0.898843272070018
HMP_2012__SRS013836__bin.49	0.82132991902882	0.6581883096260052	0.5358873229593883	0.8338714981072199	0.65340691059726	0.7176834393127963	0.5623868684051417	0.8337629292137054	0.8167644098687876	0.7273878760991821	0.6018834831147293	1.0	0.8294613547775617	0.8384650854293682	0.8336262821580751	0.8480696887504532	0.8296204643628846	0.8104318483729329	0.7882656992803879	0.8161953591165736	0.5460185478099345	0.7087002993132082	0.8477077924387382	0.8652996969430369	0.8129638746366218	0.9282340895094371	0.5508954125898735	0.8345247833457813
