	HMP_2012__SRS017304__bin.33	CM_periimplantitis__SP_287SPT_T016__bin.1	HMP_2012__SRS023964__bin.31	HMP_2012__SRS024144__bin.33	HMP_2012__SRS063932__bin.5	HMP_2012__SRS012285__bin.37	HMP_2012__SRS017139__bin.47	HMP_2012__SRS024649__bin.40	HMP_2012__SRS016746__bin.52	HMP_2012__SRS043772__bin.17	HMP_2012__SRS024355__bin.37	HMP_2012__SRS011126__bin.24	HMP_2012__SRS053917__bin.53	HMP_2012__SRS042984__bin.9	HMP_2012__SRS017227__bin.27	CM_periimplantitis__SP_143SPT_T016__bin.9	HMP_2012__SRS023595__bin.3	HMP_2012__SRS023358__bin.3	HMP_2012__SRS024087__bin.21	HMP_2012__SRS047634__bin.34	HMP_2012__SRS013170__bin.22	CM_periimplantitis__SP_283SPI_T016__bin.8	HMP_2012__SRS014690__bin.18	HMP_2012__SRS015278__bin.12	HMP_2012__SRS016575__bin.30	CM_periimplantitis__SP_384SPT_T016__bin.18
HMP_2012__SRS017304__bin.33	1.0	0.8643810181912146	0.6163259291949325	0.9731864312788434	0.659979182665577	0.6011506150114175	0.8319377686546688	0.7359726151885246	0.7189623560461	0.8562682097237565	0.8660105480301198	0.7192098703779783	0.5569602336651429	0.7566288112489095	0.4737228333059931	0.6192315006626996	0.5491239734687864	0.7700512013518203	0.8246074248492776	0.6827279998954778	0.6701323512119491	0.8794278571936666	0.6459840981114874	0.8340173245515345	0.7057119920330871	0.8410725717827855
CM_periimplantitis__SP_287SPT_T016__bin.1	0.4558035283688758	1.0	0.5814532513323626	0.8047841809777958	0.5976727861192381	0.550022352766461	0.7584729998484299	0.6424089392693707	0.6335612243804379	0.7807074956787203	0.7820972712783792	0.6204928938105803	0.5500640728271504	0.6650342257598792	0.42672464606843924	0.6441030033850662	0.48866056405522057	0.6917564987606464	0.7535814184208229	0.6193010014345577	0.6082631747358623	0.9176028801386484	0.5796822538937447	0.7693316982131566	0.60882352490879	0.7821711425784987
HMP_2012__SRS023964__bin.31	0.40125521173723633	0.7178812146850605	1.0	0.671540642217399	0.5718079689547511	0.616384950501787	0.6580571106691108	0.609938297945738	0.6156057003870733	0.6578231938669378	0.6641290237824866	0.6107775630783829	0.535779583268947	0.6334906482897846	0.4202898961645678	0.5589817672485288	0.5045944567861155	0.6047959087715021	0.672338794699965	0.5864246974557885	0.6387067566986449	0.7100268082832065	0.5725177528676073	0.6485416586922302	0.6120903325257296	0.6543120790383609
HMP_2012__SRS024144__bin.33	0.542533910468513	0.8508202406276567	0.5750331709752853	1.0	0.6139197915903737	0.562531992439567	0.7985826818172069	0.6771937051423004	0.6613764406966895	0.8262237449555636	0.8257838931698341	0.6551359676152547	0.5880466331915314	0.7010557656799878	0.44312416971399926	0.6745206040415379	0.5087794335502109	0.7255644528539178	0.7799340991151574	0.6475925297223674	0.6075057247498975	0.8506616188245235	0.5912121902474298	0.8169743133840788	0.6402226855885212	0.8107585237975192
HMP_2012__SRS063932__bin.5	0.4597045864184579	0.7894772499184742	0.6117705349852496	0.7670600964151463	1.0	0.6131214593218581	0.7460808279467416	0.7022571862652656	0.6848736415550797	0.7459888113938739	0.7596861325493388	0.6803921320791443	0.5774407769837278	0.7068499245413707	0.45775302656093186	0.6193118476367672	0.568038404271186	0.683909490091789	0.8983065415174136	0.6666240289599348	0.6489558396384053	0.7740801504622314	0.6522785472507527	0.7352147853410553	0.6691019032764466	0.756098498158405
HMP_2012__SRS012285__bin.37	0.3995494115575453	0.6932582995834228	0.6292583381777219	0.6706618198659331	0.5850394023672778	1.0	0.6635792835450793	0.6166717723708237	0.6213228678458834	0.659582843869175	0.6696366587950378	0.6249951154090151	0.5307734056333204	0.6434731009795717	0.4159626021241337	0.5478972137328165	0.5083853351311844	0.6096283127778488	0.6719055211557063	0.5969857852371981	0.5833677867857944	0.6737783095214548	0.5903543197875384	0.6522475148889569	0.6193844691715974	0.6511393760749116
HMP_2012__SRS017139__bin.47	0.4728261676691171	0.8174822405386006	0.574465566033844	0.8141411516216596	0.6087625718835343	0.567435211999703	1.0	0.6832982681946816	0.7161006740757242	0.8908570744948557	0.9195547964984365	0.6568422398785508	0.5699009100434808	0.7548224878922138	0.4352181876686221	0.6400877040997336	0.5463288862486901	0.7332029735237577	0.7636172371970991	0.6504768858856629	0.6041830647756244	0.8217824641304259	0.5826423438363737	0.8520704933046211	0.6413356105046905	0.7869174030345784
HMP_2012__SRS024649__bin.40	0.4873906439270126	0.8067791151531466	0.6204277144340403	0.8044473071968313	0.6676719413947586	0.6144441346689996	0.796187198369513	1.0	0.7140091138072258	0.7965900132669346	0.7994573054663615	0.7212506489261474	0.5981897363917784	0.7397291814878194	0.46932838547174527	0.6200893114653233	0.5466241419754274	0.7165317541194793	0.7877468322790286	0.6736382164625353	0.651728066296218	0.807489569113038	0.6237141648560826	0.7946807283354804	0.6907814032186737	0.770088350093253
HMP_2012__SRS016746__bin.52	0.5014572698705847	0.8379997863582124	0.6595081480041453	0.8274574247861937	0.685787606650031	0.6520154976360182	0.8788023302142645	0.751996816636114	1.0	0.8917180394164035	0.8949024158228576	0.7435032899316498	0.6301015203498865	0.8246856504101467	0.49444101031302573	0.6605829383238435	0.6056926929952325	0.7715754158041259	0.8117420968992072	0.7063250625610993	0.6834800728407118	0.8343683822304708	0.6594757473539047	0.8606341718520364	0.7215356490685573	0.7973587394932031
HMP_2012__SRS043772__bin.17	0.4947390317335634	0.8554255976333297	0.5838016110234364	0.8563142732885235	0.6187996629826539	0.5733878756793503	0.9056569510666415	0.6950013986471496	0.7386966453857016	1.0	0.9256771066834364	0.6775617155675928	0.583332319820906	0.7866578707767462	0.44750082513891065	0.6713489542858365	0.5619151945922891	0.7642170280991777	0.7802526120312173	0.6659334428485935	0.6162707747330932	0.8603751729436637	0.5890414003750136	0.9139376970844811	0.6517108579054179	0.8153492193368106
