	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.47	ZeeviD_2015__PNP_Main_166__bin.6	LiuW_2016__SRR3993020__bin.68	HMP_2012__SRS024435__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.8	LiuW_2016__SRR3992958__bin.38	LiJ_2017__H2M415914__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.79	VatanenT_2016__G80433__bin.10	HMP_2012__SRS017103__bin.53	XieH_2016__YSZC12003_37830__bin.113	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	WenC_2017__N252__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	ZeeviD_2015__PNP_Main_520__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	XieH_2016__YSZC12003_37332__bin.24	CM_madagascar__A89_01_1FE__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	LiuW_2016__SRR3992987__bin.62	LiJ_2017__H2M515921__bin.40	YuJ_2015__SZAXPI015264-87__bin.24	XieH_2016__YSZC12003_35387__bin.46	LiuW_2016__SRR3992984__bin.72	LouisS_2016__AS66_18__bin.38	XieH_2016__YSZC12003_36244__bin.54
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.47	1.0	0.9941992456717006	0.989739431708748	0.9915895884951461	0.9945195824532976	0.9916813283164362	0.995139470611903	0.9951133171861762	0.9915909379094636	0.9905530717656811	0.994129802028839	0.9910295292609622	0.9948824610948266	0.9961507553755372	0.9938880139586	0.9956343578062816	0.9936303134538385	0.9941795771930243	0.9960623247703196	0.9944238294159161	0.9962937173447114	0.9956017761615361	0.9948407853113698	0.9930496919351914	0.9912587993846098	0.9942364262666857
ZeeviD_2015__PNP_Main_166__bin.6	0.9941992456717006	1.0	0.9894489503971208	0.9912904349475603	0.9941273076996812	0.9911113692603287	0.9938862716520751	0.9935696713132458	0.9913969035031945	0.9905137737352038	0.9938895858354706	0.9909935706763938	0.9938513143774917	0.9947574955688031	0.9932834110407376	0.994125064283966	0.9932626919211835	0.9942602347787602	0.9947303273124366	0.9936302363954431	0.9949457611536207	0.9944700288925701	0.9941325719319861	0.9920311930846254	0.9904520209617911	0.992509917713341
LiuW_2016__SRR3993020__bin.68	0.989739431708748	0.9894489503971208	1.0	0.9868848037053827	0.989389907008225	0.9867751959223302	0.9890700851385862	0.9895051172549502	0.9861772203298067	0.9854193389386269	0.9893465373848616	0.985751371616226	0.9889118138919704	0.9899514751056876	0.9903553539854181	0.9888372163710695	0.9882189789726182	0.9890075878075519	0.9898877892529984	0.9893871521500367	0.9897736061257262	0.9894303149549951	0.9896669845508297	0.9876276726338106	0.9855998653144067	0.9881848139956596
HMP_2012__SRS024435__bin.32	0.9915895884951461	0.9912904349475603	0.9868848037053827	1.0	0.9914179591614218	0.9927991594405303	0.992847085982306	0.9920972622681746	0.9927659312436338	0.9938820568777218	0.9914815115608898	0.9929120154470075	0.9919882741002001	0.9921063935238724	0.9922137701035512	0.9915834281729355	0.9907839829594299	0.9915693089125441	0.992060678707493	0.9920302297241983	0.9922166625656382	0.9919490637609213	0.9920277766872521	0.9901245457973263	0.9940202219777423	0.9905045208966777
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.8	0.9945195824532976	0.9941273076996812	0.989389907008225	0.9914179591614218	1.0	0.991428268380347	0.9942320462536635	0.9945545368956975	0.9909970341535752	0.9903024662349089	0.9938206812914023	0.9909519222806734	0.9939665533200951	0.9950278854551085	0.9936060458146333	0.994586923327357	0.9933652932014483	0.9936959686365504	0.9949557413663905	0.9948124627576467	0.9951614320133529	0.9945610355440826	0.9948031107234119	0.9923030904229191	0.9911865737462081	0.9932132873357148
LiuW_2016__SRR3992958__bin.38	0.9916813283164362	0.9911113692603287	0.9867751959223302	0.9927991594405303	0.991428268380347	1.0	0.9927065925839197	0.9921181227210241	0.9979432893873119	0.9923128465095042	0.9909902150050485	0.9928217885926041	0.9919697081718227	0.9919784541954423	0.9919126527656114	0.9913133813226024	0.9905783734462511	0.9919476809457204	0.9919672241847819	0.9919202380098108	0.9920250327835012	0.9920354638289918	0.9920044682636326	0.990244179219928	0.9927014631683889	0.9907798665180083
LiJ_2017__H2M415914__bin.38	0.995139470611903	0.9938862716520751	0.9890700851385862	0.992847085982306	0.9942320462536635	0.9927065925839197	1.0	0.9948800745237578	0.9924746423836508	0.9911481856349131	0.9936506264740289	0.9917951747315429	0.9988781651107028	0.9959626893596082	0.9935625958771526	0.9951346630338818	0.9928416897597309	0.9941146309875839	0.995945439380941	0.9941551443535414	0.9958434008885654	0.9954479763031037	0.9945594370518446	0.9926227292193515	0.9922193801417676	0.993455806069088
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.79	0.9951133171861762	0.9935696713132458	0.9895051172549502	0.9920972622681746	0.9945545368956975	0.9921181227210241	0.9948800745237578	1.0	0.991939200569538	0.9908710030246514	0.9944701082063816	0.9913599162568666	0.9947330216350307	0.9957732475729952	0.994198742746421	0.9949783470978959	0.9938729214455471	0.9940059790483764	0.9957328376712024	0.9943694918327619	0.9957699052844113	0.9952646108922324	0.9950561102964682	0.9927897551067384	0.991431655934901	0.9937299237835431
VatanenT_2016__G80433__bin.10	0.9915909379094636	0.9913969035031945	0.9861772203298067	0.9927659312436338	0.9909970341535752	0.9979432893873119	0.9924746423836508	0.991939200569538	1.0	0.9926380078575109	0.991569673669241	0.9928191094836941	0.9920067575747815	0.9919929747014515	0.9917662587361838	0.9911758075424302	0.990368511440792	0.991351243178617	0.991895403505003	0.9919308818316228	0.9919373187265568	0.9916540263487879	0.991848549123614	0.9897463591000957	0.9929629379142432	0.9906974864676427
HMP_2012__SRS017103__bin.53	0.9905530717656811	0.9905137737352038	0.9854193389386269	0.9938820568777218	0.9903024662349089	0.9923128465095042	0.9911481856349131	0.9908710030246514	0.9926380078575109	1.0	0.9901333076946267	0.9931580854963309	0.9906186998758114	0.9905777492388689	0.9909524172108372	0.9904507215857247	0.9896205593427474	0.9906213479532852	0.9904073995336485	0.9903878046286136	0.9907453757568401	0.9908050484689869	0.9906303967034575	0.9886394866982012	0.9939399378329649	0.9895521328399722
