	XieH_2016__YSZC12003_37208R1__bin.34	LiuW_2016__SRR3992981__bin.72	BackhedF_2015__SID238_M__bin.45	VincentC_2016__MM065__bin.17	NielsenHB_2014__O2_UC50_0__bin.60	HMP_2012__SRS019685__bin.8	HMP_2012__SRS014235__bin.74	NielsenHB_2014__O2_UC52_2__bin.45	FengQ_2015__SID532779__bin.35	LiuW_2016__SRR3992969__bin.43	ZeeviD_2015__PNP_Main_72__bin.59	LiuW_2016__SRR3992966__bin.49	LiuW_2016__SRR3993051__bin.40	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	LiuW_2016__SRR3992961__bin.10	BackhedF_2015__SID566_M__bin.19	LeChatelierE_2013__MH0189__bin.54	LiuW_2016__SRR3992978__bin.41	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	LiuW_2016__SRR3993043__bin.26	SchirmerM_2016__G89164__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.65	LoombaR_2017__SID5564_meq__bin.19	Obregon-TitoAJ_2015__HCO70__bin.5	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	CosteaPI_2017__SID713A076-11-90-0__bin.44	LiuW_2016__SRR3992958__bin.51	LiuW_2016__SRR3993057__bin.12	NielsenHB_2014__O2_UC52_0__bin.36	LiuW_2016__SRR3993013__bin.11	XieH_2016__YSZC12003_37315__bin.44
XieH_2016__YSZC12003_37208R1__bin.34	1.0	0.9814187887884583	0.9783059165346986	0.9819818910982673	0.9791109927116646	0.9822476224254417	0.981736206694088	0.980530830083718	0.98006142559091	0.982120828992633	0.9814026561761323	0.9807089669607345	0.9775951429459389	0.9811005293729683	0.9827344681948609	0.9807257567570986	0.9805143479734814	0.9802644058610611	0.9800301468601361	0.978921921832298	0.9807636532202288	0.9815034391970231	0.9814807050836487	0.9774318349299926	0.9820077796491281	0.9811172890442854	0.9805359224856108	0.9748237588836878	0.981048458561524	0.9812952125735014	0.9811697746703746
LiuW_2016__SRR3992981__bin.72	0.9814187887884583	1.0	0.9784168721932869	0.981872454880167	0.9798501251148913	0.9817821194264955	0.981723501069302	0.9802889233948197	0.9808163414648674	0.9832564966162576	0.9818567436337323	0.984677107280133	0.9786791005787161	0.9813746713777525	0.9843066859596665	0.9799019992159937	0.9800085342016982	0.9841438481523477	0.9807663317323524	0.9801469101812047	0.9812622602862642	0.9822198585401966	0.9819022116743303	0.9774976679952028	0.9815786879011396	0.9806021734893534	0.9848648074716282	0.9790661223422775	0.9809345277770205	0.9824771284837936	0.9820493815531036
BackhedF_2015__SID238_M__bin.45	0.9783059165346986	0.9784168721932869	1.0	0.9778283126029473	0.9773599539977801	0.980339956619835	0.9793198134814174	0.9776112450221331	0.9790115448515728	0.9788202199994976	0.9784571378414799	0.9783225400221396	0.9729071609043578	0.9779099471981517	0.9786977756932946	0.9780086677482764	0.9775417950759717	0.9774025589806535	0.979563618682955	0.9744371562885008	0.9781671481467178	0.9783108049597239	0.9789711617194853	0.9743591031588359	0.9784229077274782	0.9761355592642083	0.9782276160706396	0.972480743744831	0.9783792318927511	0.9784183816525142	0.9785180751392463
VincentC_2016__MM065__bin.17	0.9819818910982673	0.981872454880167	0.9778283126029473	1.0	0.9798345503691935	0.9824085012360263	0.9820170238080685	0.9807186364570798	0.9802103072198747	0.98338764267454	0.9816801416829064	0.9812521859744887	0.9774938804872692	0.9810489722002075	0.9829159618010445	0.9960858805431075	0.9805629606324575	0.9800673631285134	0.9800850486646993	0.9780374361303218	0.9813946121032855	0.9822530699749855	0.9815972545673373	0.9773053495947841	0.9819045150290621	0.9807433804614819	0.9812007469063518	0.9744450536624558	0.9813528276643291	0.9824932619147811	0.9810086092010837
NielsenHB_2014__O2_UC50_0__bin.60	0.9791109927116646	0.9798501251148913	0.9773599539977801	0.9798345503691935	1.0	0.9810798657950262	0.9798765432098765	0.9945255033681013	0.9781744239149402	0.9804661164059087	0.9805641942811048	0.9780757688404578	0.9754929312191734	0.9792870789237287	0.9812667831720728	0.9792992050309735	0.9794283552270818	0.9773893399507141	0.9784914115011203	0.9766125409476123	0.9792327978658992	0.979361322788349	0.9800128632299213	0.9765528488630426	0.9799762576291879	0.9779323037700921	0.9789119345339632	0.973539416982291	0.9957585618422816	0.9798442782282819	0.9792024645438967
HMP_2012__SRS019685__bin.8	0.9822476224254417	0.9817821194264955	0.980339956619835	0.9824085012360263	0.9810798657950262	1.0	0.9987062468704646	0.9812442239096903	0.9816111303794709	0.9826608786696726	0.9822281244527464	0.9816574108235111	0.9769542864141297	0.9830293720955665	0.9822720991117994	0.9818632619346982	0.9814495986808603	0.9796701949932594	0.981915935451138	0.9788150040243249	0.9823771674620467	0.9822261387587671	0.9837716714178197	0.9788928495800099	0.9831980918658405	0.980203509054542	0.9815907206018059	0.9757318373392677	0.9826343680835818	0.9823243966359422	0.9822099753718615
HMP_2012__SRS014235__bin.74	0.981736206694088	0.981723501069302	0.9793198134814174	0.9820170238080685	0.9798765432098765	0.9987062468704646	1.0	0.9809990965411888	0.9806524790891638	0.9820358872427477	0.9820009757298596	0.9811640146960936	0.9771223895769715	0.9821242138352789	0.9821766223956694	0.9808914197946779	0.9802222763628262	0.9805495669462958	0.9805851639796462	0.9789111098443036	0.9818158791102579	0.9817825869070052	0.9825740673383755	0.9774657154730572	0.9826488170686413	0.9797863553634907	0.9806477979231936	0.9756414722695115	0.9817613032699799	0.9814676420229465	0.9814586178981224
NielsenHB_2014__O2_UC52_2__bin.45	0.980530830083718	0.9802889233948197	0.9776112450221331	0.9807186364570798	0.9945255033681013	0.9812442239096903	0.9809990965411888	1.0	0.9794313974256618	0.9807943789270336	0.9805328859372495	0.9792683399686243	0.9755697533036116	0.9803425988420967	0.9812181691576813	0.9802061036429733	0.9801293303961942	0.9782802494971808	0.9790203342273764	0.9778691605047775	0.9799101875707303	0.9806078069607069	0.981084423260767	0.9769853482304142	0.980750150530988	0.9794576515753091	0.9798667603272077	0.9735524420976839	0.9958570336151179	0.9805717447953151	0.9797489119517911
FengQ_2015__SID532779__bin.35	0.98006142559091	0.9808163414648674	0.9790115448515728	0.9802103072198747	0.9781744239149402	0.9816111303794709	0.9806524790891638	0.9794313974256618	1.0	0.9807469968556962	0.9803730239070845	0.9795440475870051	0.9759282340940156	0.979593991874868	0.9811645609913598	0.9784922384431597	0.9784992130108091	0.9795001820305055	0.9812207501479492	0.976889394660262	0.9795533170270089	0.9796070316963494	0.9803803759417944	0.975933477814425	0.9801468512782685	0.977871843052585	0.9786946856433262	0.9741086847224955	0.9797960422969514	0.9800147580854315	0.9800851662076328
LiuW_2016__SRR3992969__bin.43	0.982120828992633	0.9832564966162576	0.9788202199994976	0.98338764267454	0.9804661164059087	0.9826608786696726	0.9820358872427477	0.9807943789270336	0.9807469968556962	1.0	0.9820290589597892	0.982310361313736	0.9774783600497352	0.9814974533376541	0.9831509362496084	0.9817218777923354	0.9805789145720107	0.9815364183027725	0.9812721473032264	0.9801837427503733	0.9814867329617041	0.9824776092932518	0.9820963827542032	0.9777240728277309	0.9822312999740228	0.9808959799766809	0.9817669500408969	0.9754186293628854	0.9816064925588562	0.998532088065824	0.9812188840948439
