	XieH_2016__YSZC12003_37208R1__bin.34	LiuW_2016__SRR3992981__bin.72	BackhedF_2015__SID238_M__bin.45	VincentC_2016__MM065__bin.17	NielsenHB_2014__O2_UC50_0__bin.60	HMP_2012__SRS019685__bin.8	HMP_2012__SRS014235__bin.74	NielsenHB_2014__O2_UC52_2__bin.45	FengQ_2015__SID532779__bin.35	LiuW_2016__SRR3992969__bin.43	ZeeviD_2015__PNP_Main_72__bin.59	LiuW_2016__SRR3992966__bin.49	LiuW_2016__SRR3993051__bin.40	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	LiuW_2016__SRR3992961__bin.10	BackhedF_2015__SID566_M__bin.19	LeChatelierE_2013__MH0189__bin.54	LiuW_2016__SRR3992978__bin.41	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	LiuW_2016__SRR3993043__bin.26	SchirmerM_2016__G89164__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.65	LoombaR_2017__SID5564_meq__bin.19	Obregon-TitoAJ_2015__HCO70__bin.5	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	CosteaPI_2017__SID713A076-11-90-0__bin.44	LiuW_2016__SRR3992958__bin.51	LiuW_2016__SRR3993057__bin.12	NielsenHB_2014__O2_UC52_0__bin.36	LiuW_2016__SRR3993013__bin.11	XieH_2016__YSZC12003_37315__bin.44
XieH_2016__YSZC12003_37208R1__bin.34	1.0	0.7820755767083689	0.7159805307167408	0.8536727527853015	0.5529148269453262	0.4932333109587239	0.829069002620865	0.5797940411580379	0.8283667322164018	0.9050079772790901	0.7408359109108266	0.9002249828817372	0.8403228689871047	0.874066928190996	0.8225259472386471	0.7322433862790799	0.7297439512660768	0.6832922382592328	0.8123103077239625	0.774464611575656	0.8007157626312541	0.8560649245953176	0.9001858554240438	0.5726640739104183	0.8830541004563746	0.8454141607666283	0.85896305490999	0.6196932542239103	0.7505793224878318	0.8507793447500058	0.8573419638610705
LiuW_2016__SRR3992981__bin.72	0.775339182217395	1.0	0.6930178556380557	0.7671082534005166	0.49837481457503746	0.4777062012527972	0.7742844836926354	0.5425597941164275	0.7709090471330525	0.8163326453604635	0.6901359939112395	0.8611141950249263	0.7817630118498088	0.8201247446853761	0.7602256265658294	0.6687283559410225	0.6666276532991264	0.6635030169594454	0.7788577421024683	0.73284961216254	0.7423666445070739	0.8004031529934845	0.8411825999489037	0.5396518491667415	0.8389307483744802	0.7705820036463008	0.806462486306308	0.5811094599167744	0.6978419142677905	0.7738939041501752	0.7948594649327788
BackhedF_2015__SID238_M__bin.45	0.8242741255917084	0.8047701705130146	1.0	0.8128379873950069	0.5676207784340451	0.5588337857306508	0.8680832721723226	0.6356566750932947	0.822858296733808	0.8777548666689965	0.7358993775168241	0.8977908254600667	0.8334781781396956	0.8705079664643499	0.8070884640625667	0.7832508145093333	0.749395185560565	0.6722468807884528	0.8511849703126396	0.7696773416900632	0.806531607622021	0.8510878893432278	0.9071867100036114	0.6025916735594155	0.9263947622875383	0.8203955467017712	0.8339107709393943	0.6063770547187175	0.7892100327357029	0.8184539273135366	0.8481257548045371
VincentC_2016__MM065__bin.17	0.853426339880345	0.7735497850971463	0.705843078091374	1.0	0.5503023746883352	0.4845750804410415	0.8126976462185798	0.5726923318156711	0.8118026953734345	0.8841318538431293	0.7375608913899254	0.885502268400277	0.8284223439619143	0.8640598666138823	0.8005628681050174	0.7532801938003578	0.7062511001420996	0.6793897608721016	0.7933506568480599	0.7741641786313793	0.7813838084710772	0.83923324226461	0.8883220042582665	0.5657202128728597	0.8762418538903385	0.8207495061584352	0.8363575298277608	0.6052875611274358	0.7291644045609447	0.8361187863468403	0.8459538038108585
NielsenHB_2014__O2_UC50_0__bin.60	0.8334926546111306	0.7578035222883688	0.743243930367788	0.8297940280961378	1.0	0.5768921774608528	0.8313631731917204	0.711816282905776	0.8037541516752124	0.8903022155149094	0.7515859246769676	0.9164244644262706	0.8427326107604912	0.8658274164122611	0.7959938495207142	0.762670617834356	0.7792285053562458	0.6925360354222048	0.7994402738427683	0.7870559258362841	0.7861701673280195	0.8496569846787168	0.8925476285875253	0.6101635449865662	0.8554464487287179	0.8332251982532964	0.8549613662850414	0.6108825246253068	0.8912428890167978	0.8391509328430306	0.8449454816146634
HMP_2012__SRS019685__bin.8	0.8437848024863329	0.8243225308339209	0.8304079529415566	0.8292123342608226	0.6546820127478803	1.0	0.9069160077876786	0.7070203359042213	0.8263721628580364	0.912004311613312	0.7767620661121735	0.933494287920212	0.8653578719833999	0.9025420745830627	0.8161955552067692	0.8039000712062477	0.7940685311085901	0.701118411258204	0.8643734484943398	0.8084124930611416	0.8288695748513843	0.879864558100028	0.9307556748609632	0.6401857132800229	0.922904522462282	0.8426838177166223	0.8728212561613024	0.6294747702530996	0.8561899233349914	0.8482856836203703	0.8712771077107018
HMP_2012__SRS014235__bin.74	0.851486410740874	0.8021296894843725	0.7744225249063091	0.8349133830662734	0.5664143991342117	0.5444710730688994	1.0	0.6011013580598472	0.8242559285641535	0.8965211191782216	0.7461167359172567	0.9120091401079048	0.8524363112819223	0.8922767058197517	0.8108367646844854	0.7504394415887382	0.7498629884522303	0.6888614981268737	0.8595900115637054	0.7852441854100543	0.8164183830350951	0.8714308578412523	0.9077605696354696	0.5866789440099105	0.9238652291366575	0.8358625907549943	0.8661838871648413	0.6170452758210474	0.772122255178898	0.8471366838286188	0.870225294791344
NielsenHB_2014__O2_UC52_2__bin.45	0.8135724624167802	0.7679396510187062	0.7747733079386476	0.8038393054073831	0.6625930410104611	0.5799293631417972	0.8212647045737886	1.0	0.7885144582156762	0.858362781134601	0.7584942667899798	0.8845775561843222	0.8293980721116937	0.8400901561829969	0.7816741749488114	0.7659744658454414	0.7838267910779079	0.6367805798810855	0.7940323119608402	0.7660236901368719	0.7704860614792468	0.8266310989607049	0.8869535748668341	0.5944107710322618	0.8711582570435701	0.8044830076799361	0.8186851623786314	0.6143655414814051	0.8999289087637224	0.795062235596925	0.8310887371981345
FengQ_2015__SID532779__bin.35	0.7899661089351978	0.741559400717451	0.6816169923674337	0.7743934605942387	0.5084701928471068	0.4606617893041138	0.765351339945136	0.5358867003947524	1.0	0.8213224205991796	0.6909653420758727	0.842868465612278	0.7712076490357644	0.8116202347927678	0.7614687929428355	0.6810798048368751	0.6755084946397049	0.633506219795264	0.7658750173701356	0.7146318303233676	0.7311939330619304	0.793113320192075	0.8534443049115022	0.5362456831996048	0.8377417022218334	0.7750573857817076	0.8046638171066244	0.5733759566441413	0.6933945877230455	0.7852131251318843	0.8216382997339153
LiuW_2016__SRR3992969__bin.43	0.8681824035681859	0.7899193055187932	0.7314107911476168	0.8484006391360145	0.5665685786601312	0.5114181817240493	0.8373982582314	0.5868227704824778	0.8262023762450565	1.0	0.7473548919856252	0.9094939137761768	0.8491254592414887	0.8800759249060485	0.8163797694942633	0.7380409536302809	0.7322236251230415	0.6896870395046372	0.8186286533036587	0.7786334681800737	0.8041102477266859	0.8604184153491012	0.9118825843201996	0.5744315824829102	0.8907068355066072	0.8389857436945505	0.8606779268332934	0.6202007363395678	0.7548069486950325	0.8720847832431946	0.860825479497622
