	LiuW_2016__SRR3993044__bin.127	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	LiJ_2014__V1.FI06__bin.82	VatanenT_2016__G78855__bin.3	VatanenT_2016__G80489__bin.4	VatanenT_2016__G78692__bin.8	CosteaPI_2017__donald1-11-0-0__bin.15	CosteaPI_2017__donald3-11-7-0__bin.57	LiuW_2016__SRR3993005__bin.29	CosteaPI_2017__donald4-11-0-0__bin.31	LiuW_2016__SRR3993002__bin.44	CosteaPI_2017__SID713B058-11-90-0__bin.68	CosteaPI_2017__donald3-11-30-0__bin.17	CosteaPI_2017__SID713A038-11-90-0__bin.46	LiSS_2016__FAT_008-22-14-0__bin.30	LouisS_2016__AS44_12__bin.19	LiuW_2016__SRR3992982__bin.40	ZeeviD_2015__PNP_Main_613__bin.30	CosteaPI_2017__SID713A014-11-0-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	CosteaPI_2017__donald1-11-7-0__bin.11	VatanenT_2016__G80485__bin.3	ZeeviD_2015__PNP_Main_480__bin.15	VatanenT_2016__G80601__bin.7	LouisS_2016__AS44_6__bin.16	ZeeviD_2015__PNP_Validation_58__bin.38	ZellerG_2014__CCMD72895164ST-21-0__bin.2	ZeeviD_2015__PNP_Main_679__bin.10	ZeeviD_2015__PNP_Main_549__bin.23	NielsenHB_2014__V1_CD29_0__bin.19	CosteaPI_2017__SID713B020-11-90-0__bin.54	BackhedF_2015__SID268_12M__bin.3	LeChatelierE_2013__MH0405__bin.18	LouisS_2016__AS44_0__bin.3	VatanenT_2016__G80366__bin.8	ChengpingW_2017__AS17raw__bin.43	LiuW_2016__SRR3993001__bin.32	LeChatelierE_2013__MH0413__bin.33	LiuW_2016__SRR3992997__bin.26	CosteaPI_2017__donald3-11-0-0__bin.14	ZeeviD_2015__PNP_Main_597__bin.27	ZeeviD_2015__PNP_Main_466__bin.17	LeChatelierE_2013__MH0181__bin.36	BackhedF_2015__SID268_4M__bin.1
LiuW_2016__SRR3993044__bin.127	1.0	0.9949798166850358	0.9962748033924013	0.9958235775570924	0.996152305629738	0.9964519619120861	0.9956967712252023	0.9949376951399859	0.9992309308394624	0.9951679043477497	0.9990336577158372	0.9935796051438851	0.9955741349353076	0.9988596748588665	0.9955180942785857	0.9958015994086601	0.9949843978715137	0.9941036710141411	0.9991998224121998	0.994689074590389	0.9954429343725146	0.9948079833147412	0.9989562183989308	0.9953667732732021	0.9941822455906081	0.9801503987513948	0.9950551438673237	0.995476551922209	0.9951402932696	0.9945156835909179	0.994544734053603	0.9951340562005749	0.9945601310248011	0.995851159307774	0.996033494931688	0.9918266409590074	0.999034921975822	0.9895178034817564	0.9992353323693133	0.995861827451337	0.9978816556564608	0.9989595811947964	0.9945707357681864	0.9952262670502964
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	0.9949798166850358	1.0	0.9971741811634026	0.9961606074237214	0.996219611492381	0.9964527449183606	0.9962035842460356	0.9956429787538625	0.9962731082509122	0.9960424235321692	0.9943310620274971	0.9927831564564796	0.9961864817070374	0.9948158297718914	0.9961993677373281	0.9968482443012099	0.9957124793047742	0.9955574653753346	0.995575092571646	0.9993502145753059	0.9960130946979849	0.9957567533112144	0.9949785360135596	0.9950265839499215	0.9948831702162737	0.9805931409713241	0.9939476601263818	0.9958940489066564	0.9961761983719736	0.9950293522600574	0.9951607752269732	0.9964524165779023	0.9951376592032949	0.9965896036576128	0.9964044396815361	0.9938829324795498	0.9951529412470306	0.9907124431506211	0.995350400537785	0.99644427629788	0.994001258354196	0.9953116380251161	0.9951575657133108	0.996319913985638
LiJ_2014__V1.FI06__bin.82	0.9962748033924013	0.9971741811634026	1.0	0.9981672135546908	0.9983896820920776	0.9973288605469934	0.9977961576547631	0.9972135202173407	0.9965216431838335	0.9976136495932721	0.9957290104691521	0.9950888107812234	0.9976604505465337	0.995978392045335	0.9967851635642692	0.999541707502628	0.996917895442196	0.9958368990627056	0.996316865766222	0.9968688428303903	0.9972173831937329	0.9982604129437306	0.9962651602452012	0.9976263960514334	0.9979290838839522	0.9814674462697582	0.9956213256946114	0.9973067264344382	0.9978323393816352	0.9960161687041437	0.9980246130034612	0.997319410858535	0.996269494705119	0.9992407460001893	0.9982413833866918	0.9945982452129777	0.9961889589068728	0.9911809739588031	0.9964634685653445	0.9977135138653821	0.9959982725183749	0.9961050624888347	0.9982084970186079	0.9971927825209866
VatanenT_2016__G78855__bin.3	0.9958235775570924	0.9961606074237214	0.9981672135546908	1.0	0.9996569075937786	0.9968848705917497	0.9976329487538557	0.9968596504388268	0.9967812656088648	0.9974924624450455	0.9951373694472493	0.993972634793712	0.9975846328291211	0.9957370634193567	0.9965645439942513	0.9979919142312612	0.9954618275769119	0.9955926059820769	0.9959048872083185	0.9955388506963092	0.9972137433491174	0.9968023570032211	0.9957217006011917	0.9987618997424644	0.997041490641319	0.9805458450518078	0.9957894314226854	0.9961644477933635	0.9972221308634417	0.995019557075599	0.9985245534155761	0.9964386603019295	0.9959022948528734	0.9980650141368491	0.999815772842596	0.994107999122468	0.9958894452181747	0.9881012290048846	0.9961559121104498	0.9975774249702963	0.9947739669766609	0.9959286725843075	0.9968835170126294	0.9960753287258894
VatanenT_2016__G80489__bin.4	0.996152305629738	0.996219611492381	0.9983896820920776	0.9996569075937786	1.0	0.9977768817825969	0.9980791888458631	0.9974320703271907	0.9973852327142885	0.9980262766527012	0.996010212817475	0.9943967962292602	0.9980958548072016	0.9955864053701562	0.9976282593073026	0.9980033755432223	0.9938866162083101	0.996145533499995	0.9960516977506554	0.99587610237758	0.997663435888507	0.9974036257061145	0.9962904333581862	0.9990527493095341	0.9976452927931243	0.9808607509397306	0.996898713395329	0.9949303312020498	0.9976934237479355	0.9960117837801263	0.9983667207253695	0.9968426788852065	0.9972606388722903	0.998237144370408	0.9996889279403967	0.9948201803242037	0.9964225996789668	0.9878313384399595	0.9962319336030235	0.9981060964217231	0.9956388068207381	0.9967888533454031	0.9973534049587204	0.9964087384296548
VatanenT_2016__G78692__bin.8	0.9964519619120861	0.9964527449183606	0.9973288605469934	0.9968848705917497	0.9977768817825969	1.0	0.9971150285949058	0.9964580509323309	0.9968825365104613	0.9970973740552069	0.9961274677210649	0.9947026325196072	0.9970717104419455	0.9962971620303435	0.9985430694670256	0.9969880196204532	0.9953302024202247	0.9955491567353841	0.9965118553904599	0.9964727062407847	0.996859038092088	0.996595355640885	0.996539937402648	0.9964731187523818	0.9959062097803458	0.9800389889531299	0.9964814012083119	0.9957074009408321	0.9970203795504736	0.9960712152142175	0.9966635535440828	0.9972534495102796	0.9975866902384345	0.9969451736822686	0.997105685605038	0.9937913195423806	0.9966582535828417	0.9897735815315122	0.9963621314392005	0.9972175574366042	0.9965383128474647	0.9967337864739816	0.996030897807911	0.9968145423240042
CosteaPI_2017__donald1-11-0-0__bin.15	0.9956967712252023	0.9962035842460356	0.9977961576547631	0.9976329487538557	0.9980791888458631	0.9971150285949058	1.0	0.9992354695193488	0.9967408589862197	0.999639069273507	0.9954062721415341	0.9934136146605761	0.999668829727048	0.9959398166918448	0.9967232359703507	0.9972945364807735	0.996016198885808	0.9958108510390244	0.996036166189651	0.9955982367954914	0.9995930962580573	0.9960864685939805	0.9960358374092797	0.9970178405756571	0.9960088024331254	0.9808922901064127	0.9959789748021606	0.9966195061501342	0.9967000646055953	0.994944882699855	0.9961087029827762	0.9963789292579223	0.9949004014356986	0.997362916191801	0.9976084508358176	0.9941958884914315	0.9959917119743639	0.9893015428073574	0.9961780872779896	0.9998100237724892	0.9949538223534511	0.9961777012464972	0.9962377244491486	0.9965117037639224
CosteaPI_2017__donald3-11-7-0__bin.57	0.9949376951399859	0.9956429787538625	0.9972135202173407	0.9968596504388268	0.9974320703271907	0.9964580509323309	0.9992354695193488	1.0	0.9960729334838353	0.9991426488145317	0.9945198053795418	0.9924573447023788	0.9992269393188691	0.995314945861082	0.9962338664679802	0.9965675311359765	0.9950119119852853	0.9951385978566725	0.9952630035252857	0.9951218008132512	0.9986946315960282	0.9949016504556598	0.9952348464653675	0.9967542630139835	0.9955825957173359	0.979954672539647	0.9955759853619446	0.9958572140895425	0.9960690382323278	0.99480128447579	0.9952896311592783	0.9956974391152336	0.9945500403495295	0.996391593226055	0.9967879213178492	0.9937572695912583	0.9950083252173743	0.988719861865571	0.9953788569348866	0.9992473904995105	0.9942984223224608	0.9953445552779758	0.9958735238241018	0.9962252210919331
LiuW_2016__SRR3993005__bin.29	0.9992309308394624	0.9962731082509122	0.9965216431838335	0.9967812656088648	0.9973852327142885	0.9968825365104613	0.9967408589862197	0.9960729334838353	1.0	0.9962687560380233	0.9987151755257347	0.9939253722489174	0.9966001442610799	0.9989426510717633	0.9962900725515162	0.9963521129195573	0.9956713137913794	0.9948315973753987	0.9993290575598214	0.9958963026346747	0.9963440803609649	0.9954829820065472	0.9990838694949568	0.9959178032774234	0.9947383744750142	0.9807883654385459	0.995887811400002	0.9960453339763684	0.9964154818961698	0.9955992483998946	0.9958843527964469	0.9966090262415666	0.9961291221425194	0.9964405750724405	0.9970484534368405	0.993283510533292	0.9991903617097575	0.9904337524689815	0.9999407617551399	0.9967994346477715	0.9983858644855282	0.9991137890304944	0.9953813130095027	0.9961823427172722
CosteaPI_2017__donald4-11-0-0__bin.31	0.9951679043477497	0.9960424235321692	0.9976136495932721	0.9974924624450455	0.9980262766527012	0.9970973740552069	0.999639069273507	0.9991426488145317	0.9962687560380233	1.0	0.9949599744165785	0.9929319585941655	0.9996006867183882	0.9955588865824302	0.9966157611343588	0.9972332248488365	0.995458788913712	0.9957872700844396	0.9956137505028615	0.9952103008289898	0.9992084315287975	0.9958736798615953	0.995508813952618	0.9973508824336762	0.996191769695275	0.9808248279600109	0.9960688184313955	0.9961397503542886	0.9963023885924109	0.994846695334087	0.9959012063016279	0.9961523154837187	0.9947534530509318	0.9970034085218431	0.9974175335597433	0.9941688500306395	0.9954106164584307	0.989587539350454	0.995748738790809	0.9996634007789049	0.9947824480024956	0.9957784166586867	0.9962914323360922	0.9962976635878941
LiuW_2016__SRR3993002__bin.44	0.9990336577158372	0.9943310620274971	0.9957290104691521	0.9951373694472493	0.996010212817475	0.9961274677210649	0.9954062721415341	0.9945198053795418	0.9987151755257347	0.9949599744165785	1.0	0.9930826325085002	0.9953149864508289	0.9984858597378805	0.9951095912788211	0.9952434204438805	0.994526400695047	0.9937970132185661	0.998776771483133	0.9944138184490996	0.9950434819434779	0.9942826390134659	0.9986458230781218	0.99496313342413	0.9937878877706798	0.979605830790252	0.9947202826201657	0.9949065194148904	0.9946322478085292	0.9944106408640804	0.9941465907718037	0.994792615024163	0.9942254313369131	0.9952705860649761	0.9955327439374615	0.9916802850734457	0.9985101619391309	0.9890788051356024	0.9988005329265659	0.9954230803058841	0.9978786147962082	0.9986398970346384	0.9944153629201952	0.9947715759299192
CosteaPI_2017__SID713B058-11-90-0__bin.68	0.9935796051438851	0.9927831564564796	0.9950888107812234	0.993972634793712	0.9943967962292602	0.9947026325196072	0.9934136146605761	0.9924573447023788	0.9939253722489174	0.9929319585941655	0.9930826325085002	1.0	0.9932622097492928	0.9936918806294814	0.9940900767644005	0.994475663363404	0.993017798453551	0.9919755747758529	0.9939438402488712	0.992509906402112	0.9931044380969223	0.9934563832268144	0.9936370230161393	0.9933942648952543	0.9935856961479985	0.9779741968125474	0.9931899109792285	0.9931489208587679	0.9936191249433248	0.9921886134458957	0.9928341237194435	0.9934900497628164	0.9922875208167372	0.9943205267157024	0.9939688066890469	0.9896572613059555	0.9938488687691155	0.9870304563747434	0.994023511911725	0.9934553367047536	0.9936287124846196	0.9938590757178989	0.9935323646592868	0.9935053067833681
CosteaPI_2017__donald3-11-30-0__bin.17	0.9955741349353076	0.9961864817070374	0.9976604505465337	0.9975846328291211	0.9980958548072016	0.9970717104419455	0.999668829727048	0.9992269393188691	0.9966001442610799	0.9996006867183882	0.9953149864508289	0.9932622097492928	1.0	0.995928925710642	0.9966094985193661	0.9972700962152989	0.9958005785891029	0.9964801070302297	0.9959396301097077	0.9955515047384248	0.9993578503594528	0.9962914823972377	0.9959116022099448	0.9972387906963145	0.9962029024097989	0.9811624521512075	0.9960534160595419	0.996383375135681	0.9964964501291573	0.9951192290087345	0.9959889352376607	0.9961818980197278	0.9951072050370865	0.9971841189905533	0.9975571309298487	0.9949139209781094	0.9957833379261384	0.989784255132079	0.9960402168666246	0.999710124967889	0.994920011952913	0.9961376704215761	0.9964990477625109	0.9963934945473774
CosteaPI_2017__SID713A038-11-90-0__bin.46	0.9988596748588665	0.9948158297718914	0.995978392045335	0.9957370634193567	0.9955864053701562	0.9962971620303435	0.9959398166918448	0.995314945861082	0.9989426510717633	0.9955588865824302	0.9984858597378805	0.9936918806294814	0.995928925710642	1.0	0.995943129977036	0.9954634623037507	0.9945369229076502	0.9938183161257789	0.9991662608182798	0.9950146505617115	0.9956578070237214	0.9952195152321787	0.9987662034178224	0.9952293845159764	0.9940063150288633	0.980082100982915	0.9950540505663149	0.994925324947033	0.9954895180164433	0.9953237941068297	0.995012060462481	0.9957220484757987	0.9954185042367141	0.9954268952372352	0.9958961174461278	0.9926258261254519	0.9986328182896934	0.9897899140501861	0.9989336097919405	0.9960686902678155	0.9985743111298933	0.9990295224579592	0.9947676045053193	0.9951980034728435
