	LiuW_2016__SRR3993044__bin.127	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	LiJ_2014__V1.FI06__bin.82	VatanenT_2016__G78855__bin.3	VatanenT_2016__G80489__bin.4	VatanenT_2016__G78692__bin.8	CosteaPI_2017__donald1-11-0-0__bin.15	CosteaPI_2017__donald3-11-7-0__bin.57	LiuW_2016__SRR3993005__bin.29	CosteaPI_2017__donald4-11-0-0__bin.31	LiuW_2016__SRR3993002__bin.44	CosteaPI_2017__SID713B058-11-90-0__bin.68	CosteaPI_2017__donald3-11-30-0__bin.17	CosteaPI_2017__SID713A038-11-90-0__bin.46	LiSS_2016__FAT_008-22-14-0__bin.30	LouisS_2016__AS44_12__bin.19	LiuW_2016__SRR3992982__bin.40	ZeeviD_2015__PNP_Main_613__bin.30	CosteaPI_2017__SID713A014-11-0-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	CosteaPI_2017__donald1-11-7-0__bin.11	VatanenT_2016__G80485__bin.3	ZeeviD_2015__PNP_Main_480__bin.15	VatanenT_2016__G80601__bin.7	LouisS_2016__AS44_6__bin.16	ZeeviD_2015__PNP_Validation_58__bin.38	ZellerG_2014__CCMD72895164ST-21-0__bin.2	ZeeviD_2015__PNP_Main_679__bin.10	ZeeviD_2015__PNP_Main_549__bin.23	NielsenHB_2014__V1_CD29_0__bin.19	CosteaPI_2017__SID713B020-11-90-0__bin.54	BackhedF_2015__SID268_12M__bin.3	LeChatelierE_2013__MH0405__bin.18	LouisS_2016__AS44_0__bin.3	VatanenT_2016__G80366__bin.8	ChengpingW_2017__AS17raw__bin.43	LiuW_2016__SRR3993001__bin.32	LeChatelierE_2013__MH0413__bin.33	LiuW_2016__SRR3992997__bin.26	CosteaPI_2017__donald3-11-0-0__bin.14	ZeeviD_2015__PNP_Main_597__bin.27	ZeeviD_2015__PNP_Main_466__bin.17	LeChatelierE_2013__MH0181__bin.36	BackhedF_2015__SID268_4M__bin.1
LiuW_2016__SRR3993044__bin.127	1.0	0.7969687033673633	0.8379621985526164	0.802614854529538	0.3961153358484453	0.8396032000697834	0.9025780936032873	0.6921856551388972	0.9223624035415102	0.7502725916141474	0.8289339642920562	0.6338529967943226	0.8574883252905827	0.8776675036527277	0.7187898178464951	0.8225950410133555	0.8316910337608607	0.33825192449679586	0.9044683217391034	0.5008395821715739	0.8373695065001417	0.67405870221469	0.6525854925185284	0.4335223042247027	0.44532902586660766	0.48812668812092475	0.47761906022872774	0.8692452016087577	0.6660873445838382	0.6330025109581829	0.6655705887667333	0.7383385307467764	0.6621250307639108	0.8451749726629553	0.8404778297346049	0.3501610627023019	0.8989541828014942	0.3485297965999259	0.9388709411108652	0.9124941976927845	0.5246418925023287	0.8494982756633322	0.5759673886969499	0.6089720025047275
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	0.9312352259981481	1.0	0.8958094731070507	0.8434141225238261	0.39749783295680247	0.8708337599166399	0.9370567799444418	0.7405399748372726	0.9381829598738679	0.7734676558849157	0.8246854090308255	0.674461196844876	0.8894532680831507	0.8989227349563974	0.7451848413906388	0.8813415874359272	0.8803541892755818	0.3426157860849663	0.9191407360894027	0.5290565797346766	0.9080290941190656	0.7001526599459889	0.6573596427165734	0.4522661242802118	0.45306286814139357	0.5002477595844738	0.47981680806481336	0.9292745353654625	0.6929983459943259	0.6460787324901771	0.7046974216167394	0.7572597653450548	0.6904352059771716	0.883034269996519	0.8791420101515451	0.34592152232225126	0.9059960549575805	0.3481119991627592	0.9459256175219946	0.944368076552934	0.5139876097456654	0.8693867893406501	0.5945401886977036	0.6223529652658808
LiJ_2014__V1.FI06__bin.82	0.9245952017159563	0.8459111119513675	1.0	0.8438374928888529	0.4046577798096705	0.8822003048984847	0.9347518961626446	0.7251831711161106	0.9546321710868927	0.776883573121497	0.81431312765003	0.6506837013369816	0.8947030333446195	0.8950338842932594	0.7465905165227823	0.8930848714321806	0.8796072068789498	0.35850020538539407	0.9282199531480683	0.5265295196387967	0.8820254265399178	0.7416810321862115	0.6719926508121746	0.4570813274599413	0.4704214955150361	0.5091267597403379	0.4910386657339821	0.9205944832967535	0.6893038896040616	0.6528243499423374	0.7270191790427838	0.7577466386402971	0.6957262650966858	0.9070454924351145	0.8816868414132577	0.36827663607942485	0.9167192304320999	0.36354117074830744	0.9478329692540644	0.9483262379411275	0.5251975223131036	0.874480735881258	0.6270192649780951	0.6346425864466264
VatanenT_2016__G78855__bin.3	0.9024245542213514	0.8115708703219239	0.8598749958952242	1.0	0.45160764911282114	0.8737620543581772	0.932645336427422	0.7273189793885526	0.9069724268528957	0.7891769650929867	0.8120857733944853	0.6472423569075167	0.8967654366934116	0.8799426425999103	0.7480911150760204	0.8506063027463687	0.8569839202250511	0.36535481681754	0.9100889915386889	0.5372956642621802	0.8531068226846328	0.7066028875729282	0.668684392000613	0.48953927996759966	0.4761649353634642	0.5051269196668017	0.5212644898584673	0.904155346607266	0.6903361537703734	0.6606079446566766	0.7138224766575084	0.7648013835830861	0.6951953325962981	0.8814501351839488	0.9053353328152195	0.37498210317764374	0.8838490756044967	0.37482973390106944	0.9289171054215879	0.9436724060553652	0.5371472355703449	0.856305701807196	0.627305187341966	0.6289606707750911
VatanenT_2016__G80489__bin.4	0.9041393715834851	0.7764801564374916	0.8370943513621617	0.9167930314208257	1.0	0.8820390204879783	0.9246397937869428	0.7543620283542953	0.8866041509266256	0.835082885205102	0.8190044886893916	0.6248220079107595	0.8987369450246656	0.8868121416825919	0.7847695657970758	0.8530314208257411	0.8504128705390872	0.44449580018665835	0.9168890271543486	0.6074521132394115	0.8250762188347185	0.7501737700546642	0.723325185547309	0.5446629038709391	0.5422878983156305	0.5160623972267899	0.5882929647571219	0.9035891738144971	0.7420185769521355	0.6803688724945558	0.770431536376161	0.7967121461268388	0.7387431669703568	0.9029580907515222	0.9283578507621884	0.44691791475934406	0.8734394026932136	0.4669890227101018	0.9324847784542909	0.9382702990978179	0.5900911070619084	0.8691240389316031	0.6869979112039465	0.67350428869828
VatanenT_2016__G78692__bin.8	0.9160722897197254	0.8131539757433872	0.872359825542736	0.8479009680976043	0.42162828196134833	1.0	0.9393992568783367	0.727117567455605	0.9223983837422486	0.7798333181083326	0.8105124735244319	0.6432000543851188	0.8952262187259011	0.8891852216937141	0.763538176866355	0.8654966784713533	0.8594199912049066	0.35667205560878407	0.9154710792259467	0.5197347875687516	0.8618069880628914	0.694733353586125	0.6668031959755012	0.46217408761527623	0.4727800355627691	0.49982473545676065	0.5000864638413314	0.9035581888905648	0.6755999889530228	0.6623793064622692	0.6946403040468052	0.7658079058117723	0.6921721543942538	0.8943645544987753	0.8693185077233242	0.3682684075569822	0.9014813571636461	0.38096138444118227	0.9410826462609169	0.945639099501399	0.5268065525570566	0.8656075731278029	0.6196925116365034	0.641519639188727
CosteaPI_2017__donald1-11-0-0__bin.15	0.8829031578538372	0.7844694951067912	0.828700171303257	0.811411379610227	0.39626629752217857	0.8422147297945389	1.0	0.7134474009101891	0.8791007359907114	0.785992444676895	0.7770554962366233	0.6222346066100887	0.9106945114771658	0.8505791436665601	0.7095897445078774	0.8263631789039105	0.8230491065527591	0.33512966212841916	0.8750716620529955	0.48559159429354837	0.8721480407547094	0.6772318277413759	0.6381116796670995	0.4277842683651986	0.4386117617570526	0.4798574872703434	0.4754451999090344	0.8669803734540519	0.6540820800489416	0.6262575857021014	0.66502728014844	0.7376995538192017	0.6579256421205645	0.8570693924848267	0.8378790089323773	0.3481074932699571	0.8609739030134822	0.34819853502764964	0.8983623530523177	0.9723054020522107	0.4958595046642712	0.830364826035962	0.5851375663814405	0.6051522778152567
CosteaPI_2017__donald3-11-7-0__bin.57	0.9254946922504984	0.8473868419463206	0.8787631704457177	0.8649132453186212	0.44189331600530674	0.8910463878770459	0.9751805176331415	1.0	0.9226080762766402	0.8440373468958464	0.8272549864937196	0.6647516281472132	0.9442217695830651	0.895202406762929	0.7762513355284943	0.887670859132724	0.8700585445707253	0.3894541671613069	0.9152051350940441	0.5545442333285431	0.9357254132588562	0.7482213780363097	0.6881465467867133	0.4891252054058444	0.500137457903517	0.5261373079494405	0.5343040777095348	0.9171826544787326	0.7240532586895263	0.6984319385521517	0.7563678415152026	0.7857426996315712	0.746924900082683	0.8860791590908618	0.8852861727762539	0.39013572926624557	0.8995286860065771	0.4084582429964157	0.9313054127173553	0.9927126484180887	0.5512488883612727	0.8708661097538879	0.6504065421631292	0.6557408460325692
LiuW_2016__SRR3993005__bin.29	0.9471185874084601	0.8244649159356404	0.8884062920111867	0.828310451523539	0.39885845533988423	0.8680917714255553	0.9228117794869046	0.7085470297366225	1.0	0.763282632670378	0.8152923318812775	0.6364655301336921	0.8773431295789944	0.9047841069856231	0.7280602138017019	0.8526540473492316	0.8560257387371033	0.34266173282224804	0.9308923226043276	0.5128625707867254	0.862761124142382	0.698831424227714	0.6650153429552363	0.4437748868172145	0.4563051668611361	0.49506002426402196	0.4801325324233392	0.9001748225183559	0.672706813999557	0.6466353862849895	0.6736309101567405	0.7586017717374527	0.6747277495159592	0.873586764671776	0.8608505523383911	0.35209263194261725	0.933674607788959	0.35169356315643413	0.9854671783917447	0.9351481232970599	0.5146923691490238	0.872320381058708	0.5940998599660432	0.6286604964287742
CosteaPI_2017__donald4-11-0-0__bin.31	0.9067282993685188	0.7999855048318796	0.8509162546368066	0.8482595915186324	0.44215439613035484	0.8637821282107033	0.9710647265731257	0.7629014055606854	0.8983399267523388	1.0	0.8185049645950813	0.6395861158879278	0.936596346276389	0.8820756892499504	0.7489531006011729	0.837110077624449	0.8400566441050316	0.38011978279837694	0.9026654166937275	0.5430087639292448	0.8875457327260423	0.7260234388750997	0.6884946014911199	0.4651024121277495	0.49293125242958785	0.5075727840982359	0.5356468186400332	0.8855724132478306	0.711766405659516	0.6854007302176252	0.7230293395380183	0.7810104826420362	0.7121504334902388	0.8713784434260177	0.8762983293848118	0.38786905027470225	0.8711101886913216	0.39100668942596306	0.9194383969473553	0.9853768226026733	0.5522833184146051	0.8613221852313062	0.6447968464538136	0.6604502161568414
