	BritoIL_2016__W2.5.ST__bin.78	CosteaPI_2017__SID713B046-11-90-0__bin.66	BritoIL_2016__WL.37.ST__bin.29	XieH_2016__YSZC12003_36696__bin.110	RampelliS_2015__H14__bin.28	BritoIL_2016__W1.9.ST__bin.81	LeChatelierE_2013__MH0426__bin.42	NielsenHB_2014__MH0094__bin.25	KarlssonFH_2013__S577__bin.22	RampelliS_2015__H4__bin.4	LeChatelierE_2013__MH0267__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.35	ZeeviD_2015__PNP_Validation_68__bin.20	BritoIL_2016__W2.7.ST__bin.26	LiJ_2014__MH0346__bin.53	BritoIL_2016__M1.15.ST__bin.37	RampelliS_2015__H3__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	LeChatelierE_2013__MH0094__bin.24	LiJ_2014__MH0402__bin.29	CM_madagascar__A79_02_1FE__bin.22	XieH_2016__YSZC12003_37406__bin.2	ZellerG_2014__CCIS07648107ST-4-0__bin.16	XieH_2016__YSZC12003_35723__bin.27	ZeeviD_2015__PNP_Main_729__bin.23	ZeeviD_2015__PNP_Main_443__bin.2	BritoIL_2016__W1.2.ST__bin.8	WenC_2017__RA025__bin.37	ZellerG_2014__CCIS05314658ST-4-0__bin.73	ZeeviD_2015__PNP_Main_502__bin.13	BritoIL_2016__W2.11.ST__bin.19	CM_madagascar__A08_01_1FE__bin.48	LeChatelierE_2013__MH0250__bin.57
BritoIL_2016__W2.5.ST__bin.78	1.0	0.7867596959767976	0.74521785821064	0.9420000691516516	0.7859715705357015	0.8808588228355024	0.9361923473528138	0.8849540243210426	0.6516505889076684	0.8628926135866725	0.9314544422817604	0.9488593028293195	0.9375814820012488	0.9377696151710588	0.9019419410868605	0.9385790962692684	0.8378800544264176	0.9197210341019336	0.8622946551874925	0.9435712353535785	0.658312536991049	0.8865323090753408	0.9593866248502562	0.9168217494147533	0.9319893506456527	0.9531375528044046	0.9937346569772999	0.9136102653592937	0.9272524625106524	0.9140119551002394	0.7785387849241264	0.8977491137402298	0.9120563870702683
CosteaPI_2017__SID713B046-11-90-0__bin.66	0.5774434485224255	1.0	0.4205428135754894	0.9088443995620232	0.792817120802629	0.8511796936401559	0.8998422895408782	0.8798123894888554	0.6591819506985014	0.8472178994280477	0.8759618061542159	0.9885952871964933	0.9012417552808373	0.8959976772600625	0.9083674616378451	0.8726247334484254	0.833754665818777	0.8791816969287138	0.8221424588948922	0.8993690835253401	0.6721010720280759	0.8601989704410444	0.8981285970934403	0.8754497882888228	0.902383719324644	0.904229521337934	0.9109380003090021	0.8866268546652963	0.9049997872812076	0.9000908346562949	0.7812765665246302	0.8627381610796262	0.8910558838391189
BritoIL_2016__WL.37.ST__bin.29	0.9939061440390614	0.7641963922419639	1.0	0.9332971653329717	0.7409860301098603	0.8543116777431168	0.9267109724671098	0.8662403363624034	0.6174393055743931	0.8427654957276549	0.9446249830462499	0.9400610335006103	0.9256123694561237	0.9186423436864234	0.88482300284823	0.9287657669876577	0.8091794384917944	0.9102020887020209	0.834348297843483	0.9386138613861386	0.6269361182693611	0.8743211718432117	0.9527383697273837	0.898935304489353	0.9223206293232062	0.9473864098738641	0.9922609521226096	0.9090465210904652	0.9111569239115692	0.8964532754645328	0.7673728468737284	0.8868710158687102	0.8935114607351146
XieH_2016__YSZC12003_36696__bin.110	0.5806248201828916	0.7632500528090331	0.4313228709811072	1.0	0.7553565910374452	0.8291024470170262	0.8937256600502328	0.8679981020088744	0.6170426816082278	0.834956884636865	0.8768292767011561	0.8940465885364596	0.9043275827378083	0.879199885167776	0.8874844785319528	0.8692830695806806	0.8145816866421666	0.8748723651113126	0.8002884595495342	0.8832829479788714	0.6360833937685968	0.8401675848439015	0.902283544078462	0.8529426697614536	0.8959997392456049	0.9108690078984762	0.9112081139747432	0.8620571641329823	0.8886591269366185	0.8989821176390946	0.7635703544818102	0.8439240778477232	0.8708112407709555
RampelliS_2015__H14__bin.28	0.590049768715564	0.8109376658098314	0.4170899310536478	0.9200028400003359	1.0	0.8900454171021461	0.907941236423157	0.9149442802622267	0.6776462199366496	0.9294122497154274	0.9006396871724361	0.9128127531283902	0.9338424975512631	0.9268768623187686	0.9147572372293507	0.8999380849389133	0.9232986145837071	0.9516321985801525	0.8673414466747947	0.9096696667351218	0.7280615699857771	0.8981188051538371	0.9244582813875386	0.9086428386566798	0.9366336376663442	0.9320888736879313	0.9384521540104698	0.9153763878402179	0.9339066265911063	0.9166520976685277	0.8098780097705173	0.9325316694392297	0.92539502343382
BritoIL_2016__W1.9.ST__bin.81	0.6061852394609067	0.7980919828849521	0.4408118590429962	0.9256836291515679	0.8158858660888868	1.0	0.9071878162357812	0.9063613167445578	0.6654797546115312	0.8855812579868124	0.9097785877146204	0.9163289985849433	0.9367486447787766	0.9642792658501048	0.9101208046927816	0.8984007479785404	0.8655094274129096	0.922733844769259	0.8527914128032539	0.9057013768459772	0.6779241356047023	0.8715482623915438	0.9331256237236847	0.911330111314995	0.9253491103058398	0.9417384342558496	0.9903171490596381	0.9061345717528928	0.9324747816179795	0.9122321924701068	0.8463347791825703	0.8915347136784616	0.9190835303355406
LeChatelierE_2013__MH0426__bin.42	0.5841884732365694	0.7650449309362553	0.43358083792817015	0.9047893122688965	0.7546817204287428	0.8225949844624818	1.0	0.8669567088001939	0.6233752553362824	0.8304167303883649	0.8728239701040001	0.9013258132210732	0.9034694005760653	0.8761129615962809	0.884130790557301	0.8688007777325821	0.8166636312928218	0.8818774220855493	0.801098826484282	0.8873220578184778	0.6342911788651678	0.833326881841886	0.8958443722582483	0.8582985957535648	0.9028062718650035	0.9098735105780135	0.9038850458447213	0.8733950857403213	0.8829872901388002	0.9092148238774563	0.7525781111682932	0.8481473326044205	0.8816940305089973
NielsenHB_2014__MH0094__bin.25	0.5538141962714008	0.7501810586553674	0.4064617256639984	0.8812872538525082	0.7627043353524502	0.8242248207551133	0.8694665738356561	1.0	0.6188126625232131	0.8307645702895793	0.8629605540331213	0.8660547796302966	0.8951272629149871	0.8672194099969834	0.8616094555257574	0.8716456418004295	0.8214290714650286	0.8676515324117268	0.8809251365417733	0.8538318884704139	0.6404595135027118	0.8299079623805299	0.878245213878321	0.8667936516826045	0.8806075679335893	0.8930633851668094	0.890519017841119	0.8830762024649433	0.8705344698768037	0.8700062495465578	0.7505349026356285	0.8517495548311795	0.8775107966962682
KarlssonFH_2013__S577__bin.22	0.5979512082235344	0.8241170674171563	0.4247986294109304	0.9185895473920735	0.8282704524586247	0.8873332487290698	0.9166691550273596	0.9073331367528386	1.0	0.8842221757728226	0.9370059048799242	0.9196122636368387	0.9340749270288227	0.9270568167397001	0.9310217084586845	0.9000854751897998	0.865401770717469	0.9170452085370678	0.8713225139410408	0.913391983994864	0.6874976671618505	0.9134125129705801	0.9485749158311996	0.9082998648820144	0.9297218510417522	0.9308285494599013	0.945355599184813	0.9262197944116396	0.9189086796509328	0.9156940286808454	0.818146868024814	0.8827431563860044	0.9345246982240569
RampelliS_2015__H4__bin.4	0.5853890407802409	0.7830970796156747	0.42867924892773446	0.9189824636202389	0.8398745499313212	0.8730059517033792	0.9028093116182742	0.9005802686579727	0.6537298008073124	1.0	0.8960635418671667	0.8994253884612705	0.9262615203438976	0.9059000304242633	0.8966402920729272	0.8861201199585237	0.8930121469388431	0.9401338805561362	0.8432170795328875	0.8973177665969185	0.6939298420628892	0.8651073714333415	0.9269479634715672	0.8998296655193753	0.9253805275056727	0.9262249560365947	0.9324367489225602	0.901820695535912	0.9245333394043881	0.9045602590132742	0.791206767018443	0.9233894974891359	0.9071701226835994
LeChatelierE_2013__MH0267__bin.49	0.594690299961044	0.7619861057005584	0.45219581872484094	0.9082378911829633	0.7659466303077522	0.8440455784962991	0.8930340215556422	0.8803934553954031	0.6519594857810674	0.8432963251525776	1.0	0.8952791845214907	0.9277847032852876	0.8856654979872743	0.8988962472406181	0.8811368653421634	0.8238637839241657	0.8910719387092585	0.8321302428256071	0.8934281262173743	0.6433683937151019	0.8744416309570185	0.9408823529411765	0.8816458901441371	0.9184268276847163	0.9231067393844955	0.9247065316192702	0.8963381379041683	0.9058609271523179	0.8963965718737826	0.7720042851577718	0.8582911310219452	0.9077437995065576
CosteaPI_2017__SID713B046-11-0-0__bin.35	0.5295791323378838	0.7517617504898166	0.39338968967309995	0.8095515936349953	0.6786235643209201	0.7431584599213115	0.8061631753282282	0.7723800204780792	0.5593489696256961	0.7399567735446828	0.78263324940802	1.0	0.8189523260328149	0.7855358241518738	0.7956102671912566	0.7847883288570644	0.7325249562400249	0.7891768130024451	0.7181840575202454	0.7990020909435581	0.5719581992912133	0.7562223165656763	0.8025250243489356	0.7742365558686043	0.8085600414102176	0.8096724869514679	0.8150735235690886	0.787811229343135	0.799923263960624	0.8032231406834957	0.6762391848725569	0.7698815586043122	0.795321371895085
ZeeviD_2015__PNP_Validation_68__bin.20	0.548318914170745	0.7181218750799164	0.4058740022706687	0.8580356277316566	0.7274715824443647	0.7960644517833789	0.8467393780223297	0.836499363939188	0.5953261573541297	0.7984909390327237	0.8498498016287201	0.858131378821643	1.0	0.832353520160957	0.8375121844748826	0.8410912531676661	0.7817909973754685	0.8465853436601776	0.7748600458058941	0.8294649298251562	0.6080699732313257	0.8123112112631828	0.8807238782402972	0.8267446473059152	0.8610705209751386	0.875801915378636	0.8673205098240023	0.8444419465899231	0.8542739777679053	0.8503701879873419	0.7238574248428284	0.8172724261244657	0.8581985830028137
BritoIL_2016__W2.7.ST__bin.26	0.6069081350457344	0.7900713822193381	0.44577031063046174	0.9231446612075876	0.79903726802095	0.9068398197740463	0.908654978919671	0.8968347257451169	0.6538561272480529	0.8642099055827661	0.897774554338283	0.9108854264702592	0.9211077077791219	1.0	0.9119713628699259	0.8911404701512282	0.8466302406303433	0.9045448741827506	0.8376880479865423	0.9001780935695454	0.6580577138998542	0.8680580692972214	0.9232493059879191	0.8898755187814346	0.9246452278689452	0.9343166432587042	0.9934034299794791	0.8968386746047521	0.919131961675001	0.913210646652091	0.8358913168525482	0.8756872661123345	0.8993415934701657
LiJ_2014__MH0346__bin.53	0.5633687497498916	0.7730514248401053	0.41438922402540274	0.8993531798233774	0.7610938584795819	0.8260648903619792	0.8849990186220437	0.8599659407857503	0.6337573690686183	0.825552287118795	0.87941628020278	0.890400726156168	0.8945015521016415	0.8801740691360126	1.0	0.8613449514932507	0.8182615064183388	0.8623923898427064	0.800115224570401	0.8769313931057087	0.6242440372555209	0.8519002208576799	0.9094483512532736	0.8552572321838613	0.8962426245794208	0.8944501012184967	0.8962502469324793	0.871848554007865	0.8893933051602695	0.8880854364146484	0.7568945771404362	0.836740631016498	0.8803855894333861
BritoIL_2016__M1.15.ST__bin.37	0.5785057038987088	0.7328193556474866	0.42922088504450295	0.8692672683966404	0.738869249091137	0.8046514980569136	0.8581615895700138	0.8584862730349756	0.6046019806944967	0.805084618277548	0.8506499937319795	0.8666829635201203	0.8864529271656011	0.8487037733483765	0.8499623918766454	1.0	0.796875391751285	0.8613219255359158	0.7972420709539927	0.8491187163093895	0.6188184781246082	0.8252757929046007	0.8754613263131503	0.8406625297730976	0.8729559984956751	0.9132919643976433	0.8827165601103172	0.8603923780870001	0.8683383477497806	0.8631095649993732	0.7416002256487402	0.8356637833772095	0.8586135138523254
