	LiJ_2014__MH0399__bin.80	XieH_2016__YSZC12003_37315__bin.119	LiuW_2016__SRR3992981__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	LiJ_2014__MH0402__bin.1	XieH_2016__YSZC12003_36033__bin.79	NielsenHB_2014__MH0012__bin.89	LiJ_2014__O2.UC13-1__bin.11	LeChatelierE_2013__MH0250__bin.73	XieH_2016__YSZC12003_37652__bin.41	LiJ_2014__MH0262__bin.31	XieH_2016__YSZC12003_35520__bin.37	XieH_2016__YSZC12003_37264__bin.28	LeChatelierE_2013__MH0428__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	XieH_2016__YSZC12003_37203__bin.14	XieH_2016__YSZC12003_37228__bin.96	LoombaR_2017__SID0012_qdz__bin.71	QinJ_2012__T2D-085__bin.20	XieH_2016__YSZC12003_35550__bin.91	LeChatelierE_2013__MH0407__bin.9	XieH_2016__YSZC12003_36667__bin.109	XieH_2016__YSZC12003_35549__bin.54	XieH_2016__YSZC12003_37393__bin.68	XieH_2016__YSZC12003_37176__bin.69	HMP_2012__SRS017307__bin.46	ZellerG_2014__CCIS07539127ST-4-0__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	LiuW_2016__SRR3993056__bin.66	XieH_2016__YSZC12003_36058__bin.61	XieH_2016__YSZC12003_37265R1__bin.26	LiJ_2014__MH0338__bin.39	LeChatelierE_2013__MH0224__bin.18	CosteaPI_2017__SID713A004-11-90-0__bin.60	LeChatelierE_2013__MH0318__bin.94	HMP_2012__SRS011134__bin.70	XieH_2016__YSZC12003_37797__bin.14	LeChatelierE_2013__MH0012__bin.34	LiJ_2014__MH0339__bin.58	CosteaPI_2017__SID713A028-11-0-0__bin.13
LiJ_2014__MH0399__bin.80	1.0	0.6943028512102012	0.3941635927796481	0.8573106283029948	0.6591089803383496	0.5958445050029068	0.8411912087075324	0.8091031962079533	0.5853964618694016	0.6621526043962319	0.8101919306255794	0.821316497364926	0.8336820895500532	0.5504215093505227	0.8436476337049332	0.6895540069380278	0.7525358652692988	0.6699392153790509	0.7258270940382455	0.617871791455009	0.5462371669182885	0.5028862078508953	0.8635347919104177	0.8300351587267885	0.8489499972909769	0.5700941422134622	0.7299982574391971	0.7829135323757547	0.6348822599988578	0.6574037601240587	0.6172714133632449	0.5630089485622409	0.5452824193187027	0.6260955069753684	0.8338870967033385	0.8478480838420683	0.6436221542444535	0.8533254356768092	0.7294037366946696	0.8123730603028542
XieH_2016__YSZC12003_37315__bin.119	0.5869954923781451	1.0	0.42833240275681744	0.8647954856928504	0.6180363061023122	0.599769357332716	0.8356958834678853	0.8177848647403939	0.5831421627918781	0.6914451750123493	0.7962910232586354	0.8044557489201392	0.8247282861009009	0.5184117968215137	0.8483558508089826	0.6887592959641866	0.7674959733479585	0.6390089422006752	0.7276249995357434	0.6287977735492601	0.521140387474729	0.5439267192659051	0.8642290926693268	0.8201748575970327	0.8473289152614136	0.5603892574742214	0.7301573644092242	0.7689042182971564	0.6614542001601995	0.6908756869449812	0.6145023850407865	0.5357329001922642	0.5219512889619594	0.608023839265707	0.8299465300225443	0.8547669246282543	0.6767913804266952	0.8463904979677942	0.7103738441558763	0.8062867768584809
LiuW_2016__SRR3992981__bin.39	0.5868474897014371	0.7542995614594472	1.0	0.9344194924353663	0.6316215753667314	0.6714281509678306	0.9053360672625063	0.8799033314038857	0.6066902778731601	0.8527951373559591	0.8723741253443301	0.8886599713744099	0.8895440290136598	0.516139229812473	0.908743667978037	0.7407901578549775	0.8437234632821757	0.6610592776453327	0.7778878762014082	0.7530971994667311	0.5328316769516036	0.7487771989434912	0.9415660792207212	0.8736811353436651	0.9197687715087082	0.5881457790335538	0.780710102129914	0.8330842492759121	0.7936690136162318	0.8826830440797026	0.6698508002847298	0.5349867718379133	0.55158656188785	0.625637017488208	0.8860579422931648	0.9332149502758456	0.8788056174177886	0.9247133898214552	0.7272774840003009	0.8815624383421575
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	0.5922504475058786	0.7066344169070478	0.4335711095566214	1.0	0.6360420400097315	0.6000028324757507	0.8646794826078402	0.8485414520181137	0.5950186867529661	0.6988370158047089	0.822581811762766	0.8400622335386373	0.8501084180673513	0.5349838574172171	0.8748217689923822	0.7148202718266282	0.7904220844087889	0.6733376528588532	0.7367395877432704	0.6371790767039491	0.5370060427835346	0.5446370359355187	0.9171844786398451	0.8479410683188093	0.8863878802409021	0.5800126348650452	0.7482460146813288	0.7911377903350869	0.6761559662308194	0.692170076006452	0.6280696323699375	0.5344512508162336	0.5227531259657604	0.6305379326669934	0.8677724449677781	0.8976924932817216	0.6843838024874195	0.8898864935922823	0.7325900107684659	0.8345055230748143
LiJ_2014__MH0402__bin.1	0.644199261923964	0.7144817903317334	0.4146400108199628	0.8998738386609008	1.0	0.6063029145917074	0.866846474602785	0.8630838182160372	0.6283607541628591	0.688349290154621	0.8394502142166583	0.8378207793378784	0.8463830052160521	0.576134396533032	0.870028058911549	0.7079983999049675	0.7742399011891224	0.6914256803803016	0.7636460698560272	0.6326007197565222	0.565229276586731	0.5091286280330066	0.9086464527052411	0.8464094826383248	0.8840474962019211	0.583627507036196	0.7589803186879793	0.8012311285750782	0.6691359844627623	0.6765217540648211	0.6328790904933889	0.5997536884122635	0.5435342492613157	0.6693842997473195	0.879067593996638	0.8836725186540596	0.6666335102549918	0.8862909210350239	0.7731450239978475	0.8460810194809424
XieH_2016__YSZC12003_36033__bin.79	0.6380836039686559	0.7597017078643933	0.4829425259958883	0.9301023840475963	0.6643107933705192	1.0	0.912405891826369	0.8699876273528023	0.6180795895229239	0.7548075339855762	0.8505669620525108	0.8744576185868838	0.8845243117028934	0.5715190756738702	0.9072655195178901	0.7462619394477314	0.8303543846058551	0.6970677296584428	0.7754740887913852	0.6865031511830854	0.5755429302631186	0.6077588572629321	0.9220993669407258	0.8778103080303028	0.9087042905956905	0.6088730227678663	0.7833547907548569	0.8190919825559788	0.6957120701524392	0.7589850665755052	0.6752556464904179	0.5747549384739147	0.572841020108296	0.6540700363965959	0.8801382161120407	0.9147996619083985	0.7531225644781142	0.9222326590841732	0.7685883734751771	0.8757364390925471
NielsenHB_2014__MH0012__bin.89	0.6304141821571844	0.7407875842474371	0.45571395570490203	0.938035368696909	0.6646766813409795	0.6385202630072885	1.0	0.8886504442623949	0.6185510894895303	0.742041933453647	0.8595743443336723	0.8797103254449071	0.8963707825525842	0.5580147482055837	0.9219669688042365	0.7431152086274643	0.8209183306730082	0.7013447216096493	0.7719696300438035	0.6775329376408468	0.5582424625190471	0.5668160435982373	0.9365555000139921	0.8850130510480619	0.9178560395597377	0.6017408347732377	0.7816115479141095	0.8202615257736937	0.7030616326622438	0.7308400353588201	0.6636440106471531	0.567199591321396	0.5555735410234195	0.6499240860836925	0.8905895825365618	0.9250688218500389	0.7200655817222774	0.9874504721368217	0.7672726793853799	0.8816895194898761
LiJ_2014__O2.UC13-1__bin.11	0.5272318702290076	0.6303053435114504	0.38510925572519084	0.800393606870229	0.5754236641221374	0.5293783396946565	0.7726760496183206	1.0	0.5282552480916031	0.6164375	0.7369761450381679	0.7492910305343512	0.7607652671755725	0.48236259541984733	0.7701827290076336	0.6368463740458016	0.7005415076335878	0.6047538167938932	0.6615081106870229	0.5678220419847329	0.4914918893129771	0.4773349236641221	0.8036798664122138	0.7641035305343511	0.7950138358778626	0.5208864503816794	0.6631579198473282	0.7104961832061069	0.6001059160305343	0.6209456106870229	0.5594074427480916	0.4905291030534351	0.46613835877862597	0.5712967557251908	0.784893606870229	0.7896402671755726	0.6084661259541985	0.7967371183206107	0.6551979961832061	0.7463940839694656
LeChatelierE_2013__MH0250__bin.73	0.614280281349278	0.7237775481432254	0.4275971219705206	0.9038157323570877	0.6746251685445054	0.6056423514407434	0.8660855802732822	0.8506728335068398	1.0	0.7197632117764111	0.8407856574868333	0.8349005251289774	0.8485262199549012	0.5591974400442538	0.8712585040546718	0.7167883772477402	0.7819420168486884	0.6788646150654779	0.7781182174041649	0.6455460073679399	0.567983650702797	0.5163704252891667	0.8938962879873386	0.8516923596999043	0.8758582804811057	0.6004271714870716	0.7648843525394039	0.8093424555445861	0.6818064129503644	0.6652312372991391	0.6411859386824525	0.5642097903709707	0.5409258711494063	0.6635217830568115	0.8601850820345963	0.8765866232324435	0.662910220999781	0.8818486691226466	0.7467610643945651	0.8377570423752578
XieH_2016__YSZC12003_37652__bin.41	0.5859885818105949	0.7237740284463371	0.5069055358974476	0.8952406068189048	0.6232710242223456	0.6237673545528588	0.876250464094777	0.8371868048702575	0.6070217134800338	1.0	0.8230517576638003	0.8415598249755236	0.8621303197572517	0.5169701560330378	0.8703631829158694	0.6994350516773179	0.7914291656920406	0.6523031088032543	0.735744919903559	0.6862401811152141	0.5273645831375982	0.6265827008793341	0.9086804027921497	0.830544013031587	0.8737487259666941	0.575117910851038	0.749128344155192	0.7852418832820264	0.7001361344679384	0.8092711395575921	0.634113185345685	0.5331261618568197	0.5279555142882876	0.6044428692039989	0.8527609508548739	0.8752474362205807	0.7656407229316924	0.885250501027974	0.7034594742397431	0.8369081860163141
