	KarlssonFH_2013__S353__bin.6	ZeeviD_2015__PNP_Main_251__bin.30	WenC_2017__RA064__bin.43	KarlssonFH_2013__S397__bin.10	QinN_2014__LD-45__bin.10	FengQ_2015__SID532826__bin.13	ZeeviD_2015__PNP_Main_124__bin.16	GeversD_2014__SKBSTL023__bin.18	BackhedF_2015__SID229_12M__bin.34	LiJ_2014__O2.UC15-0__bin.11	BackhedF_2015__SID274_M__bin.36	NielsenHB_2014__V1_CD18_0__bin.7	KarlssonFH_2013__S195__bin.42	NielsenHB_2014__V1_CD10_0__bin.8	IjazUZ_2017__S47_a_WGS__bin.4	LoombaR_2017__SID1049_baw__bin.4	FengQ_2015__SID31582__bin.27	BackhedF_2015__SID598_M__bin.5	HeQ_2017__RSZAXPI003097-131__bin.25	ZeeviD_2015__PNP_Main_108__bin.39	BackhedF_2015__SID195_12M__bin.32	YuJ_2015__SZAXPI015210-17__bin.59	HeQ_2017__SZAXPI029466-158__bin.40	BackhedF_2015__SID1_4M__bin.5	XieH_2016__YSZC12003_35563__bin.69	XieH_2016__YSZC12003_37399__bin.52	XieH_2016__YSZC12003_35734__bin.1	XieH_2016__YSZC12003_37400__bin.21	FengQ_2015__SID31236__bin.21	GeversD_2014__SKBSTL006__bin.30	BackhedF_2015__SID103_B__bin.11	XieH_2016__YSZC12003_37754__bin.94	FengQ_2015__SID31398__bin.3	ZeeviD_2015__PNP_Main_396__bin.81	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.25	ZeeviD_2015__PNP_Main_240__bin.1	QinJ_2012__CON-104__bin.37	ZeeviD_2015__PNP_Main_191__bin.9
KarlssonFH_2013__S353__bin.6	1.0	0.8852400762336258	0.8851771497156046	0.7070229232976641	0.9039125950664685	0.8080713438651966	0.9345286595587463	0.9199172146132032	0.9216786944228135	0.478899951925991	0.9041786446831025	0.9234485027421618	0.49079584000192483	0.5071248087334604	0.540142722895212	0.5298255501096356	0.9429196331198921	0.8904662160942899	0.7685585801926754	0.6967460049758218	0.835771504559165	0.6451985447317318	0.9157288996049048	0.5767048806455151	0.9186767293572102	0.7840149061816513	0.894152044348389	0.5522477491045695	0.9190667812299451	0.881921165102989	0.9260127583515289	0.9055815358789886	0.9450785679220044	0.9221418521032495	0.7955582206786718	0.8919662732371205	0.8169823865899889	0.8943931084358087
ZeeviD_2015__PNP_Main_251__bin.30	0.6859911903750275	1.0	0.8642636505264442	0.6554830682736972	0.8856910822715709	0.7690368752902031	0.9188424504167272	0.9190109699013443	0.9185674409599157	0.4537293899773933	0.8842755186007863	0.9303505384556086	0.43271895431867036	0.427204781650738	0.5289554122542349	0.4863741240124131	0.9121640590965563	0.8640370456024482	0.7249790695214584	0.6568186748273124	0.7948823859490605	0.5505061859200178	0.9126140419756937	0.5409902133205688	0.9021726464192299	0.7568339132913469	0.8800388670470904	0.4989829669827303	0.8807663692477039	0.8679072569151254	0.8937298202399072	0.8467623642208035	0.9090023467234614	0.9254688516831332	0.759090281624743	0.8835372598373249	0.8012007909659214	0.8952285679967157
WenC_2017__RA064__bin.43	0.565032540267381	0.7119213894480042	1.0	0.5198937918751966	0.7318233034684514	0.6326510239071653	0.7381074810864772	0.7509003028821801	0.747237067698819	0.3775025437082171	0.721003129241052	0.7540673488284174	0.35315944066477545	0.3443612375786556	0.43252284168757504	0.3944651272001784	0.7452670782871429	0.7024740054433141	0.5984615180141798	0.5263994825455098	0.6525121795259916	0.4533214405436816	0.7506123359142065	0.4382222248475621	0.7266652982082548	0.6238079275091153	0.7107730657849463	0.4092320733178668	0.7222040253351861	0.6990810161837436	0.7224512339015389	0.6933293559434167	0.7421697351146921	0.7674585512160328	0.6310514043189138	0.7248459376721341	0.6628084015470471	0.7293550573644968
KarlssonFH_2013__S397__bin.10	0.7269289100067172	0.8696859473623118	0.8373939377793678	1.0	0.8856116928662632	0.8112368391507792	0.9238259656680945	0.9071894914912363	0.9134970895327839	0.4550642510137636	0.8781314400866195	0.9123991231492036	0.47238481343134475	0.47169358936057254	0.5298434684320393	0.49939535733382556	0.9356019881373961	0.8783811941383438	0.7439535733382555	0.6754067898850085	0.8055695629256523	0.590559391989222	0.9093226289539634	0.5760650939931534	0.9096722846263775	0.7614101922487759	0.8691317312284855	0.5126637197274303	0.9003838125122499	0.8530685020655849	0.9243763760258945	0.8599393549590213	0.9394900640702394	0.903236241643943	0.7687263209372865	0.8762999103739746	0.8263300711489828	0.8764492870830058
QinN_2014__LD-45__bin.10	0.6556484757442061	0.8290284190792242	0.8315868007241197	0.6247834453946781	1.0	0.7394602261095214	0.8722104645629071	0.8809421207685012	0.8726229335438301	0.43254370191078184	0.8324573821207953	0.8764791325599456	0.41823750561313566	0.42039013054693586	0.5042565859113484	0.45545871987617204	0.8770060457414339	0.8184099438250139	0.7063368525764041	0.6206815773028623	0.7573866851388332	0.5494180797672722	0.8919200380719945	0.5194880686047675	0.8592755849910961	0.720118820600493	0.8255944218352822	0.47106206231805553	0.8487722251644338	0.8178125518103327	0.8543930799182983	0.811030809989737	0.875176616599846	0.8734676727016685	0.7221281385734681	0.8373049833904883	0.7797210917641121	0.8344620015048909
FengQ_2015__SID532826__bin.13	0.6604914226068014	0.8111612005324943	0.810099615756989	0.6449212604380975	0.8332737050707976	1.0	0.8627371263463633	0.8563396314897737	0.856633486627133	0.42525792690306186	0.8278209336802614	0.8537312416797773	0.41039725281374806	0.4171835289846303	0.5022245249909234	0.45403076969623624	0.8697200623260317	0.8264261618056395	0.6851260891927872	0.6172803461212635	0.7645482875468959	0.5390248699019726	0.8500185314050587	0.5030527653394651	0.8579806063173182	0.7275781344547985	0.8524124863850902	0.4711768576788091	0.84261391141232	0.8044475372140869	0.8485526594457219	0.8004303824276897	0.8613461363911412	0.853210849570374	0.7171540300133123	0.8300072612852475	0.7823263342611643	0.8355492859736173
ZeeviD_2015__PNP_Main_124__bin.16	0.6829451956828485	0.8665164452851192	0.8450250269407756	0.6566363913325599	0.8787592399167786	0.771354896999506	1.0	0.9102563625709361	0.9025530083218002	0.44020939922831204	0.8656339172107514	0.904319078870621	0.42941381538527085	0.42517193236115486	0.5188916799919389	0.4706370060590117	0.9294285241865103	0.8636517794437233	0.7090105440126219	0.6389800815780549	0.7825870110126655	0.5620087556252712	0.9059925008783014	0.532538066208541	0.9210296296120968	0.7392312132258836	0.8763882487836497	0.48997857248886106	0.8944371313712356	0.8487624149890461	0.9137573953992899	0.8509944333104642	0.9207854973248579	0.9039082468360016	0.7343516106813623	0.8677901936591204	0.8007843341460932	0.8713121907559073
GeversD_2014__SKBSTL023__bin.18	0.6297311268044608	0.8118384911072427	0.8052772477682587	0.6040125732616743	0.8313983762704391	0.717191249395029	0.8526619992043523	1.0	0.8551202086928318	0.4219761584403277	0.8113462790797852	0.8671955570421161	0.4003625391805842	0.39541919740933035	0.4974157284864702	0.45114621421168793	0.8520582951346393	0.793774246351803	0.6814555159420951	0.5942972453863833	0.7300736480956399	0.5177085471319939	0.866587101891057	0.5064513349905105	0.8422055026390673	0.7010274371780351	0.8161467716718992	0.4525794570844324	0.8176560318461815	0.8002366671987878	0.8302001535549491	0.7838923138906415	0.8523465274029702	0.8746477865028747	0.7102733582163301	0.832552889037545	0.755781115781952	0.8261829559074312
BackhedF_2015__SID229_12M__bin.34	0.6329236232336256	0.814001739922841	0.803871995566946	0.6101273295615941	0.8261402118537169	0.7196963968091671	0.8481081675333448	0.8578127809978565	1.0	0.4323158576364375	0.8556401015992928	0.897646083934437	0.40383335885813276	0.4008812728253665	0.4829239091961086	0.4421304077888555	0.8465153565030729	0.7975255348610508	0.6737924280947336	0.6034059402668857	0.7326762339122274	0.5178431057304975	0.8502798937236319	0.4927603831388894	0.8381166383775632	0.7129051055741713	0.8109765745888654	0.45475787556564967	0.8243488157658108	0.8038999563430609	0.8254824981428326	0.7818287364334632	0.8549598286258613	0.8777542158813395	0.7334562760186143	0.8199583384435888	0.7467290657986964	0.8604614290625577
LiJ_2014__O2.UC15-0__bin.11	0.5261517001439133	0.6432882581308965	0.6497447839699627	0.48627333761362207	0.6551663136190959	0.5716117218910336	0.6618083864175559	0.6772479268304462	0.6916646714014184	1.0	0.679377395906885	0.6973759593159061	0.36116334385105003	0.3520288416227073	0.42185905852964456	0.41278149125870484	0.6605375168326677	0.6164993439771203	0.5629591334092805	0.49529142818798905	0.6095700546524756	0.43731791616022514	0.6674063127650717	0.45928769284810517	0.6634544167039031	0.5805240761159379	0.6264655032618138	0.40561785358260677	0.6490107296977313	0.645477712251742	0.6438382904872362	0.6149412578660473	0.656644080772404	0.7006283687575522	0.6089208944685147	0.6539452621219354	0.5752631843823345	0.6752175855816287
